@English@|@Indonesian@
@die (specially for animals); meninggal@|@mati@
@die (vulgar); -lah kamu! Biar -!@|@mampus@
@die; men-kan@|@tinggal@
@diet@|@konperensi, muktamar, musyawarah@
@differ@|@beda, berbeda, berlainan, berselisih@
@difference@|@beda, perbedaan, tikai@
@difference/quarrel/dispute (bertengkar) (v); per-an@|@selisih@
@difference; ber-@|@beda, ubah@
@different; me-kan@|@lain@
@differentiate@|@membedakan, mjd berlainan@
@difficent@|@kurang percaya pd diri sendiri@
@difficult (sulit)@|@susah@
@difficult of breathing@|@sengal@
@difficult/hard/complicated; secret/hidden/secluded@|@sulit@
@difficulties (n)@|@runyam@
@difficulty/hardship@|@sukar@
@diffract@|@menguuraikan sinar@
@diffuse@|@bercampur pelan2, memencarkan, men(y)ebarkan@
@dig@|@gali ... menggali, menggali, mengorek, menusuk, penginapan@
@dig (hole@|@gali@
@digest@|@mencernakan, mengikhtisarkan@
@digested@|@cerna@
@digestible@|@muudah dicerna@
@digestion@|@pencernaan@
@digestive@|@berkenaan dgn pencernaan@
@diggings@|@penginapan, tambang emas@
@digit@|@bil caah, jari tangan/kaki@
@digit (finger of toe)@|@jari@
@dignify@|@memuliakan, mengagungkan@
@dignitary@|@org berpangkat, pembesar (gereja)@
@dignity@|@guh2, kebebasan, kehormatan, kemuliaan, pangkat, sikap tenang & sung@
@dignity; - insani@|@martabat@
@digress@|@melentur, menyimpang, ngelantur@
@digress; engage in improper act.; unfaithful (love)@|@seleweng@
@digression@|@lantur@
@dike@|@bendungan, empang, parit, pematang, tambak@
@dike; embankment@|@tanggul@
@dike-kan@|@muka@
@dilapidated@|@bobrok, reyot, rusak berat@
@dilapidated/shoddy/ramshackle; rottten/degenerate; ke-an@|@bobrok@
@dilate@|@melebarkan, membeliakkan, membesarkan@
@dilate upon@|@berbicara/menulis dgn panjang lebar@
@dilatory@|@lamban, lambat@
@dilettante@|@belajar seni tdk sungguh2, penggemar seni@
@diligent@|@getol, giat, rajin, tekun, tekun@
@dilly-dally@|@berlengah2, membuang2 wkt@
@dilute@|@melemahkan, mencairkan, mengencerkan@
@dim@|@kabur, kelam, samar2@
@dim/vague/indistinct; obscure/hidden; disguised/masked; meny-kan@|@samar@
@dime@|@uang logam 10 sen (USA)@
@dimension; musical measure@|@matra@
@diminish@|@mengecilkan, mengurangi, menyusutkan, surut@
@diminution@|@pengecilan, pengurangan, penyusutan@
@diminutive@|@kecil, kecil sekali, mengecilkan artinya, sedikit@
@dimmer@|@lebih kabur (dim)@
@dimmest@|@paling kabur (dim)@
@dimple@|@lesung pipi@
@din@|@gemerincing, gemuruh, hiruk-pikuk, keributan, riuh@
@dine@|@makan malam, santap@
@diner@|@kereta makan di KA@
@dines; service (in position of office)@|@dinas@
@dinghy@|@perahu kecil@
@dingy@|@kelihatan kotor/lusuh@
@dining-room@|@kamar-makan@
@dint@|@by ~ of:dgn jln@
@diocesan@|@berkenaan dgn keuskupan@
@diocese@|@keuskupan@
@dip@|@lereng, menaikturunkan, mencedokkan, mencelupkan, menurun, menyelam, miring@
@dip into@|@mempelajari/memeriksa sepintas selalu@
@diphtheria@|@penyakit kerongkongan@
@diphthong@|@ai, au, oi@
@dipper@|@gayung, pencedok, timba@
@dipper; men-@|@timba@
@dire@|@buruk sekali, menakutkan, mengerikan@
@direct@|@lugas, pimpin@
@direct (plan/action); immediately/straight away@|@langsung@
@direct; -an@|@arah@
@direction@|@arah, arah@
@direction; field/division@|@jurus@
@directive@|@pedoman, perintah, petunjuk@
@directive; ber-@|@pedoman@
@directive; peng-@|@arah@
@directly@|@lantas@
@directness@|@kelangsungan, keterusterangan@
@director (Sutradara); peng-an@|@arah@
@directorate@|@dewan pimpinan perusahaan@
@directorate of housing@|@ciptakarya@
@directory@|@daftar@
@dirge@|@nyanyian utk org meninggal@
@dirk@|@semacam golok@
@dirty@|@cemar, jorok@
@dirty/filthy/polluted; improper/indecent; immoral@|@mesum@
@dirty/soiled; vile; gross (inc.@|@kotor@
@dirty/vile@|@kumuh@
@disability@|@cacat, kelumpuhan@
@disable@|@lumpuh@
@disabuse@|@menyadarkan org atas kekhilafannya@
@disaffected@|@bermusuhan, tdk setia/puas@
@disaffection@|@hal bermusuhan, hal tdk setia/puas@
@disagree; pen-@|@tentang@
@disagreeable@|@pemarah, tdk menyenangkan/enah@
@disagreement@|@hal tdk setuju, pertentangan paham@
@disappear@|@amblas, hilang, tenggelam@
@disappear; me-kan@|@lenyap@
@disappearance@|@kikis@
@disappeared/lost from sight; me-@|@lenyap@
@disappoint; thwart/foil@|@kecewa@
@disappointed; fail to meet expected success; meng-kan@|@kecewa@
@disapproval@|@cih@
@disapprove/condemn@|@cela@
@disarm@|@curiga/ragu2, melucuti senjata, mengecilkan angkatan bersenjata, menghilangkan perasaan marah@
@disarmament@|@perlucutan senjata@
@disaster@|@malapetaka, musibah@
@disaster/calamity/debacle/havoc; mem-i/kan@|@bencana@
@disaster; (sial@|@malang@
@disastrous@|@menimbulkan malapetaka@
@disavow@|@mengingkari, menyangkal@
@disavowal@|@pengingkaran, penyangkalan@
@disband@|@membubarkan (barisan tentara)@
@disburse@|@membayar@
@discard@|@membuang, mencampakkan, mengesampingkan, menyingkirka@
@discern@|@melihat dgn jelas, memahami, mencamkan@
@discerning@|@arif, paham@
@discernment@|@hal memahami, kearifan@
@discharge@|@melaksanakan, melepaskan, melunasi, membebaskan, membongkar, memecat, memperbolehkan, menembakkan senapan/panah, mengalirkan, mengeluarkan, menjalankan@
@disciple@|@12 rasul Yesus, penganut, pengikut, rasul@
@disciplinarian@|@org yg pandai menjaga tata tertib@
@disciplinary@|@berkenaan dgn tata tertib@
@disclaim@|@ingkar, menyangkal, tdk mengakui@
@disclose@|@kan, memberitahukan, membuka, memperlihat-, menyingkapkan@
@disclosure@|@pemberitahuan, pembukaan (rahasia), penyingkapan@
@discolour@|@melunturkan@
@discomfit@|@memalukan, membingungkan, menggagalkan rencana@
@discomfiture@|@kebingungan, penggagalan, perasaan malu@
@discomfort@|@kegelisahan, kurang nyaman/tenang@
@discompose@|@mengganggu ketenangan, menggelisahkan@
@discomposure@|@gangguan ketenangan, kegelisahan@
@disconcert@|@menggagalkan rencana, menggelisahkan@
@disconsolate@|@putus asa, sedih, tanpa kesenangan@
@discontent@|@kegelisahan, perasaan kurang/tdk puas@
@discord@|@janggal, perselisihan, pertentangan, tdk sesuai/selaras@
@discount@|@meragukan@
@discourage@|@mematahkan semangat, mengecilkan hati@
@discourage from@|@menasehati spy jangan berbuat, mencoba menghalangi@
@discouraged@|@jera@
@discouragement@|@hal menawarkan/mengecilkan hati@
@discourse@|@kotbah, kuliah, pidato, uraian@
@discover@|@dapat@
@discredit@|@keraguan, kesangsian, memburuk2kan, mencela@
@discreditable@|@mendatangkan cacat/nama buruk/aib@
@discreet@|@berhati2, bijaksana@
@discrepancy@|@ketdksesuaian, perbedaan@
@discretion@|@hal berhati2, kebebasan bertindak, kebijaksanaan@
@discursive@|@berpindah2, melompat2@
@discuss (membicarakan)@|@bahas@
@discuss; pem-an@|@bicara@
@discussion@|@runding@
@discussion (n)@|@diskusi@
@discussion (pembicaraan)@|@bincang@
@disdain@|@memandang rendah, menghina@
@disdainful@|@sombong, suka memandang rendah@
@disease@|@penyakit@
@disease/illness; meny-i@|@sakit@
@disembodied@|@(nyawa) terpish dr badan@
@disenchant@|@membebaskan dr khayalan/pesona/angan2, menyadarkan@
@disfigure@|@membuat cacat, merusak muka@
@disfigured@|@ramping@
@disfigurement@|@hal menyebabkan cacat@
@disgorge@|@memuntahkan, tdk rela mengembalikan/menyerahkan@
@disgrace@|@aib, kehilangan harga diri, memalukan, memecat dgn -, tdk hormat@
@disgraceful@|@memalukan@
@disgruntled@|@bersungut2, tdk puas@
@disguise@|@menyamarkan, menyembunyikan@
@disguist@|@benci, tak suka@
@disgust@|@cih, perasaan mual/jijik/benci@
@disgusting@|@jijik, membuat benci, menjijikkan@
@dish@|@hidangan, pinggan, piring, sajian, wadah@
@dish towel; (me)ng-@|@lap@
@dishevelled@|@kumal, lusuh, tdk rapi@
@dishonest@|@curang@
@dishonest; lazy; slow@|@culas@
@dishonesty@|@kecoh@
@dishonour@|@aib, malu@
@dishonour a check@|@menolak cek@
@dishonourable@|@hina, keji, tdk hormat@
@disillusion@|@menyadarkan/membebaskan org dr khayalan/angan2@
@disincline@|@enggan, tdk bersedia@
@disinfect@|@membasmi kuman@
@disinfectant@|@obat pembasmi kuman@
@disingenuous@|@tdk jujur/tulus/ikhlas@
@disinherit@|@membatalkan/mencabut hak utk mewarisi@
@disinheritance@|@pencabutan/pembatalan hak utk mewarisi@
@disintegrate@|@penghancuran, perpecahan@
@disinterested@|@an/kepentingan pribadi, tdk mengharapkan apa2, tdk terpengaruh oleh perasa-@
@disipline@|@disiplin@
@disjointed@|@tdk berhub/bertalian, terputus@
@diskresi@|@bijaksana@
@dislocate@|@merusak, terkilir@
@dislodge@|@menghalau, mengusir@
@dislodged@|@copot@
@dismal@|@muram, sedih@
@dismantle@|@membongkar, mencopoti@
@dismay@|@menawarkan hati, perasaan takut & putus asa, perasaan takut & putus asa@
@dismember@|@membagi2 (negara/tubuh), memotong2, mengoyak2@
@dismiss@|@depak, membuang, membubarkan, memecat, menghentikan, menjauhkan, menyingkirkan, menyuruh pergi@
@dismissal@|@pecat, pembuangan, pembubaran, pemecatan, penyingkiran@
@dismissal pay; compensation for laid off workers@|@pesangon@
@dismission; phk@|@pecat@
@disoblige@|@tdk mauu menolong org lain@
@disorder@|@berantak, berantakan, kekalutan, kusut, penyakit, tdk teratur@
@disordered; random; meng-2@|@acak@
@disorderly@|@semrawut@
@disorganize@|@mengacaukan, menyebabkan tdk teratur/morat-marit@
@disorganized; ke-an@|@semrawut@
@disorientasi@|@tdk sadar@
@disosiasi@|@kead org di mana 2 proses psikis bekerja sendiri2, proses psikis yg mengakibatkan kead tsb@
@disown@|@mengingkari, menyangkal, tdk mengakui@
@disparage@|@menganggap kurang penting, mengecilkan, merendahkan@
@disparagingly@|@scr merendahkan/mengecilkan@
@disparity@|@kead tdk seimbang, perbedaan@
@dispassionate@|@tdk memihak@
@dispatch@|@berita, kan, kec(t)epatan, kiriman kilat, membunuh, membunuh, mengantarkan, mengantarkan, menghabis-, mengirimkan, mengirimkan, menyelesaikan@
@dispel@|@menghalau, mengusir, menyebarkan, menyerakkan@
@dispensary@|@apotek, apotik@
@dispensation@|@bebasan dr suatu kewajiban, pelaksanaan, pem-, pembagian, pembuatan obat, takdir@
@dispense@|@memberikan obat, mencampur, menyediakan@
@dispense with@|@melaksanakan, membagi2, tdk memerlukan/memakai@
@dispenser@|@asisten apoteker, pembuat obat@
@dispersal@|@pemencaran, penyebaran@
@disperse@|@memencarkan, menyebar, menyerakkan@
@disperse; meng-@|@urai@
@disperse; scatter; fall out! Dismissed!@|@bubar@
@dispersed; mem-@|@pancar@
@dispirited@|@hilang semangat, putus asa, tawar hati@
@displace@|@menggantikan, salah menaruh@
@displaced person@|@pelarian dlm pengasingan@
@displacement@|@jml air yg dipindahkan oleh benda yg terapung, pindah@
@display@|@kibar, pajang@
@disport@|@bermain2, bersenang2@
@disposal@|@pembuangan, pembuangan, pengurusan, pengurusan@
@dispose@|@feel ~d:bersedia, mengatur, menyusun, merapikan, well ~ toward:ramah & suka menolong@
@dispose of@|@membuang, mengurus, menyelesaikan@
@disposed; slope@|@cenderung@
@disposisi@|@bangan tertentu, kecenderungan natural ke arah suatu kead/perkem-@
@disposition@|@pembawaan, penempatan, penyusunan, sifat, sifat2, susunan@
@dispossess@|@memaksa menyerahkan, mengusir, merampas@
@disproportion@|@kead tdk seimbang/setimpal@
@disproportionate@|@tdk seimbang/setimpal@
@disputable@|@dpt dibantah/disangsikan@
@disputant@|@org yg berbantah/berdebat, pembantah@
@disputatious@|@argumentatif, penuh dgn argumen@
@dispute@|@beyond ~:tdk kdpt dibantah/diragukan lagi, memperdebatkan, mencegah, menentang, menyangsikan, mpdebatkan, mptengkarkan@
@dispute (selisih); per-an@|@tengkar@
@dispute; per-an@|@tarung@
@disquiet@|@membimbangkan, mencemaskan, menggelisahkan@
@disquietude@|@kead bimbang/cemas@
@disquisition@|@pidato/tulisan terperinci & panjang lebar@
@disregard@|@tdk mempedulikan/mengacuhkan/mphatikan/menghormati@
@disrepair@|@kead bobrok/rusak@
@disreputable@|@hina, keji, punya nama buruk@
@disrepute@|@aib, nama buruk@
@disrobe@|@menanggalkan pakaian kebesaran/resmi@
@disrupt@|@memecah belah, memisahkan, memutuskan, menghancurkan@
@disruptive@|@bersifat memecah belah@
@dissect@|@(membedah utk) mempelajari/memeriksa dgn teliti@
@dissection@|@hal pembedahan/penelitian/mempelajari@
@dissemble@|@menutup2i, menyamarkan, menyelubungi, menyembunyikan@
@dissembler@|@org yg menutupi perasaannya@
@disseminate@|@doktrin), membagi2kan, menyebarluaskan (pikiran, sebar@
@dissent@|@beda pa-, beda pendpt, berselisih, ha, menolak, tdk setuju@
@dissenter@|@org Protentan yg tdk mau menerima ajaran Grj resmi@
@dissertation@|@penguraian dgn panjang lebar & ilmiah@
@disservice@|@tindakan merugikan@
@dissimulate@|@=dissemble, menyamar, sembunyi@
@dissipate@|@membo-, membuang2, menghilangkan, mengusir, menyia2kan, roskan@
@dissipated@|@cabul, keji, suka foya2@
@dissipation@|@penghamburan uang, perbuatan hina/keji/cabul@
@dissociate@|@memisahkan, tdk berhubungan@
@dissolute@|@cabul, keji, tdk senonoh@
@dissolution@|@peleburan, pembubaran, pemuutusan, perceraian@
@dissolution; me-@|@lebur@
@dissolve@|@kan, larut, lenyap, luluh, membubar-, memutuskan, mengakhiri, menghilang@
@dissolve; drag on@|@larut@
@dissolved; protracted@|@larut@
@dissonance@|@bunyi yg sumbang/tdk sesuai@
@dissonant@|@sumbang, tdk selaras/cocok@
@dissuade@|@menasehati/menghalangi org berbuat sesuatu@
@distaff@|@bilah kayu penggulung benang@
@distaff side@|@keluarga pd pihak ibu@
@distance between@|@jarak@
@distance/distant place@|@jauh@
@distansi@|@jarak, kead tdk akrab@
@distant@|@dingin, jarak, lama, menjauh, tdk ramah@
@distaste@|@keengganan@
@distemper@|@mengapur dinding@
@distend@|@menggembung(kan)@
@distil@|@menyuling@
@distilation@|@penyulingan@
@distilery@|@tempat penyulingan minuman keras@
@distill; sift@|@saring@
@distinct@|@istimewa, jelas, lain, nyata, nyata, tegas, terang, terpisah@
@distinct (of voice@|@lantang@
@distinction@|@da/gelar jasa/kehormatan, keistimewaan, pembedaan, perbedaan, sifat khusus, tan-@
@distinctive@|@agung, bersifat membedakan, istimewa@
@distinctly@|@dgn nyata@
@distinguish@|@jukkan keunggulan/keistimewaan, membedakan, menun-, mjd ciri2, mjd ternama/terkenal, perbedaan, sifat2@
@distinguished@|@masyur, terkemuka, terkenal, ternama, unggul@
@distorsi@|@contoh:isi mimpi yg terang, kead perubahan dr tak sadar ke sadar@
@distort@|@memutarbalikkan, meringis@
@distract@|@mengalihkan perhatian, mengganggu@
@distracted@|@bimbang, bingung, terbagi2 perhatiannya@
@distraction@|@gangguan@
@distrat s.o.; -an@|@lantur@
@distraught@|@bingung, bingung, sangat kusut, terganggu (pikirannya), terganggu pikirannya@
@distress@|@bahaya, ke-, kead bahaya, kesedihan, kesengsaraan, penderitaan, penderitaan, sulitan@
@district@|@bilang, bumi, daerah, kawasan, wilayah@
@distrust@|@curiga, mencurigai, ragu, sangsi, tdk mempercayai@
@distrustful@|@curiga, sangsi, tdk percaya@
@distrustful; ke-an@|@curiga@
@disturb@|@gangu, mengacau, mengganggu@
@disturb/cause trouble/endanger/emperil/jeopardize; annoy/irk@|@bencana@
@disturbance@|@gangguan, gangu, kekacauan, keruh@
@disuse@|@kead tdk terpakai lagi, tdk terpakai lagi@
@ditch@|@bandar, parit, saluran air, selokan@
@ditto@|@idem@
@ditty@|@lagu pendek & sederhana@
@divan@|@dipan@
@dive@|@menyelam(kan tangan), terjun@
@diver; kapal -@|@selam@
@diverge@|@menyeleweng, menyimpang@
@diverge; per-an@|@beda@
@divergence@|@hal menyimpang/menyeleweng@
@divergency@|@hal menyimpang/menyeleweng@
@divers@|@>1, beberapa@
@diverse@|@berbeda2@
@diversify@|@mempelbagaikan@
@diversion@|@hal mengalihkan, hiburan, lantur, penyimpangan@
@diversity@|@hal bermacam2@
@divert@|@lantur, mengalihkan, menghibur@
@diverting@|@menggelikan, menyenangkan@
@divest@|@melucuti (pangkat), menanggalkan pakaian, mencabut@
@divest of@|@melepaskan, membuang(pangkat/kehormatn, menghentikan@
@divide@|@bagi, bagi ... membagi@
@divided/disagree@|@pecah@
@dividend@|@deviden, pembilang@
@dividers@|@jangka@
@divination@|@firasat, ramalan@
@divine@|@baik, berke-, deta, hebat, indah, istimewa, mbendpt firasat, menilik, meramalkan, merenung, naan dgn/spt Tuhan, pen-@
@divine decree@|@takdir@
@Divine Service@|@Upacara Keagamaan@
@diviner@|@pawang, peramal@
@divinity@|@ilmu keagamaan, kedewaan, sifat ketuhanan@
@divisible@|@yg dpt dibagi@
@division@|@bag, grs pemisah, jawat, pembagian@
@divisor@|@penyebut@
@divorce@|@memisahkan, menceraikan@
@divorce; separate; ber-@|@cerai@
@divulge@|@membuka/membocorkan rahasia, mengumumkan@
@dizzy@|@pening, pusing, teler@
@Djakarta@|@Jakarta@
@do@|@be done for:binasa, buat, buat, laku, rusak, tdk berguna@
@do any old way@|@sembarang@
@do away with@|@membuang, mengakhiri@
@do not@|@jangan@
@do on the sly@|@curi@
@do out@|@mendpt dgn jln menipu@
@do s.t haphazardy or without basis@|@ngawur@
@do s.t. for fun w/ no serious purpose@|@iseng@
@do suddenly; ke-an@|@kaget@
@do up@|@kat, membersihkan, mencuci, mengancingkan, mengi-, mpbarui@
@do with@|@bersedia utk, memerlukan, menyambut, puas dgn@
@docile@|@jinak, mudah dilatih & dikendalikan, penurut@
@docile; benign; ber-2@|@jinak@
@dock@|@dok, dry ~:dok dart, galangan kapal, keluar/masuk dok, limbung, memotong pendek, mengurangi, tempat seorg tertuduh berdiri dlm pengadilan pidan@
@docker@|@buruh pelabuhan, pekerja galangan@
@dockyard@|@deretan dok dgn dermaga, gudang, kantor2@
@doctor@|@doktor, memalsukan, membubuhi obat(menyebabkan kurang baik), tabib@
@doctorate@|@gelar doktor@
@doctrine@|@ajaran, doktrin, kepercayaan@
@documentary@|@dlm bentuk dokumen@
@documents; bibliography; per-an@|@pustaka@
@dodge@|@mengatasi dgn tipu-, mengelak, mengelak, menghindar, menghindar, menyingkir, muslihat, penemuan yg cerdik@
@doe@|@kelinci betina, kijang@
@dog@|@anjing, membuntuti, mengikuti@
@dogged@|@keras kepala, tegar hati@
@doggerel@|@sajak kurang baik & tdk teratur@
@dogma@|@kepercayaan (hrs diterima tanpa dibantah)@
@dogmatic@|@dikemukakan scr dogma@
@dogmatize@|@membuat pernyataan dogmatis@
@dogtired@|@capai, letih@
@doldrums@|@mrung, putus asa@
@dole out@|@catu, membagikan (utk org miskin)@
@doleful@|@muram, sedih, susah@
@doll@|@boneka@
@dolorous@|@duka cita, sedih@
@dolphin@|@lumba^2, lumba2@
@dolt@|@org dungu/goblok@
@domain@|@bidang, daerah, kerajaan, wilayah@
@dome@|@atap melengkung, kubah@
@dome-shaped; curve@|@cembung@
@domestic@|@berkenaan dgn rumah tangga, dlm neg, piaraan, pribumi@
@domesticate@|@jinak, menyukai urusan rumah tangga@
@domesticated animal@|@hewan@
@domesticated; gentle@|@jinak@
@domesticity@|@kehidupan berumah tangga@
@domicile@|@tempat tinggal@
@dominance@|@hal berkuasa, kekuasaan@
@dominate@|@kuasa, memp pemandangan luas ke bawah@
@domineer@|@bertindak spt org berkuasa@
@dominion@|@diri tapi masih anggota neg bsr, hal memerintah, kekuasaan, neg berpemerintahan sen-@
@dominoes@|@domino@
@don@|@bangsawan/gelar Spanyol, dosen universitas@
@donation; fund; capital (modal)@|@dana@
@donkey@|@bagal, keledai@
@donkey-engine@|@mesin uap kecil di geladak kapal@
@donor@|@dermawan@
@Don't be late@|@lambat@
@doodle@|@coret@
@doom@|@ajal, kebinasaan, kiamat, malang@
@doomed@|@ditakdirkan/dihukum mati@
@doomsday@|@kiamat@
@door; gate@|@pintu@
@dope@|@obat2an berbahaya (bius), pelitur, pernis@
@dormant@|@dlm kead tidur, kegiatan, tdk giat krn menunggu perkembangan/@
@dormitory@|@asrama@
@dormouse@|@tikus kecil yg tidur selama musiim dingin@
@dorsal@|@bag/dekat/sirip belakang@
@dosage@|@takar@
@dose@|@dosis, takaran (obat)@
@dossier@|@berkas surat berisi ket ttg seseorg/suatu kejadian@
@dotage@|@pikun krn tua@
@dote on@|@memanjakan, memuja2, sangat menyayangi@
@dotted about@|@berhamburan, berserakan@
@double@|@at the ~:berlari2 anak, tikungan tajam@
@double up@|@melipat, membungkukkan badan shg sakit@
@doubleback@|@berbalik dgn cepat spy tdk tertangkap dll@
@doubled@|@ganda@
@double-dealer@|@penipu@
@double-entry@|@pembukuan rangkap@
@doublet@|@baju laki2 kuno yg bag atas ketat (1400-1600)@
@doubt@|@bimbang, keraguan, kesangsian@
@doubt (unlikely to occur) (v)@|@sangsi@
@doubtful@|@curiga@
@dough@|@adonan, adonan roti (tepung & air)@
@doughty@|@gagah berani, kuat, perkasa@
