@English@|@Latin@
@generally@|@fere, generatim, plerumque, universe@
@generate@|@ingenero@
@generous@|@almus, beneficus, benignitas, benignus, liberalis, munificus, probus@
@generously@|@benigne, liberaliter@
@genitor@|@genitor@
@genius@|@indoles@
@gentle@|@dulcis, lenis, lenis, mansuetus, mitis, mollis, placidus, suavis, summissus (from summitto)@
@gentlemanly@|@liberalis@
@gentleness@|@humanitas, lenitas lenitudo@
@gently@|@leniter, molliter, placide@
@genuine@|@incorruptus, sincerus@
@germ@|@germen@
@get@|@acquiro, adepto, advenire, capere, conciliare, quaero@
@get back at@|@ulciscor@
@get in@|@invado@
@get off@|@evado@
@get one's wish@|@insumo@
@get possession of@|@potior (+ gen. or dat.), usurpo@
@get ready@|@paro@
@get rid of@|@abdere, abicio, abigere, eradico@
@get to know@|@nosco@
@get up and go@|@navitas@
@get wet@|@lavo@
@get written down@|@dicto@
@getting@|@quaestus questus@
@getting ready@|@meditatio@
@ghastly@|@abominabilis, acidus, amarus@
@Ghent@|@Gandavum@
@ghost@|@lamia, phasma phasmatis@
@ghosts@|@lemures (pl. only)@
@gift@|@beneficium, donum, donum, donum, munus@
@gifts@|@bona, census, munia@
@ginger@|@gingiber@
@girded@|@praebalteata@
@girdle@|@balteus, fascia, limbus@
@girl@|@puella, puella, puera@
@girth@|@fascia@
@give@|@commodo (+ acc.), dare, donare, tribuo@
@give a sign to@|@innuo@
@give abundantly@|@largior@
@give as due@|@retribuo@
@give assent to@|@annuo@
@give back@|@reddere, restituere@
@give birth to@|@gero@
@give ground to@|@cedo (+ dat.)@
@give ME land@|@mihi (dat.)@
@give notice@|@annuntiare, denuncio, renuntio@
@give out@|@edo@
@give over@|@desino, desino (desiit)@
@give rise to@|@semino@
@give security@|@caveo@
@give up@|@abicere, despero, despero, laxo, mancipo, redono@
@give way to@|@nuto@
@given@|@donatus@
@given up on@|@desparatus@
@giving a kiss@|@basiatio@
@giving milk@|@lactans@
@giving of help@|@administratio@
@glad@|@gauisus (< gaudeo), laetabilis letabilis@
@glad delighted@|@laetus@
@gladden@|@laeto leto@
@gladness@|@gaudium, laetitia@
@glass@|@vas@
@gleam@|@mico@
@gleaming@|@micans@
@glide@|@labor lapsus@
@glimmer@|@subluceo@
@glitter@|@mico, niteo@
@glittering@|@corusco, fulgidus, nitida@
@gloom@|@caliga, senium@
@gloomy@|@acerbus, ater, pullus@
@glorify@|@macto@
@glorious@|@glorificus@
@glory@|@doxa, gloria, laus, palma@
@glory in@|@glorior@
@glow@|@calere, candeo, ferveo, ferveo, flagrare, incalesco, niteo, nitor, nitor, subluceo@
@glow with heat@|@calere, flagrare@
@glowing@|@fervens@
@glue@|@gluten@
@glutton@|@gluto@
@gluttonous@|@vorax@
@gluttony@|@abdomen@
@gnash the teeth@|@frendo@
@gnaw@|@rodere@
@go@|@eo, incedo, ire, tendo, vadere, vado@
@go about@|@grassor@
@go across@|@transeo@
@go ahead@|@grassor@
@Go ahead@|@huius (masc. fem. neut. gen., illius (masc. fem. neut. gen.@
@go aroun@|@roto@
@go astray@|@aberrare, pecco@
@go away@|@abætere, abitere, abscedere, discedo (discessum )@
@go back@|@redire@
@go before hand@|@prevenire@
@go for a walk@|@ambulare@
@go forth@|@exeo, prodeo@
@go forward@|@prodeo@
@go in@|@ineo, ingredior ingredi ingressus, invado@
@go into debt@|@demergo@
@go on with@|@pergo@
@go out@|@progredior@
@go over again@|@revolvo@
@go past@|@transeo@
@go to@|@peto@
@go to ruin@|@intereo@
@go up@|@conscendo@
@go with@|@prosequor (prosecutus)@
@goad@|@repungo, stimulo@
@goal@|@calx@
@goat@|@caper@
@go-between@|@internuntius, leno@
@goblet@|@calix, cyathus@
@god@|@deus, deus, divus@
@God@|@deus@
@god forbid@|@absit@
@god-fearing@|@religiosus@
@godly@|@pia pium, pius@
@godson@|@filiolus@
@going around@|@ambitus@
@going forth@|@exitus@
@going forward@|@progressus@
@going in@|@ingressus@
@going on foot@|@pedes@
@going out@|@exitus@
@going to ruin@|@ruinosus@
@gold@|@aureus, aurum, chryseus, chrysos@
@gold-coloured@|@chrysizon@
@golden@|@aureus, aureus, chryseus, chrysizon, croceus, rutilus@
@gone@|@absens, absentis (adj.)@
@gone West@|@mortuus@
@good@|@bonus@
@good for nothing@|@nequam@
@good fortune@|@prospera, prosperitas@
@good health@|@valetudo, valetudo@
@good qualities@|@bona@
@good will@|@benevolentia, voluntas@
@goodbye@|@ave@
@good-bye@|@ave@
@good-natured@|@comis, lepidus@
@goods@|@supellectilis@
@goodwill@|@affectus@
@goose@|@anser@
@gore@|@cruor@
@gorge@|@ingurgito@
@gossip@|@fama, rumor@
@gourd@|@cucurbita@
@gout@|@podagra@
@govern@|@gubernare, moderor, regere@
@government@|@administratio, gubernatio-ionis, habenae, ordinatio@
@governor@|@satraps@
@grab@|@carpo@
@grab at@|@capto@
@grace@|@decor, gratia, laetitia letitia leticia, venia@
@graceful@|@decens, decorus@
@gracious@|@gratuita, propitius, propitius@
@gradual movement@|@lapsus@
@gradually@|@paulatim, sensim@
@grain@|@far farris, frumentum, mica@
@grain crop@|@annona@
@grandeur@|@amplitudo@
@grandfather@|@avus@
@grandmother@|@avia@
@grandson@|@nepos nepotis@
@grant@|@annuo, concedo, exaudio, largior, loco, tribuo@
@granted that@|@licet, licet (as conj.)@
@grape@|@acinus, botrus, botrys@
@grasp@|@complectus, contineo, occupo, prehendo@
@grasping@|@tenax@
@grass@|@gramen@
@grasshopper@|@locusta@
@grateful@|@memor@
@gratify@|@iuvo@
@gratifying@|@iucundus@
@gratitude@|@gratia@
@grave@|@sepulchrum, serius, tumba, tumulus, tumulus@
@graveyard@|@cimeterium, coemeterium@
@gravitation@|@nutus@
@graze animals@|@pastorizare (med.)@
@grease@|@arvina@
@greasy@|@crassus@
@great@|@altus, grandis, magnus maior maximus, multus, valde@
@great ancestor@|@archipater@
@great important@|@amplus@
@great lords@|@optimates@
@great-grandfather@|@abavus, proavus@
@great-grandson@|@pronepos proneptos@
@great-great-grandfather@|@abavus@
@great-great-grandson@|@abnepos@
@great-great-great grandfather@|@atavus@
@greatly@|@magnificabiliter, maxime, multum, valde@
@greatness@|@amplitudo, maiestas@
@Greece@|@Achaia, Græcia@
@greed@|@avaritia, cupiditas@
@greedy@|@avarus@
@green@|@cæruleus, crudus, viridis@
@greet@|@salutare, saluto@
@grey hair@|@canities@
@grief@|@desiderium, luctus, maeror meror, moeror@
@grief. misery@|@dolor@
@grieve@|@doleo@
@grieve/(tans@|@lugeo@
@grilled@|@assus@
@grimacing@|@vultuosus@
@grind@|@frendo, frendo@
@gripe@|@queritor@
@groan@|@gemitus, gemo@
@grotto@|@antrum, antrum, crypta, specus@
@ground@|@humus, militus, solum, terra@
@grove@|@silva@
@grow@|@abire, crescere@
@grow brilliant@|@candeo@
@grow lukewarm@|@tepesco@
@grow more sick@|@aegroto@
@grow pale at@|@pallesco (+ acc.)@
@grow sleek@|@nitesco@
@grow smaller@|@decresco, minuo minui minutum@
@grow strong@|@concresco@
@grow weary@|@lasesco@
@growing-together@|@concretio@
@grown up@|@adultus (adj.)@
@growth@|@auctus, augmentum, autus, incrementum@
@guarantee of safety@|@securitas@
@guarantor@|@cautor, promissor, securitas@
@guard@|@custodela, custodia, custos, custos (custodis), praeses, praesidium, servo, tueor, tutela@
@guardian@|@curator, custos (custodis), susceptor@
@guardianship@|@custodia, tutela@
@guards@|@custodiae custodie@
@guess@|@aestimo, coniecto@
@guest@|@conviva, hospes, hospes@
@guest chambers@|@hospitium@
@guidance@|@regimen@
@guide@|@adducere, ductor, dux ducis@
@guider@|@rector@
@guile@|@dolus@
@guilt@|@crimen, crimen, crimen, culpa@
@guiltless@|@inculpatus, insons, insons insontis@
@gulf@|@sinus@
@gullet@|@gutter@
@gulp down@|@absorbeo, gluttio@
@guts@|@ile@
@gymnasium@|@palestra@
@habit@|@adsuetudo, consuetudo, consuetudo, mos@
@habitual@|@solitus@
@habituate@|@consuesco@
@hailstorm@|@grano, onis@
@hair@|@capillago, capillus, crines, crinis, crinis, saeta@
@hair of the head@|@coma, coma@
@hairy@|@pilosus@
@half@|@dimidium@
@half and half@|@geminus@
@half OF WHICH was ill@|@quorum (masc. pl. gen.)@
@hall@|@aula@
@hallow@|@sanctio@
@halt@|@claudeo, confuto, resisto, resisto, subsisto@
@halter@|@capistrum, laqueum@
@Hames@|@Heniis Harniis@
@hamlet@|@villa@
@hammer@|@marcus@
@hammer in@|@pango@
@hand@|@manus, manus manus@
@hand over@|@prodo, reddo@
@hand to hand@|@comminus@
@handed down from one's forefathers@|@patrius@
@handle@|@capulus, contrecto, tracto@
@handsome@|@bellus, formosus, pulcher, pulcher pulchra pulchrum, speciosus@
@handsomely@|@belle, puchre@
@handwriting@|@manus manus@
@hang@|@pendere, suspendo@
@hang onto@|@detineo, tenere@
@hanging@|@pensilis@
@hanging around@|@sessio@
@hangman@|@carnifex@
@happen@|@abire, accidere, evenio, exsisto, incido, occuro, venio@
@happen to@|@contingo (contactum)@
@happen/go away@|@cedo@
@happily@|@feliciter, fortunate, grate@
@happiness@|@beatitas, felicitas, gaudium@
@happy@|@felix, felix felicis, fortunatus, gauisus (< gaudeo)@
@harass@|@fatigo@
@harbor@|@portus, portus@
@harbour@|@portus@
@hard@|@difficilis, difficilis, durus, durus, edurus, ferreus@
@harden@|@congelo@
@hardened by age@|@inveteratus@
@hardip@|@labor@
@hardly@|@vix@
@hardness@|@rigor@
@hardship@|@aerumna, labor@
@hard-working@|@industrius@
@hardy@|@robustus@
@hare@|@lepus@
@hark!@|@heus@
@harlot@|@meretrix meretricis@
@harm@|@misfacio, vulnero@
@harmful@|@obnoxius@
@harmless@|@inermis@
@harmonious@|@concordis, consonum, multicanus@
@harmoniously@|@congruenter@
@harmonize@|@concordare@
@harmony@|@concordia, concordia, consensio@
@harmony in musical context@|@pax@
@harness@|@capistrum, iungo iunxi iunctum@
@harnessed@|@phaleratus@
@harrass@|@differo, pungo pupugi punctum, vexo@
@harrowing@|@occatio@
@harsh@|@asper, atrox, durus, severus@
@harshly@|@severiter@
@harshness@|@acerbitas, asperitas@
@harvester@|@messor@
@hashness@|@atrocitas@
@Hasnon@|@Hasnonium@
@haste@|@festinatio@
@hasten@|@accelero, contendo, incito, vado@
@hastening@|@festinus@
@hastily@|@cursim, festinanter@
@hasty@|@festinus@
@hatchet@|@securis@
@hate@|@abominor, contemno, odium@
@hated@|@invisus@
@hated exceedingly@|@exosus@
@hateful@|@invisus, perosus@
@hatred@|@invidia, odium@
@hauberk [a coat of chain mail]@|@lorica@
@haughtiness@|@fastidium, fastosus, fastus, flatus, supercilium, supersilium@
@haughty@|@arrogans, celsus, superbus@
@haunt@|@obsideo@
@have@|@habere@
@have a responsibility@|@baiulo@
@have an aversion to@|@fastidio@
@have compassion@|@compatior@
@have confidence in@|@confido@
@have dealings with@|@coutor@
@have enough to do@|@satago@
@have faith@|@credere@
@have faith in@|@credere@
@have got@|@habere@
@have influence@|@possum posse potum@
@have one's hands full@|@satago@
@have power@|@praevaleo, valeo@
@have recourse to@|@confugio, confugo@
@have the habit of@|@solito@
@have the upper hand@|@supero@
@having a beard@|@barbatus@
@having a set or standard form@|@formalis@
@having been brought@|@allatus (=adfero)@
@having borne@|@gestum (gero)@
@having large lips@|@labiosus@
@having professed monastic vows@|@professus@
@having to do with dice or dice-playing@|@talarius@
@having wings@|@alatus@
@having wings.@|@aliger@
@hawk@|@accipiter@
@hay-field@|@pratum@
@hazard@|@alea, ausus, discrimen@
@hazardous@|@periculosus@
@he@|@ille illa illud, infit, inquit, is ea id@
@He ate THAT (fruit)@|@illum (masc. sing. acc.)@
@He ate THIS (fruit)@|@hunc (masc. sing. acc.)@
@He gave plenty FOR THAT (field)@|@illo (masc. sing. abl.)@
@He gave plenty FOR THIS (field)@|@hoc (masc. sing. abl.)@
@he says@|@ait@
@He sent FOR THAT (doctor)@|@illi (masc. sing. dat.)@
@He sent FOR THIS (doctor)@|@huic (masc. sing. dat.)@
@He who lives BY THAT (the sword).@|@illa (fem. sing. abl.)@
@He who lives BY THIS (the sword).@|@hac (fem. sing. abl.)@
@he who was born of the word (Christ)@|@Verbigena@
@head@|@caput@
@head for@|@impeto@
@headband@|@infula@
@headband (worn by a priest)@|@infula@
@headlong fall@|@praecipitium@
@headstrong@|@ferox@
@heale@|@vigoratus@
@healing@|@curatio@
@health@|@salus, salus, sanitas, sanitas, sospitas, valetudo@
@healthy@|@sanus, sanus, valens@
@heap@|@multitudo, turba@
@heap of earth@|@tumulus@
@heap up@|@aggero@
@heaps@|@strues@
@hear@|@audire@
@hear a little@|@subaudio@
@hear favorably@|@exaudio@
@hear plainly@|@exaudio@
@hearer@|@auditor@
@hearken@|@audio@
@hearsay@|@rumor@
@heart@|@animus, cor, viscus@
@hearty@|@vigoratus@
@heat@|@aestus estus@
@heat of summer@|@cancer@
@heated@|@fervens@
@heathenism@|@gentilitas@
@heaven@|@aether, aetherius, aura, cælum, caelum, Olympus@
@heavenly@|@caelestis, sidereus, uranicus@
@heavenly/celestial@|@aether, aetherius@
@heavens@|@caeli, polus@
@heavily@|@graviter@
@heavy@|@gravis, plumbeus@
@heavy body@|@pondus@
@heavy javelin@|@pilum@
@hedgehog@|@ericius (mil.)@
@height@|@proceritas, sublimitas@
@height of eminence@|@Olympus@
@heighten@|@tendo@
@heinousness@|@immanitas@
@Helchin on the left bank of the Scheldt@|@Helcim@
@hell@|@abyssus@
@hello@|@ave@
@helm@|@gubernaculum@
@helmet@|@cassis, galea@
@help@|@adiutorium, adservio, auxilium, auxilium, facio, faveo (+ dat.), obviam ire (+ dat.), proficio, solacium, subsidium, subvenio, succurro@
@help or assistance@|@salus@
@helpful@|@benignus, utilis@
@helpfull@|@benevolens@
@helpless@|@inops@
@hemlock@|@cicuta@
@hen@|@gallina@
@hence@|@abhinc, hinc@
@henceforth@|@abhinc, iam@
@her@|@suus@
@herald@|@ceryx@
@herd@|@armentum, grex@
@herd of cattle@|@pecus, pecoris@
@herds@|@gregatim@
@here@|@hac, hic, hic (adv.)@
@hereafter@|@abhinc@
@heretical@|@haereticum@
@heritable estate@|@alodus@
@hero@|@vir@
@herrings@|@allec@
@herself@|@ipse ipsa ipsum, sese, sui@
@hesitant@|@incertus@
@hesitate@|@dubito, haero@
@hesitating@|@districtus (f. distringo)@
@hesitation@|@dubium@
@Hesperus@|@Hesperus@
@heteroclite@|@carbasus@
@hew@|@accido@
@hiccough@|@singultare@
@hiccup@|@singultare@
@hidden@|@abditus, absconditus, occultus@
@hidden recess@|@latebra@
@hide@|@abdo, abscondere, abstrudere, celare, tergus@
@hide/back@|@tergum@
@hideous@|@abominabilis, informis@
@hides pelt@|@exuviae@
@high@|@altus, altus, arduus, profundus, superus superior supremus or@
@high birth@|@genus@
@high cost of living@|@caritas@
@high price@|@caritas@
@high rank@|@purpura@
@high spirit@|@ferocia@
@high wave@|@elatio@
@higher@|@superus@
@high-priced@|@carus@
@highway robbery@|@latrocinium@
@highwayman@|@latrunculus@
@hill@|@collis@
@hillside@|@clinamen, clivus@
@hilly@|@tumulosus@
@hilt@|@capulum@
@hilt of a sword@|@capulus@
@himself@|@ipse ipsa ipsum, sese, sui@
@hinde@|@praevenio@
@hinder@|@comprimo, impedio, impedo, prohibeo@
@hindered@|@impeditus@
@hindrance@|@impedimentum, impeditio@
@hinny@|@burdo@
@hip@|@coxa, coxendix@
@hire@|@capio, conduco, loco, redimo@
@hired servant@|@latro (-onis)@
@his@|@suus@
@his own very self@|@ipsemet@
@his sons@|@quibus (masc. pl. abl.)@
@hit@|@battuo, Ico, infligo inflixi inflictum, laedo ledo, offendo@
@hit upon@|@reperio@
@hitherto@|@hactenus@
@hitting against@|@offensio@
@ho!@|@eia@
@hoard@|@recondo@
@hoary@|@antiquus@
@hoc@|@hic haec (hec )@
@hof@|@villa@
@hog@|@sus@
@hold@|@habeo habui habitum, possideo, potior (+ gen. or dat.), teneo, tenere@
@hold an opinion@|@sentio@
@hold back@|@cohibeo, detineo, freno, reprehendo, reservo@
@hold fast@|@impedio@
@hold in check@|@compescor@
@hold in contempt@|@odio@
@hold off@|@detineo@
@hold on to@|@carpo@
@hold out@|@obduro@
@hold sway@|@impero@
@hold to@|@conservo@
@hold together@|@contineo@
@hold up@|@cunctor@
@holding@|@tenura@
@holdings@|@possessiones@
@hole@|@cavum, cavus@
@hollow@|@alveus, cassus@
@hollow out@|@cavo@
@hollow place@|@cavea, caverna@
@holy@|@pia pium, pius, sanctus@
@holy mass@|@missa@
@holy spirit@|@flamen@
@homage@|@fidelitas@
@home@|@domus@
@home of the gods@|@Olympus@
@homeland@|@patria@
@honest@|@pia pium, pius, probus@
@honesty@|@probitas@
@honey@|@mel mellis@
@honeyed@|@mellitus@
@honor@|@decus, honor, honor, macto, ornamentum, veneratio@
@honorable@|@honestus, ingenuus, recolitus@
@honorably@|@honorifice, liberaliter@
@honour@|@honor@
@hooked@|@camur@
@hope@|@sperare, spero, spes@
@hopes@|@spera (n.pl.)@
@horde@|@thesaurus@
@horn@|@cornu@
@horrible@|@abominabilis, acidus, amarus, atrox, horrendus@
@horror@|@abominatio, horror@
@horse@|@caballus, equus, equus@
@horse-fly@|@oestrus@
@horse-hair@|@saeta equina@
@horseman@|@eques@
@horsemen (classical)@|@equitatus@
@horseshoe@|@ferrum@
@hos@|@populus@
@hospitable@|@hospitalis@
@hospitality@|@hospitium@
@host@|@agmen, hospes, phalanx@
@hostage@|@obses, obses (obsidis)@
@hostile@|@diversus, infensus, infestus, obnoxius@
@hostile attack@|@congressio@
@hostile or enemy@|@hostilis@
@hot@|@fervens@
@hot-blooded@|@intrepidus@
@hotly@|@ferventer@
@hour@|@hora, hora@
@house@|@ædes, domus, domus, domus, villa@
@household@|@domus, familia@
@household furniture@|@supellectilis@
@hove@|@tabernus@
@how@|@quam (adv. and conj.), quemadmodum, quomodo, unde@
@how great@|@quantus@
@how great!@|@quantus@
@how great?@|@quantus@
@how many@|@quot@
@how much@|@quantus@
@how much!@|@quantum@
@how much?@|@quantum@
@how much? how many?@|@quid (+ genitive)@
@how?@|@quemadmodum@
@how? in what way?@|@qui (question)@
@however@|@autem, autem, tamen, tamen, vero@
@however great@|@quantuvis@
@however much@|@quamvis (conj)@
@however often@|@quotienscumque@
@howling@|@ululatus@
@huge@|@ingens@
@huge bulk@|@moles@
@human being@|@homo, homo hominis, terrigenus@
@human race@|@genus hominum@
@humane@|@humanus@
@humanity@|@clementia@
@humble@|@humilis, humilis@
@humble circumstances@|@paupertas@
@humbly@|@summisse@
@humility@|@humilitas@
@hump-back@|@gibber@
@hunch-back@|@gibber@
@hundred@|@centum@
@hundred thousand@|@centum milia@
@hunger@|@esuritio, fames, fames, ieiunitas, ieiunium@
@hunt down@|@persequor@
@hunt for@|@requiro@
@hunter@|@latro (-onis), venator@
@hunter of birds@|@volator@
@hunting@|@venatio@
@huntsman@|@venator@
@hurl@|@iacio, spargo@
@hurricane. tornado@|@turbo@
@hurry@|@festino@
@hurry on@|@repraesento@
@hurt@|@iniuria, laedo ledo, misfacio, noceo (+ dat.), vulnerare, vulnero@
@husband@|@maritus@
@husband of a grand-daughter@|@progener@
@husk@|@cortex@
@hut@|@canaba, casa, casa, tabernus@
@huy@|@Hoienses@
@hyaena@|@hyæna@
@hyena@|@hyæna@
@hypocrite@|@hypocrita, simulator@
@I@|@ego, ego@
@I say@|@inquam@
@ice@|@glacies@
@icy@|@gelidus, gelidus, glacialis@
@icy coldness@|@gelus@
@i'd give my right arm FOR THIS (cookie)@|@huic (neut sing. dat.)@
@i'd give my right arm FOR THOSE (cookies)@|@illi (neut sing. dat.)@
@idea@|@informatio@
@ideal@|@specimen@
@idleness@|@situs@
@if@|@si, si@
@if not@|@nisi@
@if you wish@|@sis (=si vis)@
@if..or if@|@sive@
@ignoble@|@ignotus@
@ignominy@|@pudor@
@ignorant@|@ignarus, ignotus, insciens@
@ill@|@æger, aeger, aegrotus, aegrus, gravatus@
@ill-fated@|@abominosus@
@ill-fit@|@inhabilis@
@illness@|@aegrotatio egrotatio, morbus, morbus@
@illuminate@|@accendo, illustro@
@illustrious@|@clarus, egregius, fulgens, inclitus@
@im-@|@abs-@
@i'm the gingerbread@|@vos@
@image@|@imago, statua@
@imbibe@|@imbibo@
@imbue@|@inficio infeci infectum@
@imbued@|@suffusus@
@imitable@|@imitabilis@
@imitate@|@reddo@
@immatate@|@assimulo@
@immature@|@crudus@
@immediately@|@confestim, continuo (adv.), iam, ilicet, ilico, illico, protinus, statim@
@immersed@|@seputus@
@immoderate@|@immodicus@
@immortal@|@immortalis@
@immovable@|@insuadibilis@
@immoveable@|@torpeo@
@impair@|@attero, labefacio labefeci labefactum@
@impaired@|@infractus@
@impart@|@vulgo@
@impatience@|@ardor@
@impede@|@cunctor@
@impediment@|@impedimentum@
@impel@|@impello impuli impulsum@
@impell/cite@|@profero@
@impenetrable@|@impenetrabiilis@
