@English@|@Serbian@
@amass@|@gomilati, nagomilati, skupiti, zgrnuti, zgrtati@
@amateur@|@amater, diletant, ljubitelj, ljubiteljski@
@amateurish@|@diletantski, ljubiteljski@
@amatory@|@ljubavni, ljubavnički@
@amaze@|@zapanjiti, zaprepastiti@
@amazement@|@čuđenje, zapanjenost@
@amazing@|@zapanjujući@
@ambassador@|@ambasador, izaslanik, poslanik@
@amber@|@ćilibar, ćilibarski, jantar@
@ambidextrous@|@dvoličan@
@ambient@|@koji okružuje, okolni@
@ambiguity@|@dvosmislenost@
@ambiguous@|@dvosmislen@
@ambition@|@ambicija, slavoljublje, težnja@
@amble@|@ćopati, ležerno ići@
@ambulance@|@ambulanta, poljska bolnica, sanitetska kola@
@ambuscade@|@ambush, zaseda@
@ambush@|@napasti iz zasede@
@ameliorate@|@poboljšati@
@amelioration@|@poboljšanje@
@amen@|@amen@
@amenable@|@nadležan, odgovoran, povodljiv, pristupačan@
@amend@|@ispravan, ispraviti (se), poboljšan, poboljšati(se)@
@amendment@|@amandman, poboljšanje, popravljanje@
@amends@|@odšteta@
@amenity@|@prijatnost, ugodnost@
@american@|@amerikanac, amerikanka, amerikanski@
@amiability@|@ljubaznost, prijateljstvo, prijatnost@
@amicability@|@druževnost, prijateljstvo@
@amicable@|@prijateljski, srdačan@
@amid@|@među, sred@
@amid(st)@|@među, sred, usred@
@amiss@|@loše, neuspeo, nezgodno, pogrešno, što nije u redu, u nevreme@
@amity@|@prijateljstvo@
@ammonia@|@amonijak, salmijak@
@ammoniac@|@amonijakov@
@ammunition@|@muinicija@
@amnesty@|@amnestija, amnestirati, pomilovanje, pomilovati@
@among@|@među@
@among(st)@|@između, među@
@amongst@|@među@
@amoral@|@amoralan@
@amorous@|@ljubavan, zaljubljen, zaljubljiv@
@amorphous@|@amorfni, bezobličan, neiskristalisan@
@amortization@|@amortizacija, otplata duga@
@amortize@|@amortizovati, otplatiti dug@
@amount@|@iznositi, količina, suma, svota, vrednost@
@ampere@|@amper@
@amphibian@|@amfibija, avion-amfibija, vodozemac, vodozemni@
@amphibious@|@vodozemni@
@ample@|@bogat, dovoljan, opširan, širok@
@amplification@|@pojačavanje, povećanje, preterivanje, proširenje@
@amplifier@|@radio pojačalo@
@amplify@|@povećati se, proširiti, širiti se, uveličati@
@amplitude@|@amplituda, opseg, punoća@
@amputate@|@amputirati, odseći@
@amputation@|@amputacija@
@amuck@|@besomučno napadati, biti van sebe, bosomučan, izbezumiti se@
@amuse@|@zabavljati, zanimati@
@amusement@|@razonoda, zabava@
@amusing@|@zabavan, zanimljiv@
@anaemia@|@anaemic, malokrvnost@
@anaemic@|@anemičan, malokrvan@
@analog data@|@analogni podaci@
@analogous@|@analogan, jednak, odgovarajući@
@analogy@|@analogija, podudarnost@
@analyse@|@analizirati, ispitivati, raščlaniti, rastavljati@
@analysis@|@analiza, raščlanjenje, rastavljanje@
@analytic(al)@|@analitički@
@anarchic(al)@|@anarhičan, bez reda@
@anarchist@|@anarhist@
@anarchy@|@anarhija, anarhija, bezvlašće@
@anatomical@|@anatomski@
@anatomy@|@anatomija, kostur, seciranje@
@ancestor@|@predak@
@ancestral@|@nasleđen, rodovski@
@ancestry@|@preci@
@anchor@|@kotva, sidro, simbol nade, spas, usidiriti@
@anchorage@|@sidrište, učvršćivanje, uporište, usidravanje@
@anchovy@|@inćun, sardela@
@ancient@|@antički, drevan, prastar, stari narodi, stari pisci, starinski, vrlo star@
@ancillary@|@pomoćni (glag.), službeni@
@and@|@a, i@
@anecdote@|@anegdota, pričica@
@anent@|@povodom, u vezi sa@
@aneroid@|@anew, barometar@
@anew@|@iznova, ponovo@
@angel@|@anđeo@
@anger@|@dražiti, gnev, ljutiti@
@angina@|@angina, gušobolja@
@angle@|@loviti u mutnom, pecati, stanovište, udica, ugao, uglomer@
@angler@|@morski đavo, ribolov@
@angry@|@ljut, razdražen, srdit@
@anguish@|@mučenje, muka@
@angular@|@koščat, mršav, nespretan, nezgrapan, ugaon, uglast@
@animal@|@skotski, životinja, životinjski@
@animate@|@nadahnut, nadahnuti, obodriti, oduševiti, oživiti, pokrenuti, živ@
@animated@|@živahan@
@animation@|@svežina, veselost, živahnost@
@animosity@|@mržnja, neprijateljstvo@
@animus@|@predubeđenje, zlonamernost@
@ankle@|@članak na nozi@
@annalist@|@letopisac, pisac anala@
@annals@|@anali, letopisi@
@annex@|@dopuna, pridodati, pridružiti, prilog, priložiti, pripojiti@
@annexation@|@aneksija, pripajanje@
@annihilate@|@istrebiti, poništiti, ukinuti@
@annihilation@|@istrebljenje, uništenje@
@anniversary@|@godišnjica@
@annotate@|@praviti beleške, pribeležiti@
@announce@|@izvestiti, obavestiti, objaviti, obznaniti, saopštiti@
@announcement@|@najavljivanje, objavljivanje, saopštenje@
@announcer@|@objavljivač, spiker@
@annoy@|@neprijatnost, neprilika@
@annoyance@|@dosađivanje, neprilika, smetnje@
@annoying@|@dosadan@
@annual@|@godišnjak, godišnji, jednogodišnja biljka, jednogodišnji@
@annuity@|@godišnja renta@
@annul@|@anulirati, poništiti@
@annular@|@prstenast@
@annulment@|@poništenje@
@annunciate@|@obznaniti@
@annunciation@|@najava, objavljivanje@
@anode@|@anoda@
@anoint@|@miropomazati@
@anomalous@|@anomalan, nepravilan@
@anomaly@|@anomalija, nepravilnost@
@anon@|@brzo, sada, smesta, uskoro@
@anonymous@|@anoniman, bezimen, nepoznat@
@another@|@drugi, još jedan@
@answer@|@odbrana, odgovor, odgovoriti, rešenje problema@
@answerable@|@odgovoran@
@ant@|@mrav@
@antagonism@|@antagonizam, neprijateljstvo, otpor, protivljenje@
@antagonist@|@antagonista, neprijatelj, protivnik, suparnik@
@antagonistic@|@neprijateljski, protivan@
@antagonize@|@naljutiti@
@antarctic@|@antarktik, južni pol@
@ante@|@ulog (u pokeru)@
@antecedent@|@prednji član, prethodna stvar, prošlost@
@antechamber@|@predsoblje@
@antediluvian@|@prepotentan, starac, staromodan čovek@
@antenna@|@pipaljke, radio antena, ticala@
@anterior@|@prednji, prethodni@
@ante-room@|@predsoblje@
@anthem@|@crkvena pesma, himna@
@ant-hill@|@mravinjak@
@anthology@|@antologija@
@anthracite@|@antracit@
@anthropology@|@antropologija@
@anti@|@anti, protiv@
@anti-aircraft@|@protivavionski@
@antic@|@dvorska luda, kreveljenje, lakrdijaš, prenemaganje@
@anticipate@|@opomenuti, predosetiti, predviđati, upozoriti@
@anticipation@|@iščekivanje, predosećanje@
@anticipatory@|@preuranjen, upozoravajući@
@antidote@|@lek, protivotrov, protivotrov@
@anti-fascist@|@antifašist, antifašistički@
@antimony@|@antimon@
@antinomy@|@paradoks@
@antipathy@|@antipatija, mržnja@
@antiquarian@|@antikvaran, starinski@
@antiquary@|@antikvar, starinar@
@antique@|@iz davnina@
@antiquity@|@stari vek, starina@
@antisocial@|@nedruštven, nesocijalan@
@antitank@|@protivtenkovski@
@antler@|@rog jelena i sl@
@anvil@|@nakovanje@
@anxiety@|@briga, uznemirenost, zabrinutost@
@anxious@|@koji žudi, nemiran, uznemiren, zabrinut, željan@
@any@|@išta, jedan, koji bilo, neki, nešto, šta bilo, što@
@anybody@|@ma ko, svako@
@anyhow@|@bilo kako, nekako, svakojako, u, u svakom slučaj@
@anyone@|@bilo ko, svako@
@anything@|@nešto, što god se hoće, sve@
@anyway@|@pa ma šta bilo, u svakom slučaju@
@anywhere@|@gde bilo, ma gde, negde, svuda@
@apace@|@brzo, žurno@
@apart@|@na stranu, nezavisno, odvojeno, osim, po strani, pojedince@
@apartheid@|@aparthejd@
@apartment@|@soba@
@apathetic@|@apatičan, bez volje, ravnodušan@
@apathy@|@apatija, ravnodušnost@
@ape@|@majmun, majmunisati, oponašati@
@aperient@|@sredstvo za čišćenje@
@aperture@|@luk, otvor, otvor, raspon@
@apex@|@vrh, vršak@
@apiarist@|@pčelar@
@apiary@|@pčelinjak@
@apiece@|@po glavi, po komadu, po osobi, pojedinačno@
@apish@|@majmunski, smešan@
@aplomb@|@samopouzdanje@
@apolitical@|@apolitičan@
@apologetic@|@koji brani, koji se pravda@
@apologist@|@apologeta@
@apologize@|@izvinjavati, izvinjenje, pravdati se@
@apology@|@izvinjenje, odbrana, pravdanje@
@apoplexy@|@apopleksija, kap, oduzetost@
@apostasy@|@izdaja, otpadništvo@
@apostate@|@otpadnički, otpadnik@
@apostle@|@apostol, pobornik, propovednik, vesnik@
@apostrophe@|@apostrof, obraćanje@
@appall@|@užasnuti@
@apparatus@|@aparat, organ, pomagalo, sprava, sprava@
@apparel@|@nošnja, oblačiti, obući se, ukrašavati@
@apparent@|@prividan@
@apparently@|@izgleda, očevidno@
@apparition@|@avet, duh, neobična pojava, pojava, prikaza, utvara, utvara@
@appeal@|@apelacija, molba, obraćanje, optužiti, priziv, proglas, sklonost, žalba, žaliti se@
@appealing@|@molećiv@
@appear@|@istupiti, izaći u štampi, izgledati, pojaviti se, pokazati se@
@appearance@|@izgled, izgled, pojava, pojave, priviđenje, spoljašnost, utvara, vanjština@
@appease@|@smiriti, stišati, utoliti@
@appeasement@|@smirenje, ublaženje, umirenje, zadovoljenje@
@appellant@|@apelacioni, apelant, koji moli, molilac@
@appellation@|@ime, naziv, nazivanje, nomenklatura@
@append@|@dodati, priključiti, pripojiti, privesiti@
@appendage@|@prilog, privesak@
@appendicitis@|@upala slepog creva@
@appendix@|@crvuljak, prilog, slepo crevo@
@appertain@|@odnositi se, pripadati@
@appetite@|@apetit, glad, nagon, ukus, želja@
@appetizing@|@privlačan, ukusan@
@applaud@|@aplaudirati, odobravati, pljeskati, pozdravljati@
@applause@|@aplauz@
@apple@|@jabuka@
@appliance@|@primena, sprava, sredstvo, upotreba@
@applicable@|@prikladan, primenjljiv@
@applicant@|@kandidat, molilac, prijavilac@
@application@|@izjava, izjava, molba, molba, predstavka, predstavka, prilog, primena, primena, upotreba, upotreba@
@apply@|@obratiti se, obratiti se, odnositi se, odnositi se, priložiti, priložiti, primeniti, ticati se, ticati se@
@appoint@|@odrediti, opremiti, opskrbiti, propisati, ustanoviti, ustanoviti@
@appointment@|@imenovanje, nalog, odredba, postavljenje, zakazani sastanak@
@apportion@|@odmeriti, odrediti (deo), podjednako razdeliti@
@apposite@|@prigodan, prikladan@
@appraisal@|@ocena, procena@
@appraise@|@oceniti, proceniti@
@appreciable@|@merljiv, osetan, primetan, procenjljiv, vidan@
@appreciate@|@poštovati, razlikovanje, shvatiti, usvajanje@
@appreciation@|@dizanje vrednosti, određivanje, razlikovanje, visoka ocena@
@apprehend@|@lišiti slobode, predosećati, razumeti, strahovati, strpeti, zadržati@
@apprehension@|@hapšenje, hvatanje, pojam, predstava, shvatanje, strah, strahovanje, zatvaranje@
@apprehensive@|@dovitljiv, prestrašen@
@apprentice@|@početnik, šegrt, učenik@
@apprenticeship@|@naukovanje, šegrtovanje, učenje@
@apprise@|@visoko ceniti@
@approach@|@činiti predloge, približavanje, približiti (se), približiti se, prići, prilaz, pristup, zbliženje@
@approbate@|@dozvoliti, sankcionisati@
@approbation@|@potvrda@
@appropriate@|@odgovarajući, odrediti, opredeliti, pogodan, prikladan, prisvojiti, svojstven@
@appropriation@|@određivanje, opredeljivanje, prisvajanje@
@approval@|@odobrenje, pohvala, pristanak@
@approve@|@ispoljiti, pohvaliti, pokazati, priznati@
@approximate@|@blizak, dostizati, približan, približiti, sličan@
@appurtenance@|@pripadanje@
@apricot@|@kajsija, kajsija@
@april@|@april, aprilski@
@apron@|@aerodromska platforma, kecelja@
@apropos@|@odnosno, u pravi čas, umestan, uzgred@
@apt@|@naklonjen, podesan, sklon nečemu, sposoban, sposoban, spreman, vičan@
@aptitude@|@sposobnost, spremnost@
@aquarium@|@akvarijum@
@aquatic@|@voden@
@aqueous@|@nataložen, voden, vodnjikav@
@aquiline@|@orlovski, orlovski@
@arab@|@arabljanin, arabljanka, arapski konj@
@arabian@|@arabljanin, arabljanka, arapski@
@arabian nights@|@1001 noć@
@arabic@|@arapski, arapski jezik@
@arable@|@koji se ore, obradiv, oranica, plodan, plodna zemlja@
@arbiter@|@arbitar, izabrani sudija@
@arbitrary@|@despotski, neobuzdan, neosnovan, poizvoljan, samovoljan, svojeglav@
@arbitrate@|@presuditi, suditi@
@arbitration@|@arbitraža, presuda@
@arbor@|@drvo@
@arboreous@|@drven@
@arbour@|@hladnjak, senica u vrtu@
@arc@|@duga, luk, svetlosni luk@
@arcade@|@arkada@
@arcane@|@tajan@
@arcanum@|@eliksir, tajna@
@arcback@|@povratni luk@
@arch@|@luk, lukav, prepreden, slavoluk, svod, zasvoditi@
@archaeology@|@arheologija@
@archaic@|@arhaičan, zastareo@
@archaism@|@arhaizam@
@archangel@|@arhanđel@
@archbishop@|@nadbiskup@
@archduke@|@nadvojvoda@
@arch-enemy@|@sotona, zakleti neprijatelj@
@archipelago@|@arhipelag, grupa ostrva@
@architect@|@arhitekta, graditelj, tvorac, začetnik@
@architectural@|@arhitektonski@
@architecture@|@arhitektura, građevinarstvo@
@archives@|@arhiva@
@archness@|@vragolanstvo@
@arctic@|@arktik, polarni, severni, severni pol, tople čizme@
@ardent@|@plamteći, strastan, usijan, usrdan, vatren, žarki@
@ardour@|@usrdnost, vatrenost, žestina@
@arduous@|@naporan, nepristupačan@
@are@|@od to be@
@area@|@delokrug, oblast, područje, površina, prostor, prostranstvo@
@arena@|@arena, poprište borbi@
@areola@|@oreol, venčić@
@argent@|@srebrn@
@argot@|@argo, šatrovački jezik@
@argue@|@dokazivati, prepirati se, prosuditi, raspravljati, razuveriti, ubediti@
@argument@|@argument, diskusija, dokaz, nezavisna promenljiva, parametar, prepirka, rasprava@
@arid@|@sasušen, suv, suvoparan@
@arise@|@dizati se, naići, nastati, pojaviti se, poticati, proizlaziti, uskrsnuti, ustajati@
@aristocracy@|@aristokratija@
@aristocrat@|@aristokrata, plemić@
@arithmetic@|@aritmetika@
@arm@|@drška, grana drveta, krak, naoružati se, oružje, poluga, ručica, ruka@
@armament@|@naoružanje, oružane snage, ratna oprema@
@armature@|@armatura, oklop, oklop životinja, ratna oprema@
@armband@|@mali zaliv, narukvica, rukavac reke, zaštitni rukav@
@armchair@|@fotelja, naslonjača@
@arm-chair@|@naslonjača@
@armed@|@naoružan, utvrđen@
@armenian@|@jermenin, jermenka, jermenski@
@armful@|@naručje@
@armistice@|@primirje@
@armless@|@bez grana, bez ruke, goloruk, nenaoružan@
@armlet@|@mali zaliv, narukvica, rukavac reke, zaštitni rukav@
@armor@|@oklop, oklopne jedinice, oklopni, oružje, ratna oprema, ronilački oklop@
@armor-clad@|@oklopljen, oklopni brod, oklopnjača@
@armored@|@oklopljen@
@armorer@|@čuvar oružja, oružar@
@armory@|@arsenal, fabrika oružja@
@armpit@|@pazuh@
@arms@|@oružje@
@army@|@armija, armijski, vojna sila, vojska@
@aromatic@|@aromatičan, mirisav@
@arose@|@proš od arise@
@around@|@naokolo, nedaleko, oko, okolo, približno, u blizini@
@arouse@|@buditi, probuditi, uzbuniti@
@arraign@|@nalaziti mane, optužiti, podneti tužbu@
@arrange@|@aranžirati, dovesti u red, izgladiti, obraditi, preurediti, prilagoditi, pripremiti, prirediti, udesiti, utanačiti@
@arrangement@|@aranžman, nagodba, obrada, prerada, pripreme, raspored, sporazum@
@arrant@|@lutajući, nevaljao, opak, ozloglašen, rđav@
@array@|@matrica, niz, odelo, polje, poređati, postrojiti, red, stroj, svečana odeća, tabela, ukrasiti, velika količina, vojna sila@
@arrear@|@zaostatak@
@arrears@|@dugovi, rep, svršetak@
@arrest@|@hapšenje, zadržati, zadržavanje, zastoj, zatovor, zaustaviti@
@arresting@|@koji zadržava, koji zaustavlja@
@arrival@|@dolazak, novorođenče, prispeće@
@arrive@|@doći, nastupiti, pristići, stići@
@arrogance@|@arogantnost, drskost, nadutost, oholost, osionost@
@arrogant@|@arogantan, nabusit, nadut, ohol, osoran@
@arrow@|@strela@
@arsenal@|@arsenal, arsenal@
@arsenic@|@arsen@
@arson@|@palikućstvo@
@art@|@okretnost, umetnost@
@arterial@|@arterijski, koji se grana@
@artery@|@arterija@
@artful@|@lukav, prepreden, umešan@
@article@|@član, članak, odredba, predmet, tačka@
@articulate@|@razgovetan, spajati, vezivati@
@artifice@|@izmišljotina, pronalazak, smicalica, umetnost, veština@
@artificer@|@mehaničar, pronalazač@
@artificial@|@izveštačen, neprirodan, umetnički, veštački@
@artillery@|@artiljerija, artiljerijski, topništvo@
@artilleryman@|@artiljerac, topnik@
@artisan@|@mehaničar, obrtnik, zanatlija, zanatlija@
@artist@|@glumac, slikar, umetnik@
@artiste@|@artista@
@artistic@|@artistički, umetnički@
@artless@|@bezazlen, jednostavan, neiskusan, neizveštačen, nespretan@
@as@|@dok, kako, kao, kao i, koliko, kolikogod, mada, pošto, tako, u svojstvu, ukoliko@
@as if@|@kao da@
@asbestos@|@azbest@
@ascend@|@uzletati@
@ascendancy@|@uticaj@
@ascendant@|@dominacija, dominantan, u porastu@
@ascendency@|@nadomoćnost@
@ascendent@|@horoskop, koji se diže, preovlađujući, prevlast, uticaj, vlast@
@ascension@|@dizanje, penjanje@
@ascent@|@dizanje, nizbrdica, penjanje, penjanje, strmina@
@ascertain@|@razjasniti, ubediti se, ustanoviti, utvrditi@
@ascetic@|@asketa, asketski, isposnički, isposnik@
@ascribe@|@pripisati@
@ascription@|@pripisivanje@
@aseptic@|@aseptičan, aseptičko sredstvo, sterilan@
@ash@|@jasen, jesen, pepeo, prah, zemni ostaci@
@ashamed@|@posramljen, postiđen@
@ash-bin@|@pepeljara@
@ashen@|@bled, od jasena, od pepela, pepeljast, sive boje@
@ashes@|@pepeo@
@ashore@|@ka obali, na kopnu, na obali@
@ashplant@|@jasenovac, jasenovača@
@ashtray@|@pepeljara@
@ash-tray@|@pepeljara@
@ashy@|@bled, pepeljast, pepeljaste boje, siv@
@asia minor@|@mala azija@
@asian@|@azijatski@
@asiatic@|@azijatski@
@aside@|@na strani, odvojeno, po strani, u stranu@
@asinine@|@magareći@
@ask@|@moliti, pitati, pozivati, raspitivati se, traziti@
@askance@|@iskosa, podozrivo@
@askew@|@iskosa, koso, krivo@
@aslant@|@koso, popreko, ukoso@
@asleep@|@pospan, u snu, ukočen, utrnuo, zaspao@
@asp@|@guja, jasika, trepetljika, zmija otrovnica@
@asparagus@|@špargle@
@aspect@|@gledište, izgled, izraz lica, prizor, spoljašnjost, stanovište, vanjština@
@aspen@|@jasika, od jasike@
@asperity@|@grubost, hrapavost, neravnost, oporost, osornost, oštrina, oštrina (klime), teškoće@
@asperse@|@klevetati, klevetati, poškopiti, prskati, sramotiti@
@aspersion@|@kleveta, prskanje, škropljenje@
@asphalt@|@asfalt, asfaltirati@
@asphyxiate@|@izazvati gušenje@
@aspic@|@aspik, pihtije, zmija otrovnica@
@aspirant@|@kandidat, pripravnik@
@aspirate@|@usisavati@
@aspiration@|@aspiracija, duh, nadanje, težnja@
@aspire@|@ciljati, stremiti, težiti@
@ass@|@magarac@
@assail@|@napasti, nasrnuti, navaliti, saletati@
@assailable@|@pogodan za napad@
@assailant@|@napadač@
@assassin@|@plaćeni ubica@
@assassinate@|@ubiti@
@assassination@|@ubistvo@
@assault@|@juriš, jurišati, jurišni, napad, napadati@
@assault and battery@|@nanošenje telesne povrede@
@assay@|@esej, ispitivanje, ogled@
@assemblage@|@montaža, sastajanje, sklapanje, skupljanje, zbor@
@assemble@|@montirati, okupiti se, sakupiti, sastati se, sazvati@
@assembler@|@programski prev@
@assembling@|@sastavljanje, sklapanje@
@assembly@|@agregat, montaža, signal za zbor, skupština, sobranje, zasedanje@
@assent@|@dati saglasnost, pristanak, pristati, saglasnost, složiti se@
@assert@|@braniti, dokazivanje, dokazivati, izjavljivati, odbrana, potvrditi, tvrđenje, tvrditi@
@assertion@|@tvrdnja@
@assertive@|@deklarativan, izričan@
@assess@|@kazniti, oporezovati, proceniti@
@assessment@|@oporezivanje, prosuđivanje, visina poreza@
@assessor@|@pomoćnik sudije, poreznik@
@assets@|@imanje, imovina@
@assiduity@|@marljivost, priležnost, udvaranje, usrdnost@
@assiduous@|@marljiv, usrdan@
@assign@|@dodeliti, naimenovati, namenuti, naznačiti rok, pravni naslednik, pridružiti, pripisati@
@assignment@|@dodeljivanje, izdvajanje, naimenovanje, namena, prenos, raspodela@
@assimilate@|@asimilovati, izjednačiti se, navići se, prilagoditi se, primiti, uporediti@
@assist@|@pomagati, pomoći, prisustvovati, učestvovati@
@assistance@|@podrška@
@assistant@|@pomoćnik, student, zamenik@
@assistant professor@|@docent@
@assize@|@utvrđena cena@
@associate@|@dopisni član, drug, drugovati, kolega, povezan, pripojiti se, saveznik, učlaniti se, udružiti se, ujediniti se, združiti@
@associate professor@|@vanredni profesor@
@association@|@spajanje, udruženje@
@assort@|@opremiti, podudarati se, pristati, razvrstati se, slagati se, složiti, svrstati@
