@English@|@Dutch@
@armour@|@bepantsering, harnas, kuras, pantser@
@armpit@|@oksel@
@army@|@heerschaar, leger, legermacht@
@Arnhem@|@Arnhem@
@aroma@|@aroma, geur@
@aromatic@|@aromatisch, geurig@
@around@|@om, om ... heen, omtrent, ongeveer@
@arouse@|@opwekken, wakker maken, wekken@
@arrange@|@aanrichten, arrangeren, ordenen@
@arrangement@|@akkoord, maatregel@
@Arras@|@Atrecht@
@arrears@|@achterstand@
@arrest@|@aanhouding, arrestatie@
@arrival@|@aanvoer, bezorging@
@arrivals@|@aanvoer, bezorging@
@arrive@|@aankomen, arriveren, belanden@
@arrogance@|@aanmatiging, arrogantie@
@arrogant@|@aanmatigend, arrogant@
@arrow@|@pijl, scheut@
@art@|@kunst@
@Artemis@|@Artemis@
@arteriosclerosis@|@aderverkalking, arteriosclerose@
@artery@|@arterie, slagader@
@artichoke@|@artisjok@
@article@|@artikel, handelsartikel@
@artificial@|@gekunsteld, gemaakt, gewrongen@
@artillery@|@artillerie, geschut@
@artist@|@artiest, kunstenaar@
@artistic@|@artistiek, kunstig, kunstmatig@
@Aryan@|@Arisch@
@as@|@als, bij wijze van, hoe, tot, voor@
@ascend@|@opgaan, opkomen, opstaan, rijzen@
@ascertain@|@bevinden, constateren, vaststellen@
@ash@|@as@
@ashamed@|@beschaamd@
@ashen@|@asgrauw@
@ash-tray@|@asbak, asla@
@Asia@|@Azië@
@Asian@|@Aziatisch@
@Asiatic@|@Aziatisch@
@ask@|@vragen@
@asparagus@|@asperge@
@aspect@|@aanblik, aanzien, air, schijn@
@aspen@|@esp, ratelpopulier@
@asphalt@|@asfalt@
@aspire@|@ambiëren, dingen naar, najagen@
@aspirin@|@aspirine@
@ass@|@ezel@
@assailant@|@aanvaller@
@assault@|@aantasten, aanvallen@
@assaulter@|@aanrander@
@assemblage@|@bijeenkomst, meeting, samenkomst@
@assemble@|@bijeenkomen, samenkomen, vergaderen@
@assembler@|@assembler@
@assembly@|@samenscholing@
@assent@|@beamen, bevestigen, ja zeggen@
@assert@|@beweren, verzekeren@
@assessment@|@aanslag, belastingaanslag@
@asset@|@aanwinst, acquisitie, buit, prooi@
@assets@|@actief, bedrijvende vorm, bezit@
@assign@|@betekenen, dagen, dagvaarden@
@assimilate@|@assimileren, in zich opnemen@
@Assisi@|@Assisi@
@assist@|@assisteren, bijstaan, helpen@
@assistant@|@adjunct, assistent, helper@
@assistent@|@assistent, helper, hulp@
@associate@|@aansluiten, zich aaneensluiten@
@association@|@associatie, bond, genootschap@
@assumingness@|@aanmatiging, verbeelding@
@Assumption@|@Maria-Hemelvaart@
@assure@|@betuigen, verzekeren@
@Assyria@|@Assyrië@
@Assyrian@|@Assyrisch@
@asterisk@|@asterisk, sterretje@
@asthma@|@aamborstigheid, astma@
@asthmatic@|@aamborstig, astmatisch, kortademig@
@astonishing@|@bevreemdend, verbazingwekkend@
@astrologer@|@astroloog, sterrenwichelaar@
@astronaut@|@astronaut, ruimtevaarder@
@astronomer@|@astronoom, sterrenkundige@
@astronomy@|@astronomie, sterrenkunde@
@Asturias@|@Asturië@
@astute@|@pienter, scherpzinnig, schrander@
@asylum@|@asiel, asyl, toevluchtsoord@
@at@|@aan, bij, dichtbij, naast, nabij@
@atheism@|@atheïsme, godloochenarij@
@Athena@|@Athene@
@Athene@|@Athene@
@Athenian@|@Atheens@
@Athens@|@Athene@
@athlete@|@atleet@
@athletic@|@atletisch@
@athletics@|@atletiek, krachtsport@
@Atlantean@|@Atlantisch, van Atlantis@
@Atlantic@|@Atlantische Oceaan@
@Atlantis@|@Atlantis@
@atlas@|@atlas, kaartenboek@
@Atlas@|@Atlas@
@atmosphere@|@atmosfeer, dampkring, lucht, sfeer@
@atom@|@atoom@
@atomic@|@atomair, atoom-@
@atrocity@|@gruwel, gruweldaad, verschrikking@
@attach@|@aanhechten@
@attachement@|@aanhankelijkheid@
@attachment@|@aanhechting@
@attack@|@aangrijpen, aantasten, aanvallen@
@attacker@|@aanvaller@
@attain@|@behalen, buit maken, verkrijgen@
@attempt@|@moeite doen, pogen, streven, trachten@
@attend@|@verplegen, verzorgen, zorgen voor@
@attendant@|@steward@
@attention@|@aandacht, acht, attentie@
@attentive@|@aandachtig, attent, oplettend@
@attentively@|@aandachtig, attent, met aandacht@
@attenuate@|@verdunnen, verzwakken@
@attest@|@certificeren, getuigen@
@attic@|@dakkamertje, zolderkamer@
@Attic@|@Attisch@
@Attica@|@Attica@
@attitude@|@houding@
@attitudinize@|@zich aanstellen, zich voordoen@
@attitudinizer@|@aansteller, kwast@
@attract@|@aanlokken, bekoren, toelachen@
@attraction@|@aantrekkelijkheid@
@attractive@|@aanlokkelijk, aantrekkelijk@
@attractiveness@|@aantrekkelijkheid@
@attribute@|@attribuut, bijvoeglijke bepaling@
@aubergine@|@aubergine@
@auction@|@afslag, auctie, mijn, veiling, vendu@
@auctioneer@|@afslager, veilingmeester, vendumeester@
@audacious@|@brutaal, gedurfd, stout, stoutmoedig@
@audience@|@auditorium, gehoor, toehoorders@
@audio-visual@|@audiovisueel@
@audit@|@aflezen, checken, controleren@
@auditor@|@inspecteur, revisor@
@Augeas@|@Augias@
@augment@|@uitbouwen, uitbreiden, vergroten@
@August@|@augustus, oogstmaand@
@Augustus@|@Augustus@
@aunt@|@tante@
@aurochs@|@oeros@
@aurora@|@aurora, morgenlicht, morgenrood@
@Aurora@|@Aurora@
@Australia@|@Australië@
@Australian@|@Australisch@
@Austria@|@Oostenrijk@
@Austrian@|@Oostenrijks@
@authentic@|@authentiek, echt, onvervalst, waar@
@author@|@auteur, bedenker, schepper, schrijver@
@authorative@|@autoritair, gezaghebbend@
@authority@|@autoriteit, gezag@
@authorization@|@bevoegdheid, machtiging, mandaat@
@authorize@|@autoriseren, machtigen, volmachtigen@
@autobiography@|@autobiografie@
@autobus@|@autobus, bus@
@automatic@|@automatisch, werktuiglijk, zelfwerkend@
@automobile@|@auto, automobiel@
@automoton@|@automaat@
@autonomous@|@autonoom, onafhankelijk, zelfbesturend@
@autumn@|@herfst-, najaars-@
@auxilary@|@hulp-@
@available@|@beschikbaar, disponibel, liquide@
@avalanche@|@lawine@
@avaricious@|@gierig, hebzuchtig, inhalig, pinnig@
@avenge@|@wraak nemen, wreken@
@avenue@|@dreef, laan@
@average@|@gemiddeld@
@averse@|@afkerig@
@aversion@|@afkeer, antipathie, hekel, tegenzin@
@aviate@|@vliegen@
@aviation@|@aviatiek, luchvaart, vliegwezen@
@aviator@|@aviateur, vliegenier, vlieger@
@avid@|@begerig, belust, gretig, happig@
@avoid@|@mijden, ontwijken, uit de weg gaan@
@await@|@afhalen, te wachten staan, wachten@
@awake@|@wakend, wakker@
@awaken@|@opwekken, wakker maken, wekken@
@aware@|@bewust, welbewust@
@awareness@|@besef, bewustzijn, bezinning@
@away@|@heen, over, vandoor, verwijderd@
@awful@|@afgrijselijk@
@awkward@|@log, plomp@
@axe@|@bijl, hakbijl@
@axiom@|@axioma, grondstelling@
@axis@|@as, spil@
@axle@|@as, spil@
@Azerbaidzhan@|@Azerbaidzjan, Azerbeidzjan@
@Azerbaijan@|@Azerbaidzjan, Azerbeidzjan@
@Azerbaijani@|@Azerbaidzjaan, Azeri@
@Azoic@|@Azoïcum@
@Azores@|@Azoren@
@Aztec@|@Azteeks@
@Baal@|@Baäl@
@Babel@|@Babel@
@baboon@|@baviaan@
@baby@|@baby@
@Babylon@|@Babel@
@Babylonia@|@Babylonië@
@Babylonian@|@Babylonisch@
@babysitter@|@oppas@
@Bacchus@|@Bacchus@
@back@|@achterzijde, ommezijde, rugstuk@
@backbiting@|@achterklap, eerroof, laster@
@backdoor@|@achterdeur@
@background@|@achtergrond@
@backpack@|@knapzak, ransel@
@backside@|@achterste, bibs, gat, kont@
@backspace@|@backspace@
@backup@|@een backup maken, een backup maken van@
@backward@|@achterover@
@backwardness@|@achterlijkheid@
@backwards@|@achteruit, achterwaarts, rugwaarts@
@bacon@|@spek@
@bacterium@|@bacterie@
@bad@|@beroerd, kwaad, kwalijk, slecht@
@badge@|@blazoen, insigne, wapen@
@badger@|@das@
@badly@|@slecht@
@bad-smelling@|@stinkend@
@bag@|@tas, zak@
@baggage@|@bagage@
@Baghdad@|@Bagdad@
@bah@|@bah@
@Bahamas@|@Bahama Eilanden, Bahamas@
@Bahamian@|@Bahamaans@
@Bahraini@|@Bahreins@
@Bahrein@|@Bahrein@
@baht@|@baht@
@Bailleul@|@Belle@
@bait@|@aas, lokaas@
@bake@|@bakken@
@baker@|@bakker@
@bakery@|@bakkerij@
@balance@|@overschot, saldo@
@balcony@|@balkon@
@bald@|@kaal, kaalhoofdig@
@Balinese@|@Balinees@
@Balkans@|@Balkan@
@ball@|@bal, danspartij@
@ballast@|@ballast@
@ball-bearing@|@bol, kloot, kogel@
@ballet@|@ballet@
@balloon@|@ballon, luchtballon@
@balminess@|@mildheid, zachtaardigheid, zachtheid@
@Baltic@|@Baltische Zee@
@bamboo@|@bamboe@
@banana@|@banaan, pisang@
@banana-plant@|@bananenplant@
@band@|@bende, schare, troep@
@bandage@|@verband, zwachtel@
@bandit@|@bandiet, struikrover@
@bandstand@|@muziektent@
@bang@|@dichtslaan@
@Bangkok@|@Bangkok@
@Bangladesh@|@Bengaals@
@banjo@|@banjo@
@bank@|@bank@
@banknote@|@bankbiljet, briefje@
@bank-note@|@bankbiljet, briefje@
@bankrupt@|@bankroet@
@banner@|@dundoek, vaan, vlag@
@banquet@|@banket, feestmaal@
@banquet-room@|@banketzaal@
@banshee@|@banshee@
@Bantu@|@Bantoe-@
@banyan@|@Indische vijgenboom@
@baptize@|@dopen@
@bar@|@afdammen, afsluiten, belemmeren@
@Barbadian@|@Barbadaans@
@Barbados@|@Barbados@
@barbarian@|@barbaar, onmens, wreedaard@
@barbaric@|@barbaars, onmenselijk@
@Barbary@|@Barbarije@
@barbed-wire@|@prikkeldraad@
@barber@|@barbier, kapper@
@Barcelona@|@Barcelona@
@bare@|@bloot, naakt, onbedekt, onopgesmukt@
@barely@|@amper, kwalijk, nauwelijks@
@bargain@|@afdingen, marchanderen, pingelen@
@barge@|@aak, platboomde schuit, zolderschuit@
@barge-master@|@aakschipper@
@bark@|@boomschors, schors@
@barley@|@gerst@
@barman@|@barman@
@barn@|@barak, keet, loods, schuur@
@Barnabas@|@Barnabas@
@barometer@|@barometer, drukmeter@
@barrack@|@barak, keet, loods, schuur@
@barracks@|@kazerne@
@barrel@|@fust, ton, vat@
@barrier@|@afsluiting, barrière, heining, hek@
@bartender@|@barman@
@base@|@baseren, gronden@
@baseball@|@baseball@
@Basel@|@Bazel@
@basement@|@kelder@
@basic@|@basis-@
@basin@|@bekken, kom, vont@
@basis@|@base, basis, grond, grondslag@
@basket@|@ben, korf, mand, slof@
@basketball@|@basketball@
@Basle@|@Bazel@
@Basque@|@Baskisch@
@Basra@|@Basra@
@Basrah@|@Basra@
@bass@|@baars@
@bat@|@vleermuis@
@Batavian@|@Bataafs@
@bath@|@bad, badkuip@
@bathe@|@baden, in bad doen, wassen@
@bathing-suit@|@badpak@
@bathroom@|@badhuis, badkamer, badplaats@
@baton@|@staf, stok@
@battery@|@accu, accumulator@
@battle@|@gevecht, kamp, slag, strijd, treffen@
@battlefront@|@front, gevel, voorkant, voorzijde@
@baud@|@baud@
@Bavaria@|@Beieren@
@Bavarian@|@Beier@
@bay@|@baai, inham, kreek@
@bayonet@|@bajonet@
@bazaar@|@bazaar, markt, marktplaats, marktplein@
@be@|@verkeren, wezen, zijn@
@beach@|@strand@
@bead@|@kraal@
@beak@|@bek, neb, snater, snavel, tuit@
@beam@|@spaak, straal@
@bean@|@boon, tuinboon, veldboon@
@bear@|@dragen, naar buiten brengen@
@beard@|@baard@
@bearing@|@lager@
@beast@|@beest, dier@
@beat@|@afranselen@
@beautiful@|@fijn, fraai, knap, mooi, schoon@
@beautifully@|@mooi, net@
@beauty@|@fraaiheid, knapheid, schoonheid@
@beaver@|@bever@
@because@|@aangezien, daar, doordat, omdat@
@Bechuanaland@|@Beetsjoeanaland, Botswana@
@become@|@goed staan@
@becoming@|@betamelijk, gepast, passend@
@bed@|@bed, bloemperk, perk, tuinbed@
@bedbug@|@wandluis@
@Bedouin@|@Bedoeïen@
@bedroom@|@slaapkamer@
@bedstead@|@ledikant@
@Beduin@|@Bedoeïen@
@bee@|@bij, honingbij@
@beech@|@beuk@
@beef@|@klapstuk, rundvlees@
@beefsteak@|@bief, biefstuk@
@beehive@|@bijenkorf@
@bee-hive@|@bijenkorf@
@bee-keeper@|@bijenhouder, iemker, imker@
@bee-keeping@|@bijenteelt@
@beer@|@bier@
@beeswax@|@bijenwas@
@beet@|@beetwortel, biet, kroot, mangelwortel@
@beetle@|@kever, schildvleugelige, tor@
@befit@|@behoren, betamen, horen, passen@
@before@|@voor@
@beg@|@bedelen, schooien@
@beget@|@verwekken@
@beggar@|@bedelaar, schooier@
@begin@|@aanbinden, aanvangen, beginnen@
@beginner@|@beginneling, beginner@
@beginning@|@aanvang, begin, ontstaan@
@begrudge@|@bejammeren, betreuren@
@behave@|@zich gedragen@
@behaviour@|@gedrag, houding, wandel@
@behind@|@aan het einde, achteraan@
@behold@|@hier, hierzo, kijk, ziedaar, ziehier@
@beige@|@beige@
@Beirut@|@Beiroet@
@belch@|@boeren, oprispen@
@Belgian@|@Belgisch@
@Belgium@|@België@
@Belgrade@|@Belgrado@
@belief@|@overtuiging@
@believe@|@geloven, houden voor, menen@
@Belize@|@Belize@
@Belizian@|@Belizaans@
@bell@|@klok@
@bellflower@|@campanula, klokje@
@bellow@|@balken, blaten, brullen, grommen@
@belly@|@buik@
@below@|@beneden, daarbeneden, onder@
@belt@|@ceintuur, gordel, riem@
@bench@|@bank, zitbank@
@bend@|@buigen, doorbuigen, ombuigen@
@beneath@|@beneden, onder@
@Benedictine@|@Benedictijner monnik@
@benefit@|@pré, voordeel@
@Benelux@|@Benelux@
@Bengal@|@Bengalen@
@bengal-light@|@Bengaals vuur@
@bengal-lights@|@Bengaals vuur@
@benign@|@goedaardig, onschuldig@
@Benin@|@Benin@
@Beninese@|@Benins@
@bent@|@gebogen, krom@
@bequeath@|@nalaten@
@Berber@|@Berber@
@Bergum@|@Bergum@
@Berkel@|@Berkel@
@Berlin@|@Berlijn@
@Berliner@|@Berlijner@
@Bermudas@|@Bermuda Eilanden@
@Bern@|@Bern@
@Berne@|@Bern@
@Bernese@|@Berner@
@berry@|@bes@
@beseech@|@bezweren, bidden, smeken@
@beside@|@aan, bij, dichtbij, naast, nabij@
@besides@|@overigens, trouwens@
@besiege@|@belegeren@
@Bessarabia@|@Bessarabië@
@best@|@best@
@bestseller@|@bestseller@
@bet@|@wedden@
@Bethlehem@|@Bethlehem@
@betray@|@in de steek laten, laten merken@
@betrayal@|@verraad@
@better@|@beter@
@between@|@onder, tussen@
@beverage@|@brouwsel, drank, drankje@
@bevy@|@drift, groep, hoop, kudde, schare@
@bewitch@|@heksen@
@beyond@|@verderop@
@Beyrout@|@Beiroet@
@Beyrouth@|@Beiroet@
@Bhutan@|@Boethan@
@Bhutanese@|@Bhoetaans@
@biased@|@eenzijdig, partijdig@
@bib@|@slabbetje@
@bible@|@bijbel@
@Bible@|@Bijbel@
@bibliography@|@bibliografie@
@bicuit@|@beschuit@
@bicycle@|@fiets, rijwiel, tweewieler@
@bid@|@aanbieden, te koop aanbieden@
@big@|@groot@
@bike@|@fiets, rijwiel, tweewieler@
@bikini@|@bikini@
@bile@|@gal@
@bill@|@bek, neb, snater, snavel, tuit@
@bill-board@|@aanplakbord@
@billiards@|@biljart, biljartspel@
@billow@|@golfslag@
@binary@|@binair@
@bind@|@binden, inbinden@
@binding@|@band, reep, strip, strook, windsel@
@binocular@|@kijker, verrekijker@
@binoculars@|@binocle, kijker, toneelkijker@
@biodegradable@|@afbreekbaar@
@biodestructible@|@afbreekbaar@
@biographer@|@biograaf, levensbeschrijver@
@biologist@|@bioloog@
@birch@|@berk, berkeboom@
@bird@|@vogel@
@birds@|@gevogelte, vogelstand, vogelwereld@
@birk@|@berk@
@birth@|@geboorte@
@birthday@|@geboortedag, verjaardag, verjaring@
@biscuit@|@biscuit@
@bishop@|@bisschop@
@bison@|@bizon@
@Bissau@|@Bissau@
@bit@|@beting@
@bitchy@|@feeksachtig@
@bite@|@beitsen, bijten, happen, knauwen@
@bitmap@|@bitmap@
@bit-player@|@figurant@
@bitter@|@bitter@
@bitterness@|@bitterheid, verbittering@
@bittersweet@|@bitterzoet@
@bizarre@|@bizar@
@black@|@zwart@
@blackberry@|@braam@
@blackbird@|@gieteling, merel@
@blackness@|@zwartheid@
@bladder@|@blaas@
@blade@|@kling, lemmer, lemmet@
@blame@|@aanrekenen, toedichten, toeschrijven@
@blameworthy@|@afkeurenswaardig@
@bland@|@poeslief@
@blank@|@blanco, blank, oningevuld, wit@
@blanket@|@dek, deken@
@blaspheme@|@godlasteren, ketteren, vloeken@
@bleak@|@akelig, naar, onaangenaam@
@bleat@|@balken, blaten, brullen, grommen@
@bleed@|@aderlaten, bloed aftappen@
@bleeding@|@aderlating@
@blend@|@mengen, mixen, temperen, vermengen@
@bless@|@inzegenen, wijden, zegenen@
@blessing@|@zegen, zegening@
@blind@|@blind@
@blindness@|@blindheid@
@blink@|@knipogen, knipperen, pinken@
@blister@|@blaar@
@block@|@blokkeren, vastzetten@
@blockade@|@blokkade@
@Bloemfontein@|@Bloemfontein@
@blond@|@blond@
@blood@|@bloed@
@bloodless@|@onbloedig@
@blood-letting@|@aderlating@
@blood-red@|@bloedrood@
@bloodshed@|@bloedvergieten@
@bloodthirstiness@|@moordlust@
@bloodthirsty@|@moordlustig, moordziek@
@bloody@|@bloedend, bloedig@
@bloom@|@bloem@
@blossom@|@bloesem@
@blot@|@klad, klak, moet, mop, plek, smet@
@blotter@|@vloeipapier@
@blotting-paper@|@vloeipapier@
@blouse@|@bloes, blouse, boezeroen, kiel@
@blow@|@flap, houw, klap, mep, slag@
@blue@|@blauw@
@Bluebeard@|@Blauwbaard@
@blunt@|@bot, stomp@
@blur@|@vervagen@
@blush@|@blozen, kleuren, rood worden@
@boa@|@boa@
@board@|@aanklampen, zich vastklampen aan@
@boardroom@|@raadzaal@
@boast@|@bluffen, opscheppen, pochen, snoeven@
@boat@|@boot, schuit@
@bobbin@|@bobine, klos, spoel@
@Bodensee@|@Bodenmeer@
@body@|@carrosserie@
@Boer@|@Boer@
@Bogor@|@Buitenzorg@
@Bohemia@|@Bohemen@
@Bohemian@|@Boheems@
@boil@|@borrelen, koken, op het kookpunt zijn@
@boiler@|@ketel, stoomketel@
@bold@|@brutaal, gedurfd, stout, stoutmoedig@
@Bolivia@|@Bolivia@
@Bolivian@|@Boliviaans@
@Bolshevik@|@bolsjewiek@
@bolt@|@afgrendelen, grendelen@
@bomb@|@bombarderen@
@bombard@|@bekogelen, beschieten, bombarderen@
@Bombay@|@Bombay@
@bonbon@|@bonbon@
@bon-bon@|@bonbon@
@bond@|@band, binding@
@bone@|@been, bot, knok, schonk@
@bonnet@|@kapotjas, motorkap, wagenkap@
@bonus@|@bonus@
@boo@|@boe@
@book@|@boek@
@booking-office@|@kaartjesloket@
@book-keeping@|@boekhouden, boekhouding@
@booklet@|@boekje, libretto, operatekst@
@bookseller@|@boekhandelaar@
@bookshop@|@boekenwinkel, boekwinkel@
@boon@|@zegen, zegening@
@boor@|@vlegel@
@boot@|@laars@
@booty@|@buit@
@booze@|@alcohol, alcoholische drank, drank@
@boozer@|@alcoholist, drankzuchtige, zuiplap@
@borax@|@borax@
@Bordeaux@|@Bordeaux@
@border@|@rand, zoom@
@bore@|@aanboren@
@boring@|@vervelend@
@Borneo@|@Borneo@
@borrow@|@lenen@
@borscht@|@borsjt@
@borstch@|@borsjt@
@Bosnia@|@Bosnië@
@Bosnia-Hercegovina@|@Bosnië-Hercegovina@
@Bosnian@|@Bosnisch@
@bosom@|@boezem, borst@
@Bosporus@|@Bosporus@
@boss@|@aanvoerder, baas, chef, gebieder@
@botany@|@botanie, plantkunde@
@botch@|@beunhazen, knoeien, modderen@
@both@|@alle twee de, allebei, beide@
@bother@|@belemmeren, hinderen, storen@
@Botswana@|@Beetsjoeanaland, Botswana@
@Botswanan@|@Botswaans@
@bottle@|@fles@
@bottom@|@achtergrond, bodem, grond, ondergrond@
@bough@|@aftakking, tak@
@bouillon@|@bouillon, vleesnat@
@boulder@|@kei, rotsblok@
@boulevard@|@boulevard, singel@
@boundary@|@grens, perk@
@bouquet@|@boeket, bouquet, ruiker, tuil@
@bourgeois@|@burgerlijk@
@bourgeoisie@|@bourgeoisie, burgerij@
@boutique@|@winkel, zaak@
@bovine@|@koe, rund@
@bow@|@boog, toog@
@bowl@|@bekken, kom, vont@
@bowling@|@bowling@
@box@|@boksen@
@boxer@|@bokser@
@boxing@|@boksen, bokssport@
@boy@|@jongen, knaap@
@boyish@|@jongens-, jongensachtig@
@boyscout@|@padvinder, verkenner@
@bra@|@b.h., beha, bustehouder@
@Brabant@|@Brabant@
@Brabantine@|@Brabants@
@brace@|@accolade@
@bracelet@|@armband@
@braces@|@bretels@
@bracket@|@haakje, klamp, kramp, nietje@
@brackets@|@haakjes@
@brag@|@bluffen, opscheppen, pochen, snoeven@
@braid@|@vlechten@
@braille@|@blindenschrift, braille@
@Braille@|@blindenschrift, braille@
@brain@|@brein, hersenen, hersens@
@brake@|@afremmen, remmen@
@brakedown@|@bijdraaien, motorpech, panne, pech@
@branch@|@aftakking, tak@
@brandish@|@slingeren, swingen, zwaaien@
@brandy@|@brandewijn, brandy, vuurwater@
@brass@|@geelkoper, messing@
@Braunschweig@|@Brunswijk@
@brave@|@braaf, dapper, eerlijk, ferm, flink@
@Brazil@|@Brazilië@
@Brazilian@|@Braziliaans@
@breach@|@een bres slaan, een bres slaan in@
@bread@|@brood, mik@
@breadwinner@|@kostwinner@
@break@|@afbreken@
@breakable@|@breekbaar, broos@
@breakaway@|@afscheiding, secessie@
@break-down@|@bijdraaien, panne hebben@
@breakfast@|@ontbijt@
@bream@|@bramsem@
@breast@|@boezem, borst@
@breath@|@adem@
@breathe@|@ademen, ademhalen@
@breather@|@adempauze@
@breathless@|@ademloos, amechtig, buiten adem@
@breath-taking@|@adembenemend@
@breed@|@fokken, opfokken, opkweken, telen@
@breeze@|@bries, trilgras@
@Bretagne@|@Armorica, Bretagne@
@Breton@|@Breton@
@bribe@|@bederven, omkopen, verbasteren@
@brick@|@bakstenen, stenen@
@bride@|@bruid, meisje, verloofde@
@bridegroom@|@bruidegom, jonggehuwde@
@bridge@|@brug, commandobrug@
@bridle@|@bedwingen, beteugelen, betomen@
@brief@|@kort, kortstondig@
@briefcase@|@aktentas, boekentas, theca@
@briefs@|@slip, slipje@
@brigade@|@brigade@
@bright@|@briljant, glanzend, lumineus@
@brilliant@|@briljant, glanzend, lumineus@
@brim@|@band, boord, kant, rand, zoom@
@brimming@|@afgeladen, boordevol, mudvol@
@bring@|@aandragen, bezorgen, brengen@
@brisk@|@druk, kras, kwiek, levendig, rap@
@bristle@|@overeind gaan staan@
@bristly@|@borstelig, rechtopstaand, ruigharig@
@Britain@|@Brittannië, Groot-Brittannië@
@British@|@Brits@
@Briton@|@Brit@
@Brittany@|@Armorica, Bretagne@
@brittle@|@croquant, knapperig@
@broach@|@aanboren@
@broad@|@breed, wijd@
@broadcast@|@omroepen, uitzenden@
@broccoli@|@brocoli, brocolie@
@brocoli@|@brocoli, brocolie@
@broken@|@defect, kapot, stuk@
@broker@|@makelaar@
@brokerage@|@courtage@
@bronze@|@bronzen@
@brooch@|@borstspeld, broche@
@brook@|@beek, beekje@
@broom@|@bezem, veger@
@brothel@|@bordeel, hoerenkast, seksclub@
@brother@|@broeder, broer@
@brow@|@wenkbrauw@
@brown@|@bruin@
@browneyed@|@bruinogig@
@brownie@|@aardmannetje, gnoom@
@browse@|@afgrazen@
@Bruges@|@Brugge@
@bruise@|@blauwe plek@
@Brunei@|@Brunei@
@Bruneian@|@Bruneis@
@brunette@|@bruinharig@
@Brunhild@|@Brunhilde@
@Brünnhilde@|@Brunhilde@
@Brunswick@|@Brunswijk@
@brush@|@borstelen, schuieren@
@Brussels@|@Brussel@
@Brussels-sprouts@|@spruitjes@
@brutal@|@bars, honds, nors, nurks, onaardig@
@brute@|@beestachtig, bruut, dierlijk, ruw@
@bubble@|@borrelen@
@buccaneer@|@boekanier@
@Bucharest@|@Boekarest@
@bucket@|@emmer@
@buckle@|@dichtgespen, gespen, vastgespen@
@bud@|@botten, spruiten, uitbotten@
@Budapest@|@Boedapest@
@Buddha@|@Boeddha@
@Buddhism@|@boeddhisme@
@Buddhist@|@boeddhist@
@buddy@|@kameraad, kornuit, maat, makker@
@budget@|@begroting, budget@
@buffalo@|@buffel, karbouw@
@buffer@|@buffer, bumper, stootkussen@
