@English@|@Malay@
@ear-stud@|@subang@
@earth@|@bumi@
@earthenware@|@buyung, tembikar@
@earthenware pitcher@|@kelalang@
@earthquake@|@gempa@
@ease@|@keentengan@
@easel@|@kuda-kuda@
@easily peeled off (e.g. flesh from the seed)@|@longkah@
@east@|@timur@
@easy@|@enteng, gampang, mudah, mudah, senang, senang@
@eat@|@makan@
@eat gluttonously@|@gasak@
@eat greedily@|@caruk, celungap@
@eat in small amounts@|@jamah@
@eccentric@|@sasar@
@echo@|@gaung, gema, kumandang@
@eclipse@|@gerhana@
@economy@|@iktisad@
@eddy@|@olakan@
@edge@|@hujung, jidar, pinggir, rusuk, sisi, susur, tepi@
@edge of water meeting land@|@gigi air@
@edging@|@biku@
@edible palm pith@|@umbut@
@edition@|@cetakan, terbitan@
@editor@|@pengarang@
@editorial@|@redaksi@
@educate@|@asuh@
@educate or train@|@didik@
@educated@|@agung, berajar, berpendidikan, terdidik@
@education@|@pendidikan, perguruan@
@educational training@|@didikan@
@educator@|@pendidik@
@eel@|@belut@
@eerie@|@ngeri@
@effect@|@kesan@
@effective@|@berkesan, manjur@
@effective (of medicine)@|@mujarab, mustajab@
@effectiveness@|@keberkesanan@
@effervescence@|@buak@
@efficacious@|@mujarab@
@efficiency@|@kecekapan@
@efficient@|@cekap@
@effort@|@ikhtiar, usaha@
@egg@|@telur@
@Eid (muslim festival)@|@Hari Raya@
@eight@|@delapan, lapan@
@eighth month of the Muslim calendar@|@Syaaban@
@either/or@|@mahupun@
@elaborate@|@hurai@
@elaboration@|@huraian@
@elastic@|@anjal, kenyal@
@elasticity@|@keanjalan@
@elated@|@bangga, besar hati@
@elbow@|@siku@
@elder brother@|@abang@
@elder brother or sister@|@kakanda@
@elder sister@|@kakak@
@eldest@|@ulung@
@electrical charge@|@cas@
@elegant@|@lawa, segak@
@element@|@unsur@
@elephant@|@gajah@
@elephantiasis@|@untut@
@elephant's trunk@|@belalai@
@eleven@|@sebelas@
@eligible@|@layak@
@elope@|@kahwin lari@
@eloquent@|@fasih, petah@
@emaciated@|@kurus kering@
@embalm@|@awet@
@embankment@|@tambak, tembok@
@embarrassed@|@malu@
@embassy@|@kedutaan@
@embed@|@benam@
@embedded@|@terbenam@
@embers@|@bara@
@emblem;@|@lambang@
@emboss@|@ukir@
@embrace@|@anut@
@embrace or hug@|@dakap@
@embracing one another@|@berdakap-dakapan@
@embroidery@|@sulaman, tekat@
@embroil@|@babit@
@embryo@|@lembaga@
@emerald@|@zamrud@
@emergence@|@kebangkitan@
@emergency@|@darurat, kecemasan, kemelut@
@emir (Muslim ruler or commander)@|@amir@
@emission@|@pancaran@
@emit a long murmur@|@dengut@
@emitting smoke@|@berasap@
@emotion@|@rasa@
@emotions@|@pendam, sanubari@
@emperor@|@maharaja@
@emphasize@|@titikberat@
@employee@|@pekerja@
@employer@|@majikan@
@employment@|@guna tenaga@
@empress@|@maharani@
@emptiness@|@kekosongan@
@empty@|@kosong, kosong, lompang, lopong@
@empty talk@|@omong@
@encirclement@|@lingkungan@
@enclosure@|@lampiran, lingkungan@
@encounter@|@tembung@
@encourage@|@galak@
@encouragement@|@dorongan, galakan@
@end@|@di hujung, hujung, hujung, khatam@
@end of fruit season@|@langkas@
@end of the month@|@cukup bulan@
@end of the year@|@hujung tahun@
@end or finish@|@gentas@
@endeavour@|@ikhtiar@
@ended@|@berakhir, tamat@
@ending@|@penghujung@
@endurance test@|@tahan uji@
@enemy@|@musuh, seteru@
@energetic@|@cergas, giat@
@energy@|@tenaga@
@enforce@|@kuatkuasa@
@enforcement@|@penguatkuasaan@
@enforcement officer@|@penguatkuasa@
@engineer@|@jurutera@
@engineering@|@kejuruteraan@
@English@|@Inggeris, orang Inggeris@
@engrave@|@ukir@
@engrossed@|@asyik, khusyuk@
@engrossing@|@mengasyikkan@
@engulf@|@kambus@
@enjoy@|@kecap, suka@
@enjoy oneself@|@foya@
@enjoyable@|@seronok@
@enjoyment@|@nikmat@
@enlarge@|@kembang@
@enough@|@cukup, mencukupi@
@ensign@|@cogan@
@enslavement@|@pengabdian, perhambaan@
@enter@|@masuk@
@entertain@|@hibur@
@entertained@|@terhibur@
@entertainer@|@penghibur@
@entertaining@|@menghiburkan@
@entertainment@|@hiburan, keraian@
@enthusiasm@|@minat, semangat@
@enticed@|@tergoda@
@enticement@|@godaan, pujukan@
@enticing@|@menggoda@
@entire@|@segala, seluruh, semesta@
@entirely@|@belaka, semuanya@
@entitlement@|@hak@
@entourage@|@pengiring@
@enumerate@|@hitung@
@envelop@|@balut@
@envelope@|@sampul@
@envious@|@berdengki-dengkian, hasad, iri hati@
@envoy@|@duta@
@envy@|@dengki, kedengkian@
@ephemeral@|@fana@
@epicentre@|@epipusat@
@epidemic@|@wabak@
@epidemic)@|@rebak@
@epilepsy@|@sawan@
@episode@|@babak@
@epistle@|@warkah@
@epithet@|@julukan@
@epoch@|@zaman@
@equable@|@timbal@
@equal@|@berimbang, seimbang, tara, tolok@
@equals@|@sama dengan@
@equator@|@khatulistiwa@
@equilateral triangle@|@segi tiga sama sisi@
@equilibrium@|@keseimbangan@
@equipment@|@perkakas@
@equipped@|@lengkap@
@equivocation@|@dalih@
@era@|@masa, zaman@
@eradicate@|@banteras, basmi@
@eradicated@|@terhapus@
@eradication@|@pembanterasan, pembasmian, penghapusan@
@erect@|@tegak@
@ernestly@|@sungguh-sungguh@
@erode@|@hakis@
@erosion@|@hakisan@
@error@|@ralat, silap@
@erudite@|@ilmiah@
@escort@|@iring, kapit@
@esp. left by a blow@|@benjol@
@esp. on roller@|@birai@
@especially@|@lebih-lebih lagi@
@essence@|@pati, teras@
@established@|@mantap, terbentuk, terjalin@
@establishment@|@pembentukan@
@estate@|@ladang@
@estimate@|@anggar, gamak, taksiran@
@estimation@|@anggaran, pengiraan@
@estuary@|@kuala, muara@
@etc@|@celepa, gobek, jaram, kerepek, lauk, lombong@
@etc)@|@jabu, lelai@
@etc.)@|@rimas, rimbun, tandan, tumbesar@
@etcetera@|@lain-lainnya@
@eternal@|@abadi, kekal@
@eternity@|@akhirat@
@ethical@|@susila@
@eulogy@|@madah@
@Eurasian@|@Nasrani, Serani@
@Europe@|@Eropah@
@European@|@belati@
@evade@|@elak@
@evaluation@|@taksiran@
@eve of@|@jelang@
@even@|@datar, genap, rata, sekata, tara@
@even if@|@salangkan@
@evening@|@petang, senjakala@
@evening prayer (of Muslims)@|@isyak@
@event@|@acara, peristiwa@
@eventually@|@walhasil@
@ever since@|@semenjak itu@
@everlasting@|@kekal@
@every@|@saban, segala, setiap, tiap, tiap@
@every day@|@sehari-hari, tiap-tiap hari@
@everything@|@segala-galanya@
@evidence@|@bukti@
@evident@|@jelas, ketap, nyata@
@evil@|@durjana, jahat@
@evil spirit@|@momok, puaka@
@evoke@|@bangkit@
@ex-@|@bekas@
@exact@|@jitu, piawai, tepat@
@exactly@|@betul-betul, cukup@
@examination@|@peperiksaan@
@example@|@contoh, ibarat, iktibar, misal, teladan, umpama@
@excavation@|@penggalian@
@excavator@|@pengorek@
@excellence@|@kecemerlangan, semarak@
@excellency@|@paduka@
@excellent@|@cemerlang@
@except@|@kecuali, kecuali@
@except one@|@hanya satu@
@exception@|@kekecualian@
@excess@|@lebihan@
@excessive@|@lampau, terik@
@excessive debt@|@limpap@
@excessively talkative@|@canggih@
@exchange@|@berbalas-balasan@
@exclamation of delight@|@oh@
@exclamation of disapproval@|@boo@
@exclamation of enquiry@|@eh@
@exclamation of pain@|@aduh@
@exclamation of sorrow@|@aduhai@
@exclamation of surprise@|@ah, ooh@
@exclamation of triumph@|@aha@
@excluded@|@terkeluar@
@exclusive@|@khusus@
@excrement@|@najis@
@excrete@|@kumuh@
@excuse@|@alasan, helah@
@excuse me@|@maafkan saya, maafkan saya@
@executioner@|@algojo, jalad@
@exempt@|@kebal, kecuali@
@exemption@|@pengecualian@
@exercise@|@latihan, riadah@
@exhalation@|@hembusan@
@exhale@|@hembus@
@exhausted@|@cukup letih, lelah, tenat@
@exhibition@|@pameran@
@exile@|@pengasingan@
@exist@|@wujud@
@existing@|@maujud@
@exit@|@keluar@
@expand@|@kembang@
@expect@|@jangka@
@expectation@|@harapan, jangkaan, pengharapan@
@expel@|@usir@
@expenditure@|@belanja, ongkos, perbelanjaan@
@expenses@|@belanja, biaya@
@expensive@|@mahal@
@expensive (dear)@|@mahal@
@experience@|@alam, pengalaman@
@experienced@|@berpengalaman@
@expert@|@ahli, bistari, jauhari, juru, malim, pakar@
@expert in Malay art of self-defence@|@pendekar@
@expiry@|@luput@
@explanation@|@alasan, huraian, penjelasan@
@exploration@|@carigali, pengembaraan, penjelajahan@
@explore@|@jelajah, kembara@
@explorer@|@pengembara, penjelajah@
@explosion@|@ledakan, letupan@
@expose@|@dedah@
@exposed@|@serlah, terbongkar, terdedah@
@exposure@|@pendedahan@
@expound@|@hurai@
@expressed@|@terkeluar@
@expression@|@sebutan@
@expression of feelings@|@ungkap@
@expression of grief@|@perkabungan@
@extension@|@sambungan@
@extensive@|@saujana@
@exterior@|@luaran@
@exterminate@|@banteras@
@external genitalia@|@pantat@
@extinct@|@pupus@
@extra@|@imbuh, lebih@
@extract@|@cungkil, pati@
@extraordinary@|@istimewa, luar biasa@
@extravagance@|@borosan@
@extravagant@|@boros@
@extreme@|@lampau@
@extreme degree or limit@|@takat@
@extremely@|@amat, paling, sangat@
@eye@|@mata@
@eye discharge@|@tahi mata@
@eyebrow@|@alis, kening@
@eyebrows@|@bulu kening@
@eyelid@|@kelopak mata@
@eye-liner@|@celak@
@fable@|@dongeng, dongengan@
@fac@|@bernas@
@face@|@muka, paras@
@face to face@|@berdepan@
@facet@|@segi@
@face-to-face@|@berhadap-hadapan@
@facial features@|@wajah@
@fact@|@butir@
@factory@|@kilang, kilang, loji@
@faded@|@lasam, lusuh, pudar@
@faeces@|@najis@
@fail@|@kandas@
@failed@|@gagal, terkandas@
@failure@|@kegagalan@
@faint@|@pengsan@
@fair@|@adil, lepak, patut, putih, saksama@
@fair (light-coloured)@|@cerah@
@fairy@|@pari-pari, peri-peri@
@fairyland@|@kayangan@
@faith@|@akidah, iktikad@
@faithful@|@setia, taat@
@fall@|@jatuh, tumbang@
@fall headlong@|@jerembat@
@fall of the fruit@|@langkas@
@fallow (of land)@|@rang@
@false@|@lancung, palsu@
@family@|@kekeluargaan, keluarga, suku-sakat@
@family ties@|@ikatan keluarga@
@famous@|@makruf, masyhur, terbilang, terkenal@
@fan@|@pencinta, penggemar@
@fan vigorously@|@kibas@
@fang@|@taring@
@fantasy@|@khayal, khayalan@
@far@|@jauh, jauh, juah@
@far apart@|@berjauhan, renggang@
@fare@|@tambang@
@fare (for transport)@|@tambang@
@farewell@|@selamat jalan@
@farm@|@ladang@
@farmer@|@pekebun, petani@
@farming@|@perkebunan, tani@
@fast@|@bangat, cepat, cepat, lajak, laju, lekas, pantas, puasa@
@fasten with a clip@|@kepit@
@fastened@|@terkancing@
@fastener@|@kancing, pengikat@
@fastidious@|@cerewet@
@fat@|@gedempol, gemuk, lemak, minyak@
@fatal@|@celaka@
@fate@|@nasib, takdir@
@fateful@|@celaka@
@father@|@abah, ayah, bapa, pak@
@father (in letter-writing)@|@ayahanda@
@father or mother-in-law@|@mentua@
@fatherland@|@nusa@
@fathom@|@depa@
@fatty@|@lemak@
@faucet@|@keran@
@fault@|@cela@
@faulty pronunciation@|@pelat@
@favourite@|@kegemaran@
@fearful@|@bimbang@
@feast@|@jamu@
@feathers@|@bolos, bulu@
@feathery@|@berbulu@
@feature@|@rencana, sifat@
@featured@|@bercirikan@
@February@|@Februari@
@fed up@|@jelak@
@fee@|@carum, caruman, upah, yuran@
@fee or commission@|@dalal@
@feeble@|@daif, lemah@
@feel concern for@|@hirau@
@feeler@|@sesungut, sungut, sungut-sungut@
@feeling@|@rasa@
@feeling confused@|@pening@
@feeling depressed@|@leset@
@feeling dizzy looking down from a high place@|@gayat@
@feeling of fullness in abdomen@|@senak perut@
@feeling proud@|@berbangga@
@feeling sexual love@|@berahi@
@feeling sorry@|@dukacita@
@feeling stuffed@|@senak@
@feelings@|@isi hati@
@female@|@betina, perempuan, wanita@
@female deity or goddess@|@dewi@
@female housekeeper@|@amah@
@female relative or friend@|@saudari@
@female scholar@|@sasterawati@
@female singer@|@biduanita@
@female vampire@|@pontianak@
@fence@|@pagar@
@fence)@|@rongak@
@fennel (yellow-flowered fragrant herb)@|@adas@
@fern@|@pakis@
@ferns@|@paku@
@ferocious@|@ganas@
@ferocity@|@keganasan@
@ferry@|@feri@
@fertile@|@biak, subur@
@fertilizer@|@baja@
@festival@|@keraian, pesta@
@fetch@|@ambil@
@fetid@|@kohong@
@fetish@|@berhala@
@fever@|@demam@
@feverish@|@panas, suam@
@fiancÃƒÆ’Ã‚Â© or fiancee@|@tunang@
@fibre@|@gentian, serabut@
@fiction@|@cereka@
@fidgety@|@resah@
@field@|@lapangan, medan, padang@
@field or range of activity@|@bidang@
@fierce@|@ganas, garang@
@fierce and rough@|@gasar@
@fiery@|@berapi-api@
@fifth month of the Muslim calendar@|@Jamadilawal@
@fig@|@ara@
@fight@|@juang, laga@
@fight against@|@banteras@
@fighter@|@pejuang@
@fighting cock@|@ayam sabung, jagoan@
@figure@|@susuk@
@filled with@|@mengandungi@
@filled with tears@|@bergenang@
@fillip@|@jentikan@
@film@|@wayang@
@filth@|@najis@
@filtrate@|@tapisan@
@fin@|@sirip@
@final@|@akhir, muktamad@
@finally@|@akhirnya, lama-lama, sudahnya, walhasil@
@financing@|@pembiayaan@
@find@|@jumpa@
@find fault@|@herdik@
@fine@|@baik, baik, halus, seni@
@fine (imposed for offence)@|@denda@
@fine (of thread)@|@tipis@
@fine (powdery)@|@lumat@
@fine (weather);@|@cerah@
@fine body hair@|@remang, roma@
@fine language@|@seni bahasa@
@finely@|@halus-halus@
@finely cut slices@|@racikan@
@finger@|@jari@
@fingerprint@|@cap jari, kesan jari@
@finish@|@habis, tamat@
@finish all at once@|@hantam@
@finished@|@habis, selesai, siap, sudah, tamat, usai@
@fire@|@api@
@fire brigade@|@bomba@
@fire station@|@balai bomba@
@firearms@|@senjata api@
@fire-crackers@|@mercun@
@firefly@|@kelip-kelip, kunang-kunang@
@fireproof@|@kalis api, tahan api@
@firewood@|@kayu api@
@firing@|@bedilan@
@firm@|@begar, cekal, erat, keras, kukuh, liat, pejal, tegap, tegas, teguh@
@firmament@|@cekerawala@
@firmness of purpose@|@azam@
@first@|@pertama@
@first in line@|@terkedepan@
@first month of Muslim calendar@|@Muharam@
@first of all@|@mula-mula@
@first wife@|@isteri tua@
@first-born@|@ulung@
@fish@|@ikan@
@fish or meat pickled in brine@|@pekasam@
@fish trap@|@lukah@
@fish tunnel net@|@kelong@
@fisheries@|@perikanan@
@fisherman@|@nelayan, pengail, penjala@
@fishing hook@|@pancing@
@fishing net@|@jala@
@fishing rod@|@joran@
@fishing-rod@|@kail@
@fish-trap@|@belat@
@fish-trap made of bamboo and rattan@|@bubu@
@fishy@|@hanyir@
@fissure or crack@|@rekahan@
@fist@|@buku lima@
@fit@|@layak, segar-bugar, suai@
@fits@|@sawan@
@fitting@|@harus, padan, wajar@
@five@|@lima, panca@
@fixed@|@tetap@
@flaccid@|@lembik@
@flag@|@bendera@
@flag pole@|@tiang bendera@
@flagon@|@balang@
@flair@|@bakat@
@flake (e.g. of snow)@|@emping@
@flame@|@nyala@
@flamingo@|@bangau@
@flange@|@bebibir@
@flank@|@kapit, rusuk, samping@
@flanked@|@terkapit@
@flap@|@kibas@
@flap the wings@|@geleser@
@flapping@|@gelebar@
@flare up@|@kobar@
@flashing (of lighting)@|@sabung-menyabung@
@flask@|@kelalang@
@flat@|@datar, papar, rata, satah@
@flat-bottomed boat or barge@|@tongkang@
@flat-surfaced@|@leper@
@flattened@|@penyek@
@flatter@|@cumbu@
@flattery@|@cumbuan, sanjungan@
@flatulence@|@kentut@
@flatulent@|@kembung@
@flaunting@|@hegeh@
@flavour@|@citarasa@
@flavouring@|@rencah@
@flaw@|@aib, cela@
@flea@|@kutu@
@fleeting of clouds@|@gemawan@
@flesh@|@daging@
@flexibility@|@keanjalan@
@flexible@|@anjal, lentur@
@flicker@|@kedip, kerlip@
@fling@|@baling, campak, humban@
@flirtatious@|@rambang mata@
@float@|@ambang, apung, katung, lampung, pelampung, umbang@
@floating@|@terkatung-katung@
@floating or drifting about@|@terapung@
@floating or drifting in great numbers@|@berapungan@
@flog@|@belasah@
@flood@|@bah, banjir@
@floor@|@lantai, tingkat@
@floral@|@berbunga-bunga@
@flounder@|@gelepar@
@flour@|@tepung@
@flourishing@|@subur@
@flout or disobey openly@|@cemuh@
@flow@|@alir, cucur@
@flower@|@bunga, bunga, puspa@
@flower bud@|@kuntum@
@flower vase@|@pasu bunga@
@flower-pot@|@pasu@
@flowers arranged in a vase@|@jambang, jambangan@
@flowery@|@berbunga-bunga@
@fluency@|@kefasihan@
@fluent@|@fasih, fasih, lancar, petah@
@fluffy@|@gebu@
@fluid@|@bendalir@
@fluorescent light@|@kalimantang@
@flushing of face@|@bera@
@flute@|@seruling@
@flutter@|@gelepar, gelupur, kelepur@
@fly (of flag)@|@kibar@
@flying fox@|@keluang@
@flyover@|@jejambat, jejantas@
@foam@|@buih, busa@
@foaming@|@berbuih@
@focus@|@tumpuan@
@foe@|@musuh, seteru@
@foetus@|@janin, lembaga@
@fog@|@kabut@
@foggy@|@berkabut@
@fold@|@kandang@
@foliage@|@rimbun@
@follow@|@ikut@
@follow blindly@|@ikut-ikutan@
@followed by@|@beriringan@
@follower@|@pengikut, umat@
@follower or convert (religion)@|@penganut@
@following@|@berikut, berikut@
@following that@|@berikutan@
@following the same course@|@sehaluan@
@follow-up@|@susulan@
@fond of chatting@|@becok@
@fondness@|@kasih sayang@
@food@|@makanan, santapan@
@food fried in coconut oil@|@rendang@
@food)@|@nyaman@
@fool (of Malay folklore)@|@kaduk@
@foolish@|@bebal@
@foot@|@kaki@
@foot (leg)@|@kaki@
@football field@|@padang bola@
@footsore@|@lecet@
@footstep@|@derap, jejak@
@footwear@|@kaus kaki@
@for@|@bagi, demi, untuk, untuk@
@for centuries@|@berabad-abad@
@for hours@|@berjam-jam@
@for several months@|@berbulan-bulan@
@for the sake of@|@kerana@
@for this reason@|@justeru@
@for window@|@birai@
@forbidden@|@haram@
@force@|@kekerasan@
@forced open@|@terbongkar@
@forceps@|@angkup@
@forearm@|@lengan@
@forehead@|@dahi@
@foreign@|@asing, dagang@
@foreigner@|@orang asing@
@foremost@|@terdepan@
@foreskin@|@kulup@
@forest@|@belantara, hutan, rimba@
@forestry@|@perhutanan@
@foreword@|@prakata@
@forfeited@|@sita@
@forget@|@lupa@
@forgive me@|@maafkan saya@
@forgiveness@|@ampun, keampunan, maaf@
@fork@|@canggah, garpu@
@forked@|@bercanggah, bercanggahan@
@form@|@bentuk, rupa@
@form (document)@|@borang@
@form or grade (in school)@|@tinkatan@
@formal@|@rasmi@
@formal address or speech (royal)@|@titah@
@formalisation of matrimony@|@ijab kabul@
@formation@|@pembentukan@
@formed@|@terbentuk@
@former@|@bekas, dahulu@
@formic acid@|@cuka getah@
@forming a line or row@|@berbanjar@
@formula@|@rumus@
@fornication@|@mukah@
@fort@|@kota@
@forthwith@|@lantas@
@fortified@|@berbenteng@
@fortify@|@membentengi@
@fortress@|@benteng, kubu@
@fortunate@|@berbahagia@
@fortunately@|@mujur@
@fortune@|@tuah@
@fortune-teller@|@nujum@
@fortune-telling@|@tilik nasib@
@forward part@|@hadapan@
@foster brother@|@abang angkat@
@foul-smelling@|@hancing@
@found@|@terdapat, terjumpa@
@foundation@|@alas, landas@
@foundation (institution or fund)@|@yayasan@
@foundation for a theory@|@asas@
@founded or based on@|@berasas@
@founder@|@pengasas@
@four@|@empat@
@fourth@|@keempat@
@fourth month of the Muslim calendar@|@Rabiulakhir@
@fowl@|@ayam@
@fraction@|@pecahan@
@fraction (numbers)@|@pecahan@
@fracture@|@patah@
@fragile@|@rapuh@
@fragmented@|@berkeping-keping@
@fragrance@|@bau-bauan, haruman, wangi@
@fragrant@|@harum, mengharum, semerbak@
@frail@|@lemah@
@frame@|@bingkai@
@framework@|@alas, kerangka@
@frangipani@|@kemboja@
@frank@|@ikhlas, lurus@
@frankly@|@terang-terang@
@fraud@|@honar, tipu@
@free@|@bebas, luang, merdeka@
@free (from care)@|@senang@
@free (gratis)@|@percuma@
@free (liberty)@|@bebas@
@free (of time)@|@lapang@
@free (without any charge)@|@percuma@
@free of charge@|@percuma@
@freedom@|@kebebasan@
@French@|@orang Perancis, Perancis@
@frequency@|@kekerapan@
@frequent@|@kerap@
@frequently@|@sering, seringkali@
@fresh@|@nyaman, segar@
@fretwork@|@kerawang@
@friable@|@lambuk, peroi, rapuh@
@friction@|@geseran@
@Friday@|@Jumaat@
@fried@|@goreng@
@fried chips of banana@|@kerepek@
@fried rice@|@nasi goreng@
@friend@|@handai, kawan, kawan, rakan, sahabat, taulan, teman@
@friendly@|@mesra, ramah, ringan mulut@
@friendship);@|@hancur luluh@
@frighten@|@gera@
@frightened@|@cemas, gerun@
@frightful@|@seram@
@frill@|@jumbai@
@fringe@|@susur@
@fringes@|@rambu-rambu@
@frizzy@|@kerinting@
@frog@|@katak, kodok@
@from (a person)@|@daripada@
@from (a place)@|@dari@
@from (person)@|@daripada@
@from (place or time)@|@dari@
@from generation to generation@|@turun-temurun@
@from time immemorial@|@azali@
@frond of palm t@|@pelepah@
@front@|@barisan, depan, hadap@
@front page@|@muka depan@
@front portion of house@|@pekarangan@
@frontier area@|@perbatasan@
@froth@|@busa@
@frown@|@kerut@
@frozen@|@beku@
@frugal@|@hemat@
@fruit@|@buah@
@fruitful@|@berhasil@
@fruits@|@buah-buahan@
@fruits preserved in syrup@|@halwa@
@frustrated@|@hampa, hampa hati, kecewa@
@frustration@|@kehampaan, kekecewaan@
@fry@|@goreng, goreng@
@frying-pan@|@kuali@
@fuel@|@bahan api@
@fulfil@|@kabul@
@fulfilled@|@makbul, terkabul@
@full@|@bekat, jenuh, penuh, tepu, tumpat@
@full (of grain)@|@bernas@
@full (of stomach)@|@sebu@
@full moon@|@bulan purnama, purnama@
@full of enthusiasm@|@kobar@
@full of initiative@|@cergas@
@full of streaks and scratches@|@coreng-moreng@
@full stop@|@noktah@
@fullness (of stomach)@|@kekenyangan@
@fumigation@|@pengasapan@
@function@|@kegunaan@
@fund@|@tabung@
@fundamental@|@asasi@
@fungus@|@kulat@
@funnel@|@corong, jorong@
@funny@|@aneh, kelakar, lucu@
@fur@|@bulu@
@furious@|@membara@
@furious (o@|@kecamuk@
@furled@|@terkuncup@
@furnace@|@relau@
@furniture@|@perabot@
@furrow@|@alur, galur@
@furthermore@|@syahdan@
@fuse@|@lakur@
@fussy@|@cerewet@
@futile@|@sia-sia@
@future@|@masa depan, masa hadapan@
@future (adj.)@|@bakal@
@gain as interest@|@dapat@
@gait@|@lenggok@
@gallant@|@gagah@
@gallery@|@beranda@
@gamble@|@judi, perjudian, tikam dadu@
@gambler@|@kaki judi, penjudi@
@gamboling movement@|@lonjakan@
@game@|@mainan@
@gang@|@regu@
@gangrene@|@kelemayuh@
@gangster@|@samseng@
@gap@|@jurang, sela@
@gap (in teeth@|@rongak@
@gap between teeth@|@gigi rongak@
@garbage@|@sampah@
@garbage of all sorts@|@sampah sarap@
@garden@|@kebun, kebun, taman@
@gardener@|@pekebun, tukang kebun@
