@Malay@|@English@
@bercuti@|@to be on holiday@
@berdaftar@|@registered@
@berdagang@|@to trade@
@berdaham@|@to hum, to clear throat especially to attract@
@berdakap@|@to embrace or hug@
@berdakap-dakapan@|@embracing one another@
@berdakwah@|@to preach@
@berdalih@|@to give excuses@
@berdalih-dalihan@|@to blame one another@
@berdamai@|@to make peace@
@berdampingan@|@adjacent, adjoining, side by side, close@
@berdandan@|@adorned@
@berdarah@|@bloody, bleeding@
@berdarjat@|@of high rank or status@
@berdasarkan@|@based upon@
@berdaulat@|@sovereign, supreme@
@berdaun@|@having leaves@
@berdaya@|@to have the ability@
@berdayung@|@rowing (boat)@
@berdebar@|@to throb or palpitate@
@berdebu@|@dusty@
@berdekat@|@to be nearby@
@berdekatan@|@nearby@
@berdemi@|@to swear by the name of God@
@berdendam@|@having a grudge@
@berdendang@|@to sing gaily@
@berdengki-dengkian@|@jealous, envious@
@berdengking@|@to yelp, to squeal@
@berdengkur@|@to snore@
@berdengung@|@to buzz@
@berdentum@|@to make a loud bang@
@berdenyut@|@to pulsate, to throb, to beat (heart)@
@berdepan@|@face to face@
@berderam-deram@|@to rumble@
@berderet@|@in rows@
@berderet-deret@|@lined up in rows@
@berderetan@|@lined up in rows@
@berdering@|@to ring (of phone), to chirp@
@berdetik@|@ticking@
@berdiang@|@to bask@
@berdikit-dikit@|@bit by bit@
@berdindingkan@|@walled@
@berdiri@|@to stand@
@berdoa@|@to beg, to pray@
@berdosa@|@to be sinful@
@berdua@|@both@
@berdua-dua@|@two by two@
@berdua-duaan@|@the only pair@
@berdukacita@|@to grieve@
@berdukung@|@to be seated astride the back or waist@
@berduri@|@thorny@
@berdusta@|@to lie@
@berduyun-duyun@|@in a swarm or crowd@
@beredar@|@to circulate, to distribute@
@berehat@|@rest@
@berekor@|@having a tail@
@berembun@|@wet with dew@
@berempat@|@group of four@
@berenang@|@swim@
@berenga@|@maggot@
@berepa lama?@|@how long?@
@bererti@|@having a meaning@
@beres@|@in order, settled@
@berfaedah@|@beneficial, useful@
@berfahaman@|@school of thought@
@berfikir@|@to think@
@berfikiran@|@having the ability to think and to form@
@berfoya-foya@|@to relax, to enjoy oneself@
@bergabung@|@to affiliate, united@
@bergadai@|@to mortgage, to pawn@
@bergaduh@|@to quarrel@
@bergaji@|@salaried@
@bergalah@|@using a pole@
@bergambar@|@illustrated, to be photographed@
@berganda@|@doubled@
@berganda-ganda@|@many times more@
@berganding@|@alongside@
@bergandingan@|@alongside@
@berganjak@|@to move or budge slightly@
@berganti@|@in substitution for@
@berganti-ganti@|@taking turns@
@bergantung@|@to depend on@
@bergantungan@|@hanging in great numbers@
@bergaul@|@to be together in a friendly way@
@bergaung@|@to echo@
@bergaya@|@having style, stylish@
@bergayut@|@to hang@
@bergayutan@|@to hang in large numbers@
@bergegar@|@to shake, to rumble@
@bergegas-gegas@|@to hurry@
@bergejolak@|@to flare up@
@bergelar@|@titled@
@bergelempang@|@sprawling@
@bergeliga@|@sharp-witted, ingenious@
@bergelimpangan@|@to sprawl@
@bergelombang@|@in waves@
@bergelora@|@to rise or move like waves, stormy@
@bergelumang@|@dirty@
@bergelung@|@coiled up@
@bergelut@|@to struggle to get free@
@bergema@|@to resound@
@bergembira@|@to rejoice@
@bergemerlapan@|@to glitter@
@bergemuruh@|@to thunder, thunderous@
@bergenang@|@stagnant, filled with tears@
@bergerak@|@to move@
@bergeromboi@|@to group together@
@bergesek@|@to grate, to scrape@
@bergesel@|@to rub each other@
@bergeser@|@to rub, to shift@
@bergetah@|@sticky, having latex@
@bergetar@|@to tremble, quivering@
@bergiat@|@working eagerly@
@bergigi@|@toothed@
@bergilir@|@to take turns@
@bergilir-gilir@|@to take turns@
@bergincu@|@wearing lipstick@
@bergolak@|@to boil, disturbed or confused@
@bergolek@|@to roll@
@bergomol@|@to wrestle@
@bergoncang@|@to shake@
@bergondol@|@bald, leafless@
@bergores@|@scratched@
@bergotong-royong@|@to cooperate@
@bergoyang@|@to shake, to sway@
@berguguran@|@dropping in large numbers@
@berguling@|@to roll@
@bergulingan@|@rolling over and over@
@bergulung@|@rolled up, rolling, winding@
@bergumpal@|@lumpy@
@bergumpal-gumpal@|@in clods or lumps, in clots@
@berguna@|@useful@
@bergurau@|@to joke@
@berguru@|@having a teacher@
@bergusti@|@to wrestle@
@berhabis@|@to squander@
@berhabis-habisan@|@to the best of one's ability and@
@berhablur@|@to become crystallised@
@berhabuk@|@dusty@
@Berhad@|@Limited@
@berhadap-hadapan@|@face-to-face@
@berhadapan@|@to face@
@berhajat@|@to have the intention@
@berhajatkan@|@to wish for@
@berhak@|@having the right, to be entitled@
@berhala@|@idol, image, fetish, worshipped object@
@berhaluan@|@to follow a course@
@berhamburan@|@scattered@
@berhambus@|@to go away@
@berhampiran@|@to be near, near by@
@berhantu@|@haunted@
@berhantuk@|@to bump or knock into@
@berhanyut-hanyut@|@to drift@
@berharap@|@to hope, to wish@
@berharapkan@|@to hope for@
@berharga@|@valuable@
@berhari-hari@|@day after day@
@berharta@|@having property, wealthy@
@berhasil@|@successful, fruitful@
@berhasrat@|@to have a desire@
@berhati binatang@|@cruel@
@berhati-hati@|@cautious@
@berhemat@|@to be careful, to be thrifty@
@berhempas pulas@|@to work very hard@
@berhenti@|@to stop@
@berhenti@|@stop@
@berhiba hati@|@sorrowful@
@berhijrah@|@to migrate@
@berhimpitan@|@pushing, pressing, squeezing, crushing@
@berhimpun@|@to assemble, to gather@
@berhitung@|@to count@
@berhormat@|@respected@
@berhubung@|@regarding, in respect of@
@berhubungan@|@having regards to@
@berhujah@|@to wrangle, to contend, to argue@
@berhujan@|@to expose oneself to the rain@
@berhuni@|@inhabited@
@berhutang@|@to owe@
@beri@|@give@
@beria-ia@|@truly, really@
@berikhtiar@|@to endeavour@
@berikrar@|@to promise, to pledge@
@beriktikad@|@having the intention@
@berikut@|@following@
@berikut@|@next, following@
@berikutan@|@following that@
@berilmu@|@learned@
@berimbang@|@balanced, equal, matched, to balance@
@berinai@|@to have henna applied@
@beringat-ingat@|@to be careful, to be aware@
@beringin@|@banyan tree@
@beringus@|@having a runny nose@
@berirama@|@rhythmic@
@beriringan@|@walking together, followed by@
@berisi@|@to contain@
@beristeri@|@to be married (of a man)@
@berita@|@news@
@berita angin@|@rumour@
@berita kilat@|@newsflash@
@beritahu@|@inform@
@berjabat@|@to shake hands (in greeting)@
@berjaga@|@to guard@
@berjaga-jaga@|@to be on guard, to be careful, to be@
@berjaja@|@to hawk, to peddle goods@
@berjajar@|@in a row, next to each other@
@berjalan@|@to walk@
@berjalan kaki@|@to walk@
@berjalan-jalan@|@to take a walk@
@berjalur-jalur@|@striped@
@berjam-jam@|@for hours@
@berjamu@|@to feast@
@berjanggut@|@bearded@
@berjangkit@|@infectious, infected@
@berjanji@|@promise@
@berjanji@|@to promise@
@berjarak@|@to be at a distance@
@berjasa@|@to fulfil one's duty@
@berjauhan@|@far apart@
@berjawab@|@answered@
@berjawatan@|@holding a post@
@berjaya@|@to succeed, successful@
@berjela@|@to trail@
@berjela-jela@|@to trail@
@berjemur@|@to sunbathe, to bask@
@berjenaka@|@to joke@
@berjenama@|@branded@
@berjengket@|@to tiptoe@
@berjenis-jenis@|@of many types, a variety@
@berjimat:thrifty, prudent@|@menjimatkan@
@berjinak-jinak@|@to familiarise with@
@berjiran@|@to have as a neighbour, neighbouring@
@berjiwa@|@to be alive@
@berjodoh@|@to take as a spouse@
@berjoget@|@to dance the joget@
@berjual@|@to sell@
@berjual beli@|@to trade@
@berjuang@|@to fight, to struggle@
@berjudi@|@to gamble@
@berjudul@|@having a title@
@berjujuh@|@to trickle@
@berjumlah@|@having a total of@
@berjumpa@|@to meet@
@berjumpa@|@to meet with@
@berjuntai@|@dangling, pendulous@
@berjuta-juta@|@millios of@
@berkabung@|@to mourn@
@berkabut@|@foggy@
@berkadar@|@proportional@
@berkahwin@|@to marry@
@berkaitan@|@having a connection or correlation@
@berkala@|@periodical@
@berkali-kali@|@repeatedly@
@berkampung@|@to assemble@
@berkancing@|@to have a fastener@
@berkanji@|@starched, starchy@
@berkaparan@|@scattered@
@berkarat@|@rusty, to rust@
@berkas@|@bundle@
@berkasih-kasihan@|@to be in love with each other@
@berkat@|@boon, benefit, blessing@
@berkata-kata@|@to chatter@
@berkatup@|@closed@
@berkawal@|@on guard@
@berkawan@|@to be friends, to have friends@
@berkawan-kawan@|@in groups of friends@
@berkayuh@|@to row, to paddle@
@berkebolehan@|@capable, talented@
@berkebun@|@to do gardening, to do farming@
@berkecai@|@to shatter, shattered@
@berkecimpung@|@to dabble, to plunge in, to be involved;@
@berkecuali@|@neutral@
@berkedai@|@to be a shopkeeper@
@berkedut@|@wrinkled@
@berkehendak@|@to wish for@
@berkehendakkan@|@to want, to require@
@berkejap@|@to blink@
@berkejar-kejaran@|@to chase one another@
@berkekalan@|@to be everlasting, to be permanent@
@berkelah@|@to picnic@
@berkelahi@|@to quarrel@
@berkelakar@|@to joke, to jest@
@berkelana@|@to wander@
@berkeliling@|@around@
@berkelip-kelip@|@to blink, to twinkle, to wink@
@berkelok@|@bent, curved@
@berkelompok-kelompok@|@in groups, in clusters@
@berkeluarga@|@having a family@
@berkelubung@|@veiled, hooded@
@berkeluh-kesah@|@to moan@
@berkeluk-keluk@|@winding@
@berkemas@|@to pack, to clear away@
@berkemban@|@to tie the cloth (sarong) above the bosom@
@berkembang@|@to expand, to enlarge, to blossom@
@berkenaan@|@in connection with, in relation to@
@berkenaan dengan@|@about (concerning something)@
@berkenalan@|@having acquaintance with@
@berkenan@|@to agree, to assent@
@berkepak@|@winged@
@berkepak-kepak@|@to flap (for wings)@
@berkeping-keping@|@in pieces, fragmented@
@berkepung@|@to besiege@
@berkeras@|@to act harshly, stubborn@
@berkeringat@|@to sweat, sweating@
@berkerumun@|@to besiege, to throng, to swarm@
@berkerut@|@wrinkled, to frown@
@berkesan@|@effective@
@berkesot@|@to drag@
@berketuk@|@to crow like a rooster, to rap (of engine)@
@berketul-ketul@|@lumpy@
@berkhasiat@|@nutritious@
@berkhayal@|@to daydream, to fantasise@
@berkhemah@|@to camp@
@berkhidmat@|@to serve, to work@
@berkhutbah@|@to deliver a sermon@
@berkibar@|@to fly (a flag)@
@berkicau@|@to chirp@
@berkilat@|@shiny@
@berkilat@|@to shine, to flash@
@berkilat-kilat@|@shining, glittering, glossy@
@berkilau-kilau@|@to sparkle, to glitter@
@berkira@|@calculated@
@berkirim@|@to send@
@berkisar@|@to revolve, to rotate@
@berkobar@|@to flare up@
@berkocak@|@agitated, stirred@
@berkokok@|@to crow@
@berkongsi@|@to enter into a partnership@
@berkorban@|@to offer as sacrifice@
@berkuasa@|@having the power or authority@
@berkuatkuasa@|@to be in effect, to be enforced@
@berkubang@|@to wallow@
@berkuli@|@to work as a labourer@
@berkumpul@|@to gather, to assemble@
@berkumur@|@to gargle@
@berkunjung@|@to visit@
@berkurangan@|@lacking@
@berkursus@|@to attend a course@
@berlian@|@diamond@
@bermain@|@to play@
@bernama@|@to be named@
@bernas@|@full (of grain), highly spirited (of speech), fac@
@berombak@|@wavy@
@berontak@|@rebel, revolt@
@berotak@|@brainy, clever@
@beroti@|@batten@
@berpatutan@|@reasonable@
@berpendidikan@|@educated@
@berpenduduk@|@populated@
@berpengalaman@|@experienced@
@berpenghuni@|@inhabited@
@berpindah@|@to move@
@bersaing@|@to compete, in the company of, side by side@
@bersama@|@together@
@bersarapan@|@to have breakfast@
@bersebelahan@|@side by side, near@
@bersekedudukan@|@to live together@
@bersembahyang@|@to pray@
@bersenam@|@to exercise@
@bersih@|@clean@
@bersin@|@sneeze@
@bersut@|@glower, scowl@
@bersyukur@|@to give thanks@
@bertih@|@rice fried in the husk@
@bertih jagung@|@popcorn@
@bertolak@|@to depart@
@beruang@|@bear@
@berudu@|@tadpole@
@beruk@|@monkey@
@berumur@|@to have the age (of)@
@berus@|@brush@
@berus gigi@|@tooth brush@
@besan@|@parents of a married couple@
@besar@|@big@
@besar hati@|@proud, elated@
@besar kepala@|@stubborn, conceited, big-headed@
@besar mulut@|@boastful@
@besar-besaran@|@grand, on a large scale@
@besi@|@iron (metal)@
@besi baja@|@steel@
@besi berani@|@magnet@
@besok@|@tomorrow@
@bestari@|@well-bred, intelligent@
@besut@|@refine metal@
@beta@|@I, me (used by king)@
@betah@|@recovered, accustomed@
@betapa@|@how (emphasising the degree)@
@betik@|@papaya@
@betina@|@female@
@beting@|@sandbar, sandbank@
@betis@|@calf (leg)@
@betis@|@calf (of leg)@
@betul@|@correct, right (accurate)@
@betul@|@correct, true@
@betul-betul@|@truly, exactly, really@
@betung@|@a large type of bamboo@
@beza@|@difference@
@biadab@|@impolite, discourteous@
@biak@|@prolific, productive, fertile@
@biar@|@let, allow@
@biar@|@let@
@biara@|@convent, monastery@
@bias@|@deflect, refract@
@biasa@|@accustomed to (used to)@
@biasa@|@habitual, usual, ordinary@
@biasan@|@refraction, diversion@
@biasanya@|@usually@
@biasiswa@|@scholarship@
@biawak@|@iguana@
@biaya@|@cost, expenses@
@bibir@|@lip@
@bicara@|@discussion@
@bicu@|@jack (for lifting heavy objects)@
@bidaah@|@heresy@
@bidadari@|@houri (beautiful woman of the Muslim paradise)@
@bidai@|@blinds, screen@
@bidak@|@pawn@
@bidal@|@thimble@
@bidalan@|@proverb@
@bidan@|@midwife@
@bidang@|@domain, field or range of activity, numeral coeff@
@bidas@|@criticise, spring back or rebound@
@bidik@|@aim at@
@biduan@|@male singer@
@biduanda@|@pageboy, valet@
@biduanita@|@female singer@
@bijak@|@judicious, smart, wise@
@bijaksana@|@judicious, smart, wise@
@bijan@|@sesame seed@
@biji@|@seed, grain, pip, numerical coefficient for fruit@
@biji@|@classifier(used for counting spherical objects@
@biji-bijian@|@cereals@
@bijih@|@ore@
@bijih besi@|@iron ore@
@bijih timah@|@tin ore@
@bijirin@|@cereal@
@bikin@|@make@
@bikinan@|@product, creation@
@biku@|@edging, trimming@
@bil@|@bill@
@bila@|@when@
@bila@|@when, if@
@bila-bila@|@whenever@
@bilah@|@blade (of knife or sword), lath, numerical coeffi@
@bilal@|@muezzin@
@bilang@|@calculate, count, tell, repeat@
@bilangan@|@number, amount, quantity@
@bilas@|@rinse, wash, cleanse@
@bilasan@|@cleansing, rinsing@
@bilik@|@room@
@bilik air@|@washroom@
@bilik kakitangan@|@staff room@
@bilik makan@|@dining room@
@bilik mandi@|@bathroom@
@bilik tidur@|@bedroom@
@bilis@|@bloodshot eye@
@bimbang@|@to worry@
@bimbang@|@fearful, worried, anxious, nervous@
@bimbing@|@lead, guide@
@bimbingan@|@guidance, tuition, advice@
@bimbit@|@carry dangling in the hand@
@bin@|@son of@
@bina@|@construct, build@
@binaan@|@something built or constructed@
@binasa@|@destroyed, ruined@
@binatang@|@animal@
@bincang@|@discuss@
@bincut@|@lump, swelling@
@bingal@|@stubborn@
@bingit@|@deafening@
@bingka@|@a type of cake made from tapioca@
@bingkah@|@nugget, chunk@
@bingkai@|@frame@
@bingkas@|@bounce, rebound@
@bingkis@|@parcel, package@
@bingkisan@|@a gift or present@
@bingung@|@bewildered, confused@
@bini@|@wife@
@bintang@|@star@
@binti@|@daughter of@
@bintik@|@spot, dot@
@bintil@|@nodule, pimple@
@biola@|@violin@
@birai@|@blind or screen, esp. on roller, for window, balu@
@biras@|@relationship between two brothers' wives or betwe@
@biri-biri@|@sheep@
@biru@|@blue@
@biru lebam@|@blue black@
@biru muda@|@light blue@
@bisa@|@venom, malice@
@bisik@|@whisper@
@bisikan@|@a murmur, a whisper@
@bising@|@noisy@
@biskop@|@bishop@
@bistari@|@expert, skilled@
@bisu@|@mute or dumb@
@bisul@|@boil, abscess@
@bius@|@anesthesia@
@bobok@|@sleep@
@bocor@|@leaking, a leak@
@bodoh@|@stupid@
@bogel@|@nude, naked@
@boh@|@cow's moo@
@bohong@|@lie, bluff@
@bola@|@ball@
@bola keranjang@|@basket ball@
@bolak-balik@|@vacillation@
@boleh@|@can, able to, permitted to@
@boleh@|@can, may@
@boleh jadi@|@maybe@
@bolos@|@pierced, penetrated, stripped off (hair, feathers@
@bolot@|@wrap up@
@bomba@|@fire brigade@
@bomoh@|@Malay medicine-man@
@bonceng@|@sponger, ride pillion@
@bonda@|@mother@
@boneka@|@doll, puppet@
@bonggol@|@hump@
@bongkah@|@block or solid piece@
@bongkak@|@arrogant, boastful@
@bongkar@|@unpack, unload@
@bongkar-bangkir@|@in disorder@
@bongkok@|@hunchback@
@bongsu@|@youngest (of children), lowest (of rungs of ladde@
@bonjol@|@a bulge, a lump@
@boo@|@exclamation of disapproval@
@bopeng@|@pock-marked@
@bor@|@tool for drilling@
@borak@|@talk idly@
@borang@|@form (document)@
@borek@|@speckled, spotted@
@borong@|@wholesale@
@boros@|@extravagant@
@borosan@|@extravagance@
@bosan@|@bored@
@bot@|@boat@
@botak@|@bald@
@boyak@|@drab, dull, uninteresting, tasteless@
@boyot@|@pot-bellied@
@buah@|@classifier (used for counting most objects@
@buah@|@fruit, numeral coefficient for large objects@
@buah betik@|@papaya@
@buah fikiran@|@opinion, thought@
@buah hati@|@sweetheart@
@buah jambu@|@guava@
@buah pinggang@|@kidney@
@buah-buahan@|@fruits@
@buai@|@swing, rock, sway@
@buaian@|@a cradle, a swing@
@buak@|@effervescence@
@bual@|@converse@
@bualan@|@talk, chatter, conversation@
@buang@|@discard, throw@
@buangan@|@something that has been discarded@
@buas@|@savage, uncivilised, wild@
@buasir@|@pile, haemorrhoid@
@buat@|@make@
@buat@|@make, do or perform@
@buat sementara@|@temporarily@
@buat-buatan@|@pretence@
@buatan@|@brand, manufactured by, product of@
@buaya@|@crocodile@
@buaya darat@|@thief, scoundrel@
@bubar@|@disband, disperse, scatter@
@bubu@|@fish-trap made of bamboo and rattan@
@bubuh@|@put, add, affix@
@bubuk@|@woodworm@
@bubul@|@cobble, mend roughly@
@bubur@|@porridge@
@bucu@|@corner, angle@
@budak@|@child@
@budak lelaki@|@boy@
@budak perempuan@|@girl@
@budaya@|@culture@
@budayawan@|@cultured person@
@budi@|@kindness, good deed@
@budi bahasa@|@good manners@
@budi bicara@|@discretion, common-sense@
@budi pekerti@|@disposition, character@
@budiman@|@wise, generous@
@bugar@|@strong and healthy@
@buih@|@foam@
@bujang@|@celebate, unmarried man, bachelor@
@bujang@|@bachelor@
@bujuk@|@persuade, coax@
@bujukan@|@persuasion@
@bujur@|@oblong, oval, longitudinal@
@buka@|@open@
@bukaan@|@an opening or aperture@
@bukan@|@non-, not, does not@
@bukan@|@no, not (mainly used with nouns & pronouns)@
@bukan-bukan@|@absurdity, nonsense@
@bukit@|@hill@
@bukti@|@evidence, proof@
@buku@|@book@
@buku@|@book, loaf (of bread), knot (in wood), n@
@buku lima@|@fist@
@bulan@|@month@
@bulan@|@moon, month@
@bulan madu@|@honeymoon@
@bulan purnama@|@full moon@
@bulan sabit@|@crescent@
@bulanan@|@monthly@
@bulang@|@band, strip, head-dress@
@bulangan@|@ribbon@
@bulat@|@circular, round, spherical@
@bulatan@|@circle, traffic roundabout@
@bulbul@|@nightingale@
@buli-buli@|@small flask or jug, small gland@
@bulu@|@fur, body hair, feathers@
@bulu babi@|@sea-urchin@
@bulu kambing@|@wool@
@bulu kening@|@eyebrows@
@buluh@|@bamboo@
@bulur@|@hungry@
@bumbung@|@roof@
@bumi@|@earth, dry land@
@buncit@|@distended, bloated@
@bundar@|@round, globular@
@bunga@|@flower@
@bunga@|@flower, interest (monetary)@
@bunga api@|@sparklers@
@bunga kobis@|@cauliflower@
@bunga-bungaan@|@all kinds of flowers@
@bungkal@|@lump, weight@
@bungkam@|@quiet, speechless@
@bungkus@|@wrap up@
@bungkusan@|@parcel, package@
@bunian@|@invisible forest elf or spirit@
@buntak@|@short and stout@
@buntal@|@bloated, pot-bellied, globe-fish@
@buntang@|@wide open and staring (of eyes)@
@buntil@|@cloth knapsack@
@bunting@|@pregnant (of animals)@
@buntu@|@blocked or closed@
@buntut@|@bottom or buttocks@
@bunuh@|@kill@
@bunyi@|@sound@
@bunyi-bunyian@|@music@
@buru@|@hunt@
@buruh@|@labourer, worker@
@buruj@|@constellation of stars@
@buruk@|@bad, ugly@
@buruk@|@ugly@
@buruk laku@|@ill-mannered@
@buruk makan@|@gluttonous@
@buruk sangka@|@prejudiced@
@buruk siku@|@to take back what has been given@
@burung@|@bird@
@burut@|@hernia@
@busa@|@froth, foam@
@busuk@|@rotten, bad, putrid@
@busung@|@bloated, distended@
