@English@|@Ainu@
@is@|@tasi (vi)@
@is@|@ne (vi)@
@island@|@siri (n)(g)(x)²@
@island@|@rep-un-sir (n)@
@island@|@sir (n)²@
@it@|@ani (pr3)(s)@
@itch@|@mayayke (vt)@
@itch@|@mayayke-tasum (n)@
@itch@|@mayemaye (vi)@
@itch@|@mayamaya (vi)@
@itch@|@mayrototke (vi)@
@its@|@kor (pr)(g)@
@its@|@kon (pr)(g)@
@its@|@kora (pr)(g)@
@January@|@rucup (n)@
@Japan@|@samor-mosir (n)@
@Japan@|@samay-mosir (n)@
@Japanese@|@samor-un-kur (n)@
@Japanese@|@samo (n)@
@Japanese@|@samay-un-kur (n)@
@Japanese@|@sisam (n)@
@jar@|@op (n)¹@
@jealous: be ~ of another@|@yaytunnap (vt)@
@jellyfish@|@humpe-etor (n)@
@jellyfish@|@etorpo (n)@
@join (as rafter)@|@rasu (vi)@
@juice@|@pe (n)²@
@juice@|@pehe (n)@
@jump@|@terke (vi)@
@jump@|@rimse (vi)@
@June@|@momawta-cup (n)@
@June@|@sinan-cup (n)@
@just so@|@ene-ene (adv)@
@kick@|@otetterke (vt)@
@kick@|@oterke (vt)@
@kidney@|@ramor (n)@
@kidney: fish ~@|@teyhur (n)@
@kill@|@koyki (vt)@
@kill@|@kewe-uk (vt)@
@kill@|@ronnu (vt)(p)@
@kill@|@rayke (vt)(s)@
@kill@|@ronno (vt)(p)@
@killer whale@|@rep-un-kamuy (n)@
@kind@|@ramuhawke (vi)@
@kind@|@tapan (adv)@
@kind@|@ramuhawke (adj)@
@kindling@|@nina (n)¹@
@kindness@|@renka (n)@
@kiss@|@caro-nunnun (vt)@
@kite: black ~ [bird]@|@yator (n)@
@kite: black ~ [bird]@|@yatot (n)@
@kite: black ~ [bird]@|@yatotta (n)@
@kite: black ~ [bird]@|@yattuy (n)¹@
@knead@|@yuppa (vt)@
@knife@|@makiri (n)@
@knife@|@pakiri (n)@
@knife@|@tasi (n)¹@
@knife sheath@|@saya (n)@
@knife: flat ~ type@|@epesap (n)@
@knife: large ~@|@hepitoto (n)@
@knife: large pointless ~ type@|@nata (n)@
@knob@|@kom (n)¹@
@knobby@|@kom (n)¹@
@knock@|@kik (vt)@
@knock@|@yakpa (vi)(p)@
@knock@|@yaku (vi)@
@knock@|@yakka (vt)@
@knock@|@yak (vi)(s)@
@knock@|@kikkik (vt)@
@knot@|@ewpitte-kar (vt)@
@knot@|@ewpitte (n)@
@knot@|@ewkopitte-kar (vt)@
@knot@|@ewkopitte (n)@
@knot@|@ewkopitte-ki (vt)@
@knot@|@ewpitte-ki (vt)@
@knot: tie a ~@|@ewkopitte-kar (vt)@
@knot: tie a ~@|@ewpitte-ki (vt)@
@knot: tie a ~@|@ewkopitte-ki (vt)@
@knot: tie a ~@|@ewpitte-kar (vt)@
@knotty@|@kom (n)¹@
@know@|@kiri (vt)@
@know@|@wante (vi)@
@know@|@yay-amkire (vi)@
@know@|@eraman (vt)@
@know: anything ~n@|@eramampe (n)@
@know: don't ~@|@erampetek (vi)@
@know: don't ~@|@erampewtek (vi)@
@know: make ~n@|@eramante (vt)@
@knowing@|@ramu-an (adj)@
@knowingly@|@ramu-an-no (adv)@
@knowingly@|@eraman-no (adv)@
@knuckle@|@kom (n)¹@
@lace: boot ~@|@keyrat (n)@
@lace: shoe ~@|@keyrat (n)@
@lacking@|@sak (adv)@
@lacking@|@sak (adj)@
@lacking@|@sakno (adv)@
@lacquerware@|@sintoko (n)@
@lad@|@ekaci (n)@
@lad@|@hekaci (n)@
@lad@|@heykaci (n)@
@lagenorhynchus acutus@|@tuwayuk (n)@
@lagoon@|@ma (n)@
@lagoon@|@usor (n)@
@lake@|@mem (n)@
@lake@|@to (n)³@
@lame@|@hera (adj)@
@lamp@|@ratcako (n)@
@lamp@|@ratcaku (n)@
@land@|@siri (n)(g)(x)²@
@land@|@sir (n)²@
@land@|@toy (n)¹@
@land [shore]@|@ya (n)¹@
@language@|@itak (n)@
@language@|@itaki (n)(g)(x)@
@language@|@itakihi (n)(g)(x)@
@language: foreign ~@|@anun-itak (n)@
@language: strange ~@|@anun-itak (n)@
@language: strong ~@|@yupke-itak (n)@
@lappet@|@cinki (n)@
@large@|@ruy (adj)@
@large@|@poro (adj)@
@large@|@rue (adj)@
@large@|@rupne (adj)@
@large intestine@|@yospe (n)@
@larger@|@naa poro (adv)@
@last@|@hoske (adv)@
@last@|@sakne (adv)@
@last@|@hoski (adv)@
@last evening@|@numan-onuman (adv)@
@last evening@|@ukran (adv)@
@last month@|@sakne cup (adv)@
@last night@|@ukran (adv)@
@last year@|@sakne pa (adv)@
@late@|@ari (adj)¹@
@late@|@orawke (adj)@
@late@|@orawki (adj)@
@late: be ~@|@orawki (vi)@
@late: be ~@|@orawke (vi)@
@late: be too ~@|@orawki (vi)@
@late: be too ~@|@orawke (vi)@
@late: too ~@|@orawke (adj)@
@late: too ~@|@orawki (adj)@
@laugh at@|@emina (vt)@
@lay (as snow)@|@sokkar (vi)@
@lay hold on@|@ani (vt)@
@lazy@|@katupase (adj)@
@lazy@|@katu-toranne (adv)@
@lead@|@tura (vt)@
@leaf@|@hamu (n)(g)(x)@
@leaf@|@hamuhu (n)(g)(x)@
@leaf@|@ham (n)@
@leaf: fallen ~ves@|@komam (n)@
@leaf: tree ~es@|@ni-hamu (n)@
@leak@|@apa (vi)@
@learned@|@ramu-an (adj)@
@leather@|@tonto (n)@
@leave@|@asureka (vi)@
@leave (behind)@|@hoppa (vt)@
@leave off work@|@simakoraypa (vi)(p)@
@leave off work@|@simakoray (vi)(s)@
@leave one's parents@|@saot (vt)@
@leaves@|@kom (n)²@
@leech@|@sas (n)¹@
@left@|@hariki (adj)@
@left@|@haraki (adj)@
@left side@|@hariki (adj)@
@left side@|@harikimon (adv)@
@left side@|@haraki (adj)@
@left: on the ~@|@harikimon (adv)@
@left: on the ~@|@hariki (adj)@
@left: on the ~@|@haraki (adj)@
@left: on the ~ side@|@hariki-sam (adv)@
@leg@|@cikir (n)¹@
@leg@|@kiri (n)¹@
@leg@|@kemaha (n)(g)(x)@
@leg@|@kema (n)@
@leg@|@cinika (n)@
@legend@|@yukar (n)@
@legging: fish-skin ~s@|@cepkap-hos (n)@
@leggings@|@hosihi (n)(g)(x)@
@leggings@|@hosi (n)(g)(x)@
@leggings@|@hos (n)@
@leggings for the dead@|@wen-hos (n)@
@legume@|@mame (n)@
@length@|@epes (n)@
@let's…@|@ro (n)@
@let go@|@hepita (vi)@
@letter@|@yupin (n)@
@letter@|@yupin-kampi (n)@
@letter (missive)@|@kampi (n)@
@lice@|@simayma (n)@
@lichen@|@sinrus (n)@
@lick@|@kem (vt)@
@lid: put the ~ on@|@kasi-putu-unu (vt)@
@lie in wait@|@yonkoror (vt)@
@lie in wait@|@yonkor (vt)@
@life@|@kaskamuy (n)@
@light@|@peker (n)@
@light@|@hawke (adj)@
@light@|@hawke (vi)@
@light [wight]@|@kosne (adj)@
@lightly@|@kosne (adj)@
@like that@|@ene-ani (adv)@
@like this@|@ene-ani (adv)@
@limit@|@etok (n)@
@line@|@naye (n)@
@line@|@tu (n)@
@line: fancy needlework ~@|@tu (n)@
@litter@|@komun (n)@
@little@|@po (adj)@
@little fish@|@ceppo (n)@
@little: very ~@|@poon (adv)@
@little: very ~ thing@|@ponpepo (n)@
@little: very ~ thing@|@pompepo (n)@
@liver@|@yukram (n)@
@liver@|@kinop (n)@
@liver: fish ~@|@raha (n)@
@liver: fish ~@|@ra (n)²@
@lizard: Japanese grass ~@|@haram (n)@
@lodge@|@kasi (n)(g)(x)@
@lodge@|@kasihi (n)(g)(x)@
@lodge@|@kas (n)@
@loin@|@tumam-noske (n)@
@loin cloth@|@tepa (n)@
@long@|@tanne (adj)@
@long hair: have rough and ~@|@hepur (vi)@
@long hair: rough and ~@|@hepur (adj)@
@look about@|@wante (vi)@
@look at@|@nukar (vt)@
@look at@|@inkar (vi)@
@look cold@|@emetapunin (vi)@
@look for@|@yonkor (vt)@
@look for@|@yonkoror (vt)@
@look straight at@|@yonkor (vt)@
@look straight at@|@yonkoror (vt)@
@loom: attus ~@|@attus-karape (n)@
@loop@|@temi (n)@
@lord@|@nispa (n)@
@lose@|@ewen (vt)@
@loss@|@so (n)ª@
@loud@|@ruy (adj)@
@louse@|@ki (n)²@
@louse: young ~@|@ramay (n)@
@love@|@katayrotke (vt)@
@low@|@ram (adv)@
@low: make ~@|@rampe (vt)@
@lower@|@pan (adj)²@
@lower@|@kes (n)²@
@lower@|@rake (adv)@
@lower@|@rampe (vt)@
@luminary@|@cup (n)@
@lump@|@cikir (n)²@
@lunch@|@haru (n)@
@lutra marina@|@rakko (n)@
@lyrics@|@sinotca-ipe (n)@
@maggot@|@namsun (n)@
@maggot@|@namsu (n)@
@maimed@|@hera (adj)@
@make@|@kar (vt)@
@make rope@|@eka (vt)@
@male@|@okkay (n)@
@male child@|@okkaypo (n)@
@male child@|@okkaypoho (n)(g)(x)@
@mallet@|@tuci (n)@
@man@|@kur (n)@
@man@|@kuru (n)²@
@man@|@okkay (n)@
@man@|@aynu (n)@
@man: middle-aged ~@|@acapo (n)@
@man: old ~@|@caca (n)@
@man: rich ~@|@nispa (n)@
@man: young ~@|@okkaypoho (n)(g)(x)@
@man: young ~@|@okkaypo (n)@
@Manchuria@|@santa-mosir (n)@
@Manchuria@|@santa (n)@
@Manchuria@|@santan (n)@
@manger@|@kitci (n)@
@mankind@|@aynu (n)@
@manner@|@puri (n)@
@many@|@yukke (adj)@
@many@|@ca (adj)@
@March [month]@|@haprapcup (n)@
@mark@|@naye (n)@
@marrow@|@kirawe (n)@
@marrow@|@kiri (n)²@
@marrow@|@kirawe (n)²@
@marrow bone@|@kirawe o pone (n)@
@marsh marigold@|@puy (n)³@
@mask@|@kotor (n)@
@mass@|@taku (n)@
@master@|@nispa (n)@
@mat@|@sokarpe (n)@
@mat@|@kosa (n)²@
@mat to roll-up the dead@|@toma (n)²@
@mat: floor ~@|@yattuy (n)²@
@mat: floor ~@|@sokkar (n)@
@mat: floor ~@|@aputki (n)@
@mat: grass ~@|@kina (n)@
@mat: rolled-up ~@|@kinasut (n)@
@mat: rush ~@|@kina (n)@
@mat: straw ~@|@kina (n)@
@matter@|@ye (n)²@
@matter@|@e (n)@
@matter from boil@|@ye (n)²@
@meal: evening ~@|@numan-ipe (n)@
@meal: have a ~ of ST@|@ipe (vt)@
@meaning@|@ramat (n)@
@meaning@|@ram (n)@
@meaning@|@rama (n)@
@meaning@|@rama (n)(g)(x)@
@measles@|@haska (n)@
@meat@|@kamihi (n)(g)(x)@
@meat@|@kami (n)(g)(x)@
@meat@|@kam (n)@
@meat: bear ~@|@kamuy-haru (n)@
@meat: deer ~@|@yuk-haru (n)@
@meddler@|@yukoykire-kur (n)@
@medusa@|@etorpo (n)@
@medusa@|@humpe-etor (n)@
@meet@|@unukar (vt)@
@meet@|@ewomare (vt)@
@meet (as rafter)@|@rasu (vi)@
@meet: hold a ~ing@|@unukar (vt)@
@melt@|@nin (vt)@
@melt@|@ru (vi)@
@melt@|@rure (vt)@
@menses@|@cup-wen (n)@
@menses@|@cuppe (n)@
@menses@|@cup-ewen (n)@
@merciful@|@ramuhawke (adj)@
@merciful@|@ramuhawke (vi)@
@mesopus olidus@|@susam (n)@
@message: send a verbal ~@|@yutar (vt)@
@method@|@katuhu (n)(g)(x)@
@method@|@katu (n)(g)(x)@
@method@|@kat (n)@
@middle@|@tumutur (adj)@
@middle-aged man@|@acapo (n)@
@middle-aged woman@|@unarpe (n)@
@mile@|@tem (n)²@
@milk: cow's ~@|@tope (n)@
@millet@|@amam (n)@
@millet@|@piyapa (n)@
@millet@|@amama (n)@
@millstone@|@nisu (n)@
@millstone@|@nisiw (n)@
@mind@|@kewtum (n)@
@mind@|@ram (n)@
@mind@|@ramu (n)@
@mind@|@rama (n)(g)(x)@
@mind@|@rama (n)@
@mind@|@ramat (n)@
@mineral water@|@yu (n)@
@mire@|@pip (n)@
@miry@|@pipo (adj)@
@mischievous@|@katun-katun (adj)@
@miss@|@orawki (vi)@
@miss@|@orawki (adj)@
@miss@|@orawke (vi)@
@miss@|@orawke (adj)@
@mist@|@meni (n)@
@mist@|@pe (n)²@
@mist@|@pehe (n)@
@mistletoe@|@niharu (n)@
@mite [bug]@|@yukki (n)@
@moan@|@yawyawse (vi)@
@mode@|@katuhu (n)(g)(x)@
@mode@|@katu (n)(g)(x)@
@mode@|@kat (n)@
@moisture@|@pe (n)²@
@money order@|@kampi (n)@
@monkey@|@saro (n)@
@monkey@|@sar-us (n)@
@month@|@cup (n)@
@month: last ~@|@sakne cup (adv)@
@moon@|@cup (n)@
@moon@|@cup-kamuy (n)@
@moon@|@kunne-cup (n)@
@moon: full ~@|@sikari-cup (n)@
@more@|@suy (adv)@
@more@|@naa (adv)@
@more@|@kasu-no (adv)@
@more: once ~@|@naa arasuyne (adv)@
@more: there is ~@|@naa an (adv)@
@morning: early ~@|@ankes (n)@
@mortar@|@uta (n)@
@mortar@|@yuta (n)@
@moss@|@wakina (n)(ain-N)@
@moss@|@sinrus (n)@
@mostly@|@yokkata (adv)@
@mostly@|@ewnkasi-no (adv)@
@motar@|@nisu (n)@
@motar@|@nisiw (n)@
@motar: pestle for pounding in ~yuta-ni (n)@|@yuta-ni (n)@
@moth@|@heporap (n)@
@moth: large butterfly ~ type@|@apetumpe (n)@
@moth: large butterfly ~ type@|@ape-etumpe (n)@
@mother@|@unu (n)@
@mother@|@hapo (n)@
@mother@|@totto (n)@
@mother: foster ~@|@iresu-huci (n)@
@mother: one's ~@|@tuye (n)@
@mountain@|@kim (n)@
@mountain-range@|@kim (n)@
@mountain@|@siri (n)(g)(x)²@
@mountain@|@sir (n)²@
@mountain top@|@tapka (n)@
@mountain: in the ~@|@kim-un (adv)@
@mountain: of the ~@|@kim-un (adv)@
@mountain: to the ~@|@kim-un (adv)@
@mourn for the dead@|@yayciste (vt)@
@mourner@|@yayciste-kur (n)@
@mouse@|@erm (n)@
@mouse@|@ermu (n)@
@mouse@|@erum (n)@
@mouth@|@pan (n)²@
@mouth@|@paro (n)(g)(x)@
@mouth@|@par (n)@
@mouth@|@paroho (n)(g)(x)@
@mouth@|@caro (n)(g)(x)@
@mouth@|@car (n)@
@mouth@|@ca (n)²@
@mouth: river ~@|@pet-car (n)@
@mouth: river ~@|@apa (n)@
@mouthful: one ~@|@sine-not (adj)@
@move@|@cimoyemoye (vi)@
@move@|@simoyeka (vi)@
@move@|@simoye (vi)@
@move the eyebrows@|@rattopotopo (vi)@
@Mr.@|@nispa (n)@
@much@|@poro (adj)@
@much@|@sir (adj)@
@mucus@|@etor (n)@
@mucus: nasal ~@|@etorrat (n)@
@mud@|@toy (n)¹@
@multitudinous@|@sir-esik (adj)@
@muscle@|@nin (n)²@
@muscle of arm@|@yontekkam (n)@
@muscle of arm@|@yontekpe (n)@
@my@|@kor (pr)(g)@
@my@|@kon (pr)(g)@
@my@|@ku (pf)(pr1)(s)@
@my@|@kora (pr)(g)@
@myoxocephalos polyacanthocephalcimakani (n)@|@cimakani (n)@
@nail: finger ~@|@ami (n)(g)(x)@
@nail: finger ~@|@amihi (n)(g)(x)@
@nail: finger ~@|@am (n)@
@nail: finger ~s@|@amu (n)@
@nail: toe ~@|@ami (n)(g)(x)@
@nail: toe ~@|@amihi (n)(g)(x)@
@nail: toe ~@|@am (n)@
@naked@|@atusa (adj)@
@naked@|@heraske (adj)@
@narrow@|@hutne (adj)@
@nasal mucus@|@etorrat (n)@
@navel@|@hanku (n)@
@navel@|@hanko (n)@
@navel@|@hanka (n)@
@navel@|@hankapu (n)@
@navel@|@hankapuy (n)@
@near@|@hanke (adj)@
@nearly@|@naanipo (adv)@
@nearly@|@naani (adv)@
@nearly@|@naanihunko (adv)@
@neck@|@rekut (n)@
@neck@|@rekuci (n)(g)(x)@
@necklace@|@cimutpe (n)@
@needle@|@kem (n)²@
@needle: netting ~@|@ampari (n)@
@needlework: broad ~ line@|@tu (n)@
@nest [bird/insect]@|@cisehe (n)(g)(x)@
@nest [bird/insect]@|@cise (n)@
@nest [bird/insect]@|@cisey (n)@
@net@|@oske (vt)@
@net@|@ya-oske (vi)@
@net: fishing ~@|@ya (n)²@
@net: make ~@|@ya-oske (vi)@
@net: make/mend ~s@|@oske (vt)@
@netting needle@|@ampari (n)@
@never@|@iteki (adv)@
@nevertheless@|@yakka (pop)@
@nevertheless@|@akka (pop)@
@nevertheless@|@yakkay (pop)@
@new@|@asir (adj)@
@new@|@asin (adj)@
@new@|@asir an (adj)@
@new@|@asit (n)@
@new thing@|@asir pe (n)@
@new year@|@asir pa (n)@
@new: re~@|@asirki (vt)@
@new: re~@|@asirkara (vt)@
@next@|@asir (adj)@
@next@|@asir an (adj)@
@next@|@asit (n)@
@next@|@simke (adv)@
@next@|@oya (adj)@
@next day@|@sima (adv)@
@next day@|@simma (adv)@
@next day@|@sim (adv)@
@nice@|@ramayta (adj)@
@nice@|@katupirka (adj)@
@night: last ~@|@ukran (adv)@
@nine@|@sinepe-si (adj)@
@nine@|@sinepe-sampe (adj)@
@nine@|@sinepe-san (n)@
@nipple@|@to (n)¹@
@nod head@|@hepokipoki (vi)@
@noise@|@haw (vi)@
@noise@|@haw (n)@
@noise: make ~@|@humse (vi)@
@noise: make ~ with voice@|@royse (vi)@
@non-Ainu@|@sisam (n)@
@non-foreign@|@ya-un-kur (n)@
@noose@|@ka-saye (n)@
@northeast inner wall@|@rorketa (n)@
@nose@|@etu (n)@
@nose@|@etuhu (n)(g)(x)@
@nose@|@ecu (n)@
@nostril@|@etu-puy (n)@
@not having@|@sakno (adv)@
@not having@|@sak (adv)@
@not having@|@sak (adj)@
@not: is ~@|@orake (vi)@
@nothing: come to ~@|@orake (vi)@
@November@|@sinan-cup (n)@
@November@|@sinaw-cup (n)@
@now@|@tane (adv)@
@now@|@tanepo (adv)@
@now@|@tap (pr)@
@now for the first time@|@tanepo (adv)@
@now: from ~ (on)@|@tane wano (adv)@
@now: just ~@|@tap (pr)@
@now: just ~@|@tanepo (adv)@
@now: until ~@|@tane pakno (adv)@
@number@|@ipiski (n)@
@nurse@|@tumam (vt)@
@nut@|@ninum (n)@
@oar@|@kanci (n)@
@object@|@ap (n)²@
@object@|@ampe (n)¹@
@obsidian@|@anci (n)²@
@obtain@|@kor (vt)@
@ocean@|@ruru (n)²@
@ocean@|@atuy (n)@
@ocean@|@acuy (n)@
@ocean@|@atuy-so (n)@
@ode@|@yayrap (n)@
@odour@|@sakusa (n)@
@off@|@ho (adv)@
@off@|@oyakne (adv)@
@offer up to diety@|@yanke (vt)(s)@
@offer up to diety@|@yapte (vt)(p)@
@officer: governmental ~@|@tono (n)@
@official@|@tono (n)@
@offing: in the ~@|@rep-un (adv)@
@offshore@|@rep-un (adv)@
@offshore@|@rep (n)¹@
@oh@|@e (!)@
@old@|@kewsut (n)@
@old@|@huskotoy (adj)@
@old@|@kewsut (adj)@
@old@|@onne (adj)@
@old@|@husko (adj)@
@old@|@hekay (adj)@
@old man@|@caca (n)@
@old man [respectful address]@|@acipo (n)@
@old man [respectful address]@|@aca (n)@
@old woman@|@huci (n)²@
@on@|@kasi (pop)@
@once@|@asiw (adj)@
@once full@|@sine-pa (n)@
@once upon a time@|@sine-anta (adv)@
@oncorhyncus species@|@kenew (n)@
@one@|@sine-an (adj)@
@one@|@sinep (n)@
@one@|@sine (adj)@
@one cupful@|@sine-pa (n)@
@one day@|@sine-anta (adv)@
@one mouthful@|@sine-not (adj)@
@one person@|@sinen (n)@
@one thing@|@sinep (n)@
@one time: at ~@|@sine-anta (adv)@
@one who…@|@p (sf)@
@one who…@|@pe (sf)@
@only@|@paket (adj)@
@only@|@katap (adv)@
@open@|@simasa (adj)@
@open@|@hasa (vi)@
@open@|@hasa (vt)@
@open@|@sa (vi)@
@open@|@pira (adj)@
@open ST@|@pirasa (vt)@
@open: spead ~@|@pirasa (vt)@
@or@|@ya (pop)@
@oral agreement@|@ye (n)¹@
@orator@|@caca (n)@
@orca@|@rep-un-kamuy (n)@
@order: in ~@|@katupirka (adj)@
@ordinary language@|@momok-itak (n)@
@origin@|@hepenki (vt)@
@origin@|@etok (n)@
@ornamented@|@cinoye (adj)@
@osier: eared ~@|@yayay-susu (n)@
@otaria ursina@|@unew (n)@
@other@|@oya (adj)@
@otter@|@esaman (n)@
@otter: sea ~@|@rakko (n)@
@our@|@kon (pr)(g)@
@our@|@kora (pr)(g)@
@our@|@kor (pr)(g)@
@out: come ~@|@asin (vi)@
@out: go ~@|@asin (vi)@
@out: go ~side@|@soyne (vi)@
@out: pick ~@|@soypa (vt)@
@out: take ~@|@soypa (vt)@
@outer@|@soy-un (adv)@
@outer covering of SB or ST@|@kap (n)@
@outside@|@soyta (adv)@
@outside@|@soyketa (adv)@
@outside@|@soyna (n)@
@outside@|@soy-un (adv)@
@outside@|@soy (n)@
@outside@|@soyke (adv)@
@outsider@|@anun (n)@
@over@|@kasu-no (adv)@
@owl@|@cikap (n)¹@
@owl diety@|@cikap-kamuy (n)@
@owl diety@|@kotankor-kamuy (n)@
@owl: screech ~@|@yuk-cikap (n)@
@own@|@kor (vt)@
@own-@|@yay (pr)(pf)@
@own: not one's ~@|@anun (n)@
@pa (n)¹@|@paha (n)¹@
@pachysandra terminalis@|@yuk-topa-kina (n)@
@pacific herring@|@heruki (n)@
@pacific herring@|@heroki (n)@
@pack up@|@ewomasnu (vt)@
@pain in back@|@tumak (n)@
@pain in loins@|@tumak (n)@
@pain in testicles@|@tumak (n)@
@pain: be ~ful@|@araka (vi)@
@pain: be ~ful@|@arka (vi)@
@pain: be in ~@|@arka (vi)@
@pain: be in ~@|@araka (vi)@
@pan@|@sû (n)@
@pan handle@|@su-at (n)@
@pan: sauce ~@|@sû (n)@
@pan: sauce ~@|@su (n)@
@paper@|@kampi (n)@
@paralichthys olivaceus@|@nina (n)²@
@parched@|@satsatke (adj)@
@parched@|@satsatke (vi)@
@parent@|@yop (adj)@
@parent@|@ew (n)@
@part@|@peka (adv)³@
@part@|@emko (adj)@
@partly@|@ru (adj)@
@pass along@|@kari (vt)@
@pass away@|@simaka (vi)@
@pass away (as clouds)@|@rak (vi)¹@
@pass away [die]@|@simakoray (vi)(s)@
@pass by@|@esisi (vt)@
@pass over@|@kasi-kus (vt)@
@past@|@oyakne (adv)@
@path@|@ru (n)²@
@path: precipitous ~@|@cis (n)@
@path: steep winding ~@|@cis (n)@
@pauper@|@wen-kur (n)@
@paw@|@tekehe (n)(g)(x)@
@paw@|@teke (n)(g)(x)@
@paw@|@tek (n)@
@pea@|@mame (n)@
@peace: be at ~@|@amo (vi)@
@peak@|@kitay (n)@
@pedigree@|@sinrit (n)@
@peel@|@kapkar (vt)@
@peel@|@kap (n)@
@peel@|@kapuhu (n)(g)(x)@
@peel@|@kapu (n)(g)(x)@
@pelvic bone@|@cinkew-pone (n)@
@pelvis@|@cin (n)@
@pelvis@|@cinna (n)²@
@pen@|@nuyep (n)@
@peninsula@|@ma (n)@
@penis@|@ciye (n)(g)(x)@
@penis@|@ciyehe (n)(g)(x)@
@penis@|@ci (n)@
@penis [slang]@|@cikap (n)²@
@people@|@n (n)(sf)@
@people@|@ni (n)(sf)@
@people@|@niw (n)(sf)@
@people: four ~@|@inen (n)@
@people: two ~@|@tun (n)@
@people: two ~@|@etun (n)@
@perch [fish]@|@tampar-ceppo (n)@
@perplex@|@yot (vi)@
@persecute@|@ewnkeske (vt)@
@person@|@niw (n)(sf)@
@person@|@n (n)(sf)@
@person@|@kur (n)@
@person@|@aynu (n)@
@person@|@ni (n)(sf)@
@person@|@kuru (n)²@
@person: bad ~@|@wenpe-kur (n)@
@person: bad ~@|@wempe-kur (n)@
@person: evil ~@|@wenpe-kur (n)@
@person: evil ~@|@wempe-kur (n)@
@person: one ~@|@sinen (n)@
@person: poor ~@|@wen-kur (n)@
@person: wealthy ~@|@nispa (n)@
@perspiration@|@poppe (n)@
@perspire@|@poppe nu (vi)@
@pestle  for pounding in motar@|@yuta-ni (n)@
@picrasma ailanthoides@|@yuk-rayke-ni (n)@
@pierce@|@ewsi (vt)@
@pierce@|@ews (vt)@
@pigeon: green ~@|@waw-ow (n)@
@pigeon: green ~@|@wawo (n)@
@pigeon: green ~@|@wao (n)@
@pinafore@|@maytari (n)@
@pinafore@|@mantari (n)@
@pincer: air of ~s@|@wakci (n)@
@pinch off@|@ca (vt)@
@pipe@|@pecir (n)@
@pipe@|@popay (n)@
@pipe@|@cir (n)²@
@pit: arm ~@|@hatopok (n)@
@place@|@peka (adv)³@
@place@|@anu (vt)²@
@place@|@omare (vt)@
@place@|@kotan (n)@
@place where something is@|@an-i (n)¹@
@place: dwelling ~@|@kotan (n)@
@placenta@|@tumpu (n)@
@plain [meadow]@|@saha (n)(g)(x)²@
@plain [meadow]@|@sa (n)³@
@plate@|@sey (n)¹@
@play with SB/ST@|@esinot (vt)@
@playful@|@sinot-ruy (adj)@
@pleased@|@nucak (adj)@
@pleased@|@nucat (adj)@
@plenteous@|@nu-us (adj)@
@plenteous@|@nuye-an (adj)@
@plenteous@|@sir-esik (adj)@
@plenteous@|@nuye-us (adj)@
@plenteous@|@nu-an (adj)@
@plenty@|@sir-esikpe (n)@
@plover: golden ~@|@apto-cikap (n)@
@pluck@|@tuyetek (vt)@
@pluck@|@tuyetek (adj)@
@plug [stopper]@|@caruspe (n)@
@plum@|@moma (n)@
@plum tree@|@moma-ni (n)@
@point: knife ~@|@ecu (n)@
@point: knife ~@|@etu (n)@
@point: knife ~@|@etuhu (n)(g)(x)@
@point: sword ~@|@ecu (n)@
@point: sword ~@|@etuhu (n)(g)(x)@
@point: sword ~@|@etu (n)@
@points on a horn@|@kimpuy-etu (n)@
@points on an antler@|@kimpuy-etu (n)@
@poison@|@ru (n)³@
@polish@|@herasnure (vt)@
@pollock: Alaska ~@|@herekusi-kewsut (n)@
@pollock: walleye ~@|@herekusi-kewsut (n)@
@polypus: edible ~ type@|@yukkarus (n)@
@pond@|@to (n)³@
@pond@|@mena (n)@
@pond@|@mem (n)@
@poor@|@heron (adj)@
@poor@|@wen (adj)@
@poor person@|@wen-kur (n)@
@poplar: balsam ~@|@kurunni (n)@
@porch: entrance ~@|@apa-sem (n)@
@posess@|@kor (vt)@
@post: bear cub tie ~@|@hepere-kot-uray-ni (n)@
@posterior@|@ho (n)@
@pot@|@sû (n)@
@pot handle@|@su-at (n)@
@pot: porridge ~@|@su (n)@
@pot: porridge ~@|@sû (n)@
@pot: stew ~@|@sû (n)@
@pot: stew ~@|@su (n)@
@pot: stew ~@|@sayo-sû (n)@
@pouch@|@op (n)¹@
@pouch: tobacco ~@|@tampako-op (n)@
@pounce@|@terke (vi)@
@power@|@cimontum (n)@
@power@|@tumu (n)¹@
@powerless@|@apte (adj)@
@prawn@|@paki (n)@
@precipitate (in solution)@|@rak (vi)²@
@precipitate (in solution)@|@rakka (vi)@
@precipitate (in solution)@|@ratci (vi)(ain-CW)@
@precipitous path@|@cis (n)@
@pregnant: be ~@|@honkor (vi)@
@prepare@|@kar (vt)@
@presence@|@ap (n)¹@
@presence@|@ape (n)¹@
@present@|@tanto (adv)@
@pretend to be@|@ape-kor (vi)@
@pretend to be@|@ap-kor (vi)@
@pretty@|@pirka (adj)@
@pretty@|@ramayta (adj)@
@pretty@|@katupirka (adj)@
@pretty: be ~@|@pirka (vi)@
@prevent@|@kasis (vt)@
@previous@|@hoski (adv)@
@previous@|@hoske (adv)@
@previous@|@sakne (adv)@
@previously@|@ekanay (adv)@
@previously@|@etoko (adv)@
@previously@|@teeta (adv)@
@price of anything@|@or (n)@
@principal@|@yop (adj)@
@prize@|@kaskamuy (n)@
@prized@|@onne (adj)@
@produce@|@kar (vt)@
