@English@|@Faroese@
@register@|@listi@
@regret@|@harma@
@regrettably@|@tíverri@
@regularly@|@ofta, regluliga@
@regulation@|@regla@
@regulations@|@felagslóg, lóg, samtykt@
@reject@|@havna, sýta@
@rejoice@|@frøa, frøast, gleða, gleða seg@
@relate@|@greiða frá, siga frá@
@relative@|@skyldfólk@
@relatively@|@til tað, upp á seg@
@release@|@bjarga, fría, sleppa undan@
@reliable@|@álítandi@
@religion@|@átrúnaður, trúgv@
@religious@|@trúar-@
@relinquish@|@eftirlíka@
@relish@|@njóta, sleikja@
@remain@|@vera eftir, verða verandi@
@remainder@|@leivd, tað ið eftir er@
@remaining@|@hin@
@remedy@|@amboð, miðal@
@remit@|@gera til einkis@
@remote@|@fjarskotin, fjarur@
@rendezvous@|@ástarfundur, loynifundur@
@renown@|@giti, heiður@
@repair@|@bøta, væla um@
@repay@|@rinda aftur@
@repeat@|@taka upp aftur@
@repent@|@iðra seg um@
@repertoire@|@leikskrá@
@replete@|@mettur@
@reply@|@svara@
@report@|@frágreiðing, kunngera, upplýsa, upplýsa@
@repose@|@hvíla seg@
@represent@|@umboða@
@representative@|@umboð@
@reproach@|@ábreiðsla, brigsl@
@reptile@|@skriðdýr@
@republic@|@tjóðveldi@
@request@|@biðja@
@require@|@hava fyri neyðini, nýtast, tørva@
@requisition@|@girnast, heinta@
@rescue@|@bjarga@
@research@|@rannsaka@
@resemble@|@líkjast@
@resentment@|@hevnd@
@reserve@|@bíllegja, leggja burturav, skila til@
@reservoir@|@brunnur, hylur@
@residence@|@íbúð@
@resign@|@fara frá@
@resin@|@harpeis@
@resist@|@seta seg uppímóti, standa ímóti@
@resolution@|@avgerð@
@resources@|@amboð, miðal@
@resplendant@|@prýðiligur@
@respond@|@svara@
@rest@|@hvíla seg, leivd, tað ið eftir er@
@rest of@|@hin@
@restaurant@|@matstova@
@restrain@|@ráða fyri, sjórna, tjóðra@
@restrict@|@avmarka@
@result@|@koma av, úrslit, úrslit, vera ættaður frá@
@resume@|@taka afturí aftur@
@retain@|@halda aftir, halda frá, hava eftir@
@retired@|@eftirløntur@
@return@|@afturkoma, geva aftur, koma aftur, renta, venda við@
@reveal@|@gera almannakunnugt, kunngera@
@reverse@|@øvutur@
@reversed@|@øvutur@
@review@|@ummæla@
@revolt@|@uppreistur@
@revolution@|@kollvelting@
@revue@|@tíðarrit@
@reward@|@javna aftur, samsýna@
@rheumatism@|@gikt@
@Rhine@|@Rín, Ríná@
@rhino@|@nashyrningur@
@rhinoceros@|@nashyrningur@
@rhombus@|@hvasskvoysa, romba, skákhyrningur@
@rhyme@|@rím, ríma@
@rhythm@|@áralag, gongulag, lag, stevlag@
@rib@|@riv, rivjabein@
@rice@|@rís@
@rich@|@ríkur@
@rickety@|@skirvisligur, ússaligur@
@riddle@|@gáta@
@ride@|@ríða@
@ridiculous@|@láturverdur@
@rifle@|@byrsa@
@rig@|@rigga til@
@right@|@høgri, júst, rætt, rættindi@
@right away@|@uttan nakað honk@
@right now@|@uttan nakað honk@
@righteous@|@rættvísur@
@righteousness@|@rættvísi@
@righthand@|@høgri@
@rigid@|@stívur@
@rigourous@|@strangur@
@rim@|@trom@
@ring@|@gella, glinta, ringja, ringur@
@rinse@|@skola, spula, surkla@
@rip@|@royta, skræða@
@ripe@|@búgvin, staðin@
@rise@|@fara á føtur@
@risk@|@váði, vága@
@rite@|@halgisiður@
@rival@|@kappast@
@rivet@|@klinka, njóða@
@road@|@vegur@
@roam@|@fjakka, fjakka@
@roar@|@buldra, duna, ýla@
@roast@|@steikja@
@rob@|@ræna@
@robber@|@ránsmaður@
@robe@|@kjóli@
@robin@|@bringureyði@
@robust@|@haldgóður@
@rock@|@fjall, klettur, rura, sveiggja, vagga, vagga@
@rod@|@greinar, rís, stólpi, stong@
@roe@|@rádýr, sil@
@rogue@|@bakbeist, bartrog, skálkur@
@role@|@leiklutur@
@rôle@|@leiklutur@
@roll@|@rulla, rundstykki, vevja, vinda@
@roll up@|@vevja, vinda@
@Roman@|@skaldsøga@
@Roman Empire@|@Rómverska ríkið@
@roof@|@tak, tekja@
@room@|@frástøða, kamar, rúmd, stova@
@root@|@festa rót, rót@
@rosary@|@rósukransur@
@rose@|@rósa@
@rostrum@|@røðarapallur, talarastólur@
@rot@|@rotna@
@rough@|@ráur@
@round@|@rundan um, rundur@
@route@|@vegur@
@row@|@raðfylgi, rógva@
@rowan berry@|@royniber@
@rub@|@gníggja@
@rubber@|@gummi@
@rubbish@|@rusk@
@rubble@|@rusk@
@ruby@|@rubinur@
@rudder@|@róður@
@rudiments@|@stavrað@
@rule@|@ráða fyri, regla, sjórna@
@ruler@|@strikusneis@
@rum@|@romm@
@run@|@renna, starva, storleypa@
@run across@|@raka, ráma@
@run away@|@flýggja@
@run up@|@heysa@
@rung@|@trappusteinur@
@Russia@|@Russland, Russland@
@Russian@|@russur@
@rustle@|@skróva, súsa, teska@
@rusty@|@rustaður@
@rye@|@rugur@
@sack@|@koyra frá, pungur, sekkur, skjátta, taska@
@sacred@|@halgur, heilagur@
@sacrifice@|@offra@
@sacrilege@|@vanhalgan@
@sad@|@illa hýrdur, syrgiligur, syrgin@
@saddle@|@saðil@
@safety pin@|@læsinál, prónur, spenni@
@safety-pin@|@læsinál, prónur, spenni@
@sagacious@|@klókur, skynsamur, vísur@
@sage@|@klókur, vísur@
@sail@|@segl, sigla@
@sailor@|@sjómaður@
@salary@|@løn@
@sale@|@søla@
@sales activity@|@marknaður@
@salivate@|@sleva, spýta@
@sallow@|@bleikur@
@salmon@|@laksur@
@salon@|@salur@
@salt@|@salt, salta@
@salute@|@heilsa@
@same@|@sami@
@sand@|@sandur@
@sap@|@sevja@
@sarcasm@|@glósa, spei@
@Sassenach@|@onglendingur@
@satisfied@|@mettur, nøgdur, væl hýrdur@
@sauce@|@dypp, sós@
@sausage@|@pylsa@
@savage@|@villur@
@save@|@bjarga, spara@
@saw@|@saga@
@saxifrage@|@steinbrot@
@say@|@hoyr, siga@
@scaffold@|@lívtøkupallur@
@scald@|@skálda@
@scale@|@flus, roðsla@
@scandal@|@útspilling@
@scar@|@arr@
@scarcely@|@neyvan, valla@
@scatter@|@díkja undir, skeinkja, stroya@
@scene@|@tilburður@
@scenery@|@landslag@
@schedule@|@ferðaætlan@
@schism@|@klovningur, ósemja, split@
@school@|@skúli@
@science@|@vísindi@
@scientific@|@vísindaligur@
@scientist@|@vísindamaður@
@scold@|@mæla til, studla@
@Scottish@|@skotskur@
@scoundrel@|@bartrog@
@scourge@|@plága@
@scout@|@skóti@
@scrap@|@kloddi@
@scrape@|@klóra, skava@
@scratch@|@klóra, klóra, skava@
@scream@|@skríggja@
@screw@|@skrúva@
@screw up@|@bongla, fesja, klombra@
@scuffle@|@bardagi@
@sculpture@|@høgga út, skera út@
@sea@|@sjógvur@
@sea-anemone@|@sjónota@
@sea-dog@|@kópur@
@seagull@|@másafuglur@
@seal@|@innsigli, kópur@
@seam@|@felling, penta, samankoming@
@seasickness@|@sjóverkur@
@season@|@árstíð@
@seaweed@|@alga, tari@
@seclude@|@byrgja av@
@second@|@sekund@
@secret@|@loyndarmál, loyniligur@
@secret code@|@loyniskrift@
@secretary@|@skrivari@
@see@|@hitta, hyggja eftir, leggja seg eftir, møta, síggja, syrgja fyri, vitja@
@see as@|@rokna sum@
@seek@|@leita eftir@
@seem@|@tykja@
@seize@|@girnast, heinta@
@seldom@|@sjaldan, sjáldan@
@self@|@sjálvur@
@self-conscious@|@blúgvur, smæðin@
@selfinterest@|@sjálvgøðska@
@selfishness@|@sjálvgøðska@
@sell@|@selja@
@sell door-to-door@|@bjóða til sølu við dyrnar@
@send@|@senda@
@send for@|@fáa at koma, heinta@
@send off@|@avgreiða@
@sensation@|@kensla@
@sense@|@føla, meining, týdningur@
@sensible@|@hyggin, rættsiktaður, skilagóður@
@sensitive@|@viðkvæmur@
@sentence@|@døma, setningur, setningur@
@sentiment@|@kensla@
@separate@|@býta sundur, skilja sundur@
@separately@|@fyri seg@
@September@|@september@
@serene@|@ljósur@
@serfdom@|@ófrælst arbeiði, skylduvinna@
@serious@|@álvarsamur, álvarsamur, týdningarmikil@
@serpent@|@ormur, slanga@
@serum@|@sveitavatn@
@servant@|@arbeiðskona, húskallur, tænari@
@serve@|@tæna@
@servitude@|@ófrælst arbeiði, skylduvinna@
@set@|@flokkur, tól@
@seven@|@sjey@
@several@|@fleiri, nógvir@
@several times@|@við hvørt@
@severe@|@strangur@
@sew@|@seyma@
@sex@|@kyn@
@sexual pleasure@|@girnd@
@shack@|@hola, smátta@
@shackle@|@fjøtra, steigja inni@
@shade@|@skuggi@
@shadow@|@skuggi@
@shaggy@|@loðin@
@shake@|@rista, skaka, vika@
@shallop@|@stórbátur@
@shame@|@fy@
@shamrock@|@smæra@
@share@|@býta sundur, partabræv, partur, partur, skamtur, verður@
@shark@|@hákelling@
@sharp@|@akkurát, gjølliga, nágreiniliga, raðið, stundisliga@
@sharpen@|@hvessa@
@shatter@|@knúsa, smildra, sora@
@shave@|@raka, skera@
@shawl@|@sjál@
@she@|@hon@
@sheaf@|@bundi, bundi, teyggja, tyssi@
@shear@|@klippa@
@shed@|@búð, skeinkja@
@shed tears@|@tára@
@sheep@|@seyður@
@sheet@|@lak@
@sheet metal@|@blikkpláta, pláta@
@shelf@|@hill@
@shell@|@børkur, flus, skal, skel@
@shelter@|@líva@
@shepherd@|@seyðamaður@
@sherry@|@sherry@
@shield@|@skelti, skjøldur@
@shin-bone@|@langleggur@
@shine@|@glitra, skína@
@ship@|@avgreiða, skip@
@ship's boat@|@stórbátur@
@shirt@|@serkur, skjúrta@
@shiver@|@darra, skelva@
@shock@|@rista, skaka, skelka@
@shoe@|@skógvur@
@shoe-lace@|@lissa, snøri, snórur@
@shoot@|@skjóta@
@shop@|@búð, krambúð, sølubúð@
@shore@|@strond@
@short story@|@stuttsøga@
@shortness of breath@|@bróstmøði@
@should@|@noyðast, skula@
@shoulder@|@øksl@
@shoulderblade@|@herðablað@
@shout@|@róp, skríggj, skríggja@
@shove@|@skúgva@
@shovel@|@grava, skumpa, skupla, spaki@
@show@|@framsýning, sjón, sjónleikur, sýna@
@showcase@|@sýningarskáp@
@shower@|@sirmbað, skúrbað, stoytibað@
@shrewd@|@listilærdur@
@shrink@|@krympast saman, tódna@
@shrivel up@|@krympast saman, tódna@
@shrub@|@lyngur, runnur, smákjarr@
@shuffle@|@blanda@
@shut@|@lata aftur@
@shy@|@blúgvur, smæðin@
@siblings@|@systkin@
@sick@|@sjúkur@
@sickle@|@akurknívur, sigd@
@side@|@lið, síða@
@sideboard@|@skáp@
@sidewalk@|@gongubreyt@
@sift@|@sálda, síla@
@sightless person@|@blindur@
@sightseeing trip@|@útferð@
@sign@|@fyriboðan, prógv, spádómur, varningur@
@sign-board@|@skelti, skjøldur@
@signify@|@merkja, týða@
@silence@|@kvirra, tøgn@
@Silesia@|@Slesia@
@silhouette@|@fjallagrein, skuggamynd, umhvarv@
@silk@|@silki@
@sill@|@gátt@
@silver@|@silvur@
@similar@|@líkur@
@simple@|@einfaldur@
@sin@|@synd, synda@
@since@|@alt síðan, frá, hjá, tí at, úr, við tað at@
@sincere@|@heilhugaður, reinmeintur, sannur@
@sinew@|@sin, spong, strongur@
@sing@|@syngja@
@single@|@einstakur, ógiftur@
@singly@|@ein í senn@
@sink@|@fara undir í vatni, kava, søkka@
@sip@|@drekka í seg, súgva upp@
@sister@|@systir@
@sister-in-law@|@bróðurkona, konusystir, systir mansins@
@sit@|@bøla, sita@
@sit down@|@sessast, sessast, seta seg, setast, setast@
@site@|@stað, staður@
@sitting-room@|@salur@
@situation@|@kor, umstøður, væri@
@six@|@seks@
@skate@|@skøta@
@skeptical@|@illtrúgvin, ivandi@
@sketch@|@strikumynd, upprit@
@ski@|@skíð@
@skillful@|@dugnaligur@
@skimpy@|@rak@
@skin@|@fletta, húð, húð, skinn, skinn@
@skinny@|@rak@
@skirt@|@skjúrt@
@skull@|@skøltur@
@sky@|@himin, himmal@
@skylight@|@kúgveyga, ljóari@
@slander@|@baktala, bíta í bak, útspilling@
@slanting@|@lagghallur, skeivur@
@slaughter@|@fletta, slakta@
@slave@|@trælur@
@sledge@|@sleða, sleða, sleta@
@sleep@|@sova@
@sleep heavily@|@sova fast@
@sleeping-accomodation@|@svøvnkamar, svøvnstaður@
@sleeping-place@|@svøvnkamar, svøvnstaður@
@sleeve@|@erma@
@sleigh@|@sleða, sleða, sleta@
@slender@|@klænur, mjáur, snotiligur@
@slice@|@avskorið petti, kut, skera@
@slim@|@klænur, mjáur, snotiligur@
@slime@|@móra, runa@
@slip@|@aka, glíða, seðil, skreiða@
@slipper@|@tufla@
@slogan@|@gjaldoyraávísing, loysnarorð@
@sloop@|@stórbátur@
@slope@|@brekka, halli@
@slot@|@plógv@
@Slovakia@|@Slovakia@
@slowly@|@seint, spakuliga@
@slug@|@snigil@
@sluice@|@slúsa@
@slumber@|@durva@
@sly@|@sniðfundigur, snildur@
@sly joke@|@hersøga, skemt, skrøgg@
@small@|@lítil@
@small room@|@myrkt rúm@
@smallpox@|@pokur@
@smart@|@sniðfundigur, snildur@
@smash@|@knúsa, smildra, sora@
@smear@|@mutra, smyrja@
@smell@|@anga, rúka, snodda eftir, tevja@
@smile@|@smíla, smílast@
@smoke@|@glaða, roykja, roykur@
@smooth@|@hálur, javnur, slættur, slættur@
@snack@|@morgunmatur@
@snail@|@gágga, kúvingur, snigil@
@snake@|@ormur, slanga@
@snare@|@fella@
@sneer@|@flenna upp á háð@
@sneeze@|@njósa@
@snore@|@rjóta, snorka@
@snow@|@kava, kavi@
@snowflake@|@flykra@
@snuffle@|@snúsa, snýsa@
@so@|@fyri, so, soleiðis, til, til tess at, tískil@
@so ... as@|@líka ... sum, so ... sum@
@so that@|@fyri, til, til tess at@
@soak@|@dyppa@
@soap@|@sápa@
@socialist@|@javnaðarmaður@
@society@|@klubbi, samfelag@
@sofa@|@sofa@
@soft@|@bleytur, søtur@
@soil@|@grund, jørð, mold@
@solder@|@klinka, lodda@
@soldier@|@hermaður@
@sole@|@berur, einsamallur, il, leistur, sóli@
@solely@|@einsliga@
@solidarity@|@samanhald@
@solitary@|@berur, einsamallur@
@some@|@eitt sindur, summur@
@some kind of@|@okkurt slag av@
@somehow@|@onkursvegna@
@someone's@|@onkurs@
@something@|@okkurt@
@something new@|@tíðindi@
@sometime@|@onkuntíð@
@sometimes@|@við hvørt@
@sometimes ... sometimes@|@nú ... nú, so ... so, stundum ... stundum@
@somewhat@|@eitt sindur@
@somewhere@|@onkun vegin, onkustaðni@
@son@|@sonur@
@song@|@sangur@
@son-in-law@|@dótturmaður@
@sons and daughters@|@børn@
@soon@|@skjótt@
@soot@|@ím, sót@
@sore@|@sár, svullur@
@sorrel@|@grágulur, hømilia, morreyður, reyðbrúnur@
@sort@|@slag@
@soul@|@sál@
@sound@|@ljóð, ljóða@
@soup@|@súpan@
@sour@|@súrur@
@source@|@kelda@
@south@|@suður@
@Soviet Union@|@Sovjetsamveldið@
@sow@|@sáa@
@space@|@frástøða, rúmd@
@spacious@|@rúmur, víður@
@spade@|@grava, spaki@
@Spain@|@Spania@
@spare@|@eira, spara@
@spark@|@neisti, neisti, ravmagnsneisti@
@sparrow@|@spurvur@
@spasm@|@sinadráttur@
@spawn@|@rogn@
@speak@|@rala, tosa@
@speaker's platform@|@røðarapallur, talarastólur@
@spear@|@spjót@
@special@|@serligur@
@specialist@|@serfrøðingur@
@specific@|@tilskilaður@
@spectacle@|@framsýning, sjón, sjónleikur@
@spectator@|@áskoðari@
@speech@|@mál, røða, tala@
@speechless@|@dumbur, tigandi@
@speed up@|@skunda undir@
@speedwell@|@bládepla@
@speedy@|@kvikur, skjótur@
@spend the night@|@liggja nátt@
@sperm@|@ísáð, sáð, spina@
@sperm whale@|@avgustur, avgustur@
@sphere@|@øki, virkisøki@
@spice@|@krydd@
@spider@|@eiturkoppur@
@spin@|@murra, spinna@
@spinach@|@spinat@
@spine@|@ryggur@
@spirit@|@andi@
@spiritual@|@andaligur@
@spit@|@spýta@
@spite@|@treiskni@
@splash@|@klappa, skvatla, smella@
@splinter@|@flís, kloyvipinnur, splitta@
@split@|@klúgva@
@spoil@|@bongla, fesja, klombra, oyðileggja@
@sponge@|@njarðarvøttur, soppur@
@spool@|@spoli@
@spoon@|@skeið, spónur@
@sporadic@|@spjaddur@
@spot@|@blettur, stað@
@spread@|@breiða, mutra, smyrja@
@spread out@|@breiða@
@spring@|@fjøður, kelda, leypa, vár@
@springtime@|@vár@
@sprinkle@|@støkka@
@spruce@|@grann@
@spruce-fir@|@grann@
@spur@|@eggjan, grókorn, hekil, spori@
@spurt@|@spræna@
@spurt out@|@spræna@
@spy@|@njósnari@
@spy on@|@lúra eftir@
@squad@|@bólkur@
@square@|@torg@
@squat@|@húka@
@squeeze@|@kroysta, spenna, trýsta@
@squint@|@skeita@
@squirrel@|@íkorni@
@stab@|@prika@
@stable@|@fastur, fjós, skúr, stallur@
@stack@|@stakkur@
@stadium@|@menningsgarstig, tíðarbil@
@stage@|@leikpallur, menningsgarstig, støð, strekki, teinur, tíðarbil@
@stagnate@|@stirðna@
@staid@|@álvarsamur@
@stair@|@trappusteinur@
@staircase@|@trappa@
@stairs@|@trappa@
@stake@|@steyri, stólpi@
@stalk@|@ganga fet fyri fet, leggur, leggur, plantuleggur, plantuleggur@
@stall@|@fjós, skúr, stallur@
@stammer@|@stama@
@stamp@|@frímerki@
@stanchion@|@steyri, stólpi@
@stand@|@búð, fara á føtur, standa@
@stand up@|@fara á føtur@
@standard@|@flagg, fyrimynd, regla@
@standing on end@|@ývin@
@star@|@stjørna@
@starboard@|@stýriborð@
@starling@|@stari@
@start@|@byrja, byrjan, uppruni, verða byrjaður@
@start out@|@fara til gongu@
@startling@|@bilsin, ovfarin@
@state@|@land, ríki, ríki, skil, vissa@
@station@|@støð@
@stature@|@vakstrarlag@
@statute@|@felagslóg, lóg, samtykt@
@stay@|@vera eftir, verða verandi@
@stay over@|@vera eftir, verða verandi@
@steak@|@búffur@
@steal@|@sníkja seg avstað, stjala@
@steam@|@dampur, guva@
@steel@|@stál@
@steep@|@brattur@
@steer@|@ráða, stjórna@
@stem@|@bulur, leggur, plantuleggur@
@stench@|@deymur@
@step@|@fet, ganga fet fyri fet, trappusteinur@
@stereotype@|@prentmót, prentmynd, rangmynd@
@sterile@|@lívssørur@
@stern@|@bakskutur, bakskutur, skutur, skutur@
@steward@|@fyristøðumaður@
@stewardess@|@flogterna@
@stick@|@líma, stavur@
@stiff@|@stívur@
@still@|@afturat, enn@
@stimulate@|@líva upp@
@sting@|@prika@
@stingray@|@skøta@
@stingy@|@gírigur@
@stir@|@píska, røra@
@stir up@|@ørkymla@
@stitch@|@seyma afturíaftur@
@stock@|@goymsla, vørugoymsla@
@stocking@|@hosa, sokkur@
@stoke@|@hita@
@stomach@|@magi@
@stone@|@steinur@
@stop@|@halda uppat, støð@
@stopper@|@tøppur@
@store@|@búð, krambúð, sølubúð@
@storey@|@hædd@
@stork@|@storkur@
@storm@|@leypa á, ódn, stormur, stormur@
@story@|@frásøgn, hædd, søga, søga@
@stout@|@hyldligur, tjúkkur@
@stove@|@komfýrur, ovnur@
@stow@|@stúgva@
@straight@|@beinur@
@straight past@|@framvið@
@straightedge@|@strikusneis@
@straightforward@|@einfaldur@
@strait@|@sund@
@strange@|@egin, fremmandur, serur@
@strangle@|@kvala, kyrkja@
@strap@|@reim@
@straw@|@hálmur, strá@
@strawberry@|@jarðber@
@streak@|@strika@
@strech@|@spenna, toyggja@
@strech out@|@rætta út, toyggja@
@strecher@|@børa, leypur@
@street@|@breyt, gøta@
@streetcar@|@sporvognur@
@strength@|@makt, megi@
@stress@|@herða á ljóð, herðing, leggja áherðslu á, leggja dent á@
@stretcher@|@børa@
@strict@|@strangur@
@stride@|@fet, ganga fet fyri fet@
@strike@|@banka, berja, festa rót, raka, ráma, sláa, verkfall@
@string@|@sin, spong, strongur, strongur@
@stringent@|@strangur@
@strip@|@ál, rípa@
@stripe@|@ál, rípa@
@strive for@|@stremba, streva, strevast@
@stroke@|@kela, kína, strika, ynda@
@stroll@|@spáka@
@struggle@|@bardagi, berjast, sprakla@
@stubborn@|@treiskur@
@study@|@granska, kanna, kanning, lesa, studera@
@stuff@|@bólstra, evni, stappa@
@stuffing@|@fiskamørur, kjøtdeiggj, malið kjøt@
@stumble@|@snáva@
@stupid@|@tápuligur@
@stupidly@|@býttisliga, tápuliga@
@sturdy@|@haldgóður@
@sturgeon@|@styrja@
@stutter@|@stama@
@sty@|@fjós, skúr, stallur@
@style@|@stílur@
@subject@|@evni@
@subjunctive@|@hugsháttur@
@subscription@|@haldaragjald, limagjald, samanskot@
@subsequently@|@seinni, síðan, tískil@
@substance@|@evni@
@substantive@|@navnorð@
@subterfuge@|@lokabrøgd, snild, svikaráð@
@succeed@|@eydnast@
@successor@|@eftirmaður@
@such@|@slíkur, so, soleiðis, tílíkur@
@such a@|@slíkur, tílíkur@
@such as@|@sum@
@suck@|@súgva@
@suddenly@|@brádliga, knappliga@
@suet@|@tálg@
@sufficient@|@nóg mikil@
@sufficiently@|@í so, nóg, nóg so@
@suffix@|@eftirskoyti@
@suffocate@|@køva, kvala@
@sugar@|@sukur@
@sugarbowl@|@sukurdós, sukurílat, sukurskál@
@sugar-bowl@|@sukurdós, sukurílat, sukurskál@
@suggest@|@fáa til, fáa til, skjóta upp, studla, studla@
@suit@|@búni, duga, vera nóg góður@
@suitcase@|@klæðsekkur, kuffert@
@sullen@|@í ringum skørum, múlatrútin@
@sulphur@|@svávul@
@sum@|@samløga, upphædd@
@summer@|@summar@
@summit@|@oddur, tindur@
@summon@|@kalla á, rópa á@
@summons@|@ávísing, stevning@
@sun@|@sól@
@Sunday@|@sunnudagur@
@sunset@|@sólsetur@
@superstition@|@pátrúgv@
@supervise@|@hava eftirlit við@
@supply@|@búgva út, gera út, lata flýggja@
@support@|@styðja, vernd@
@supporter@|@flokslimur, limur@
@suppress@|@køva, kvala@
@sure@|@vissur@
@surface@|@yvirflati@
@surgeon@|@skurðlækni, skurðlækni@
@surgical operation@|@skurðviðgerð, tiltak@
@surmise@|@meta, skjóta upp á@
@surprising@|@bilsin, ovfarin@
@surrender@|@ganga til ryggjar, gevast@
@suspicion@|@illgruni@
@sustain@|@styðja@
@sustained@|@støðugur@
@suture@|@penta@
@swallow@|@slúka, svala, svølgja@
@swamp@|@mýra, mýri@
@swan@|@svanur@
@swarm@|@tyrpast@
@swear@|@banna, bannast, svørja, svørja@
@sweat@|@sveitta@
@Swede@|@svenskari, svíi@
@Sweden@|@Svøríki, Svøríki@
@sweep@|@sópa@
@sweet@|@søtur@
@swell@|@bólgna, trútna@
@swift@|@kvikur, skjótur, sveimari@
@swiftly@|@skjótt@
@swim@|@svimja@
@swimming trunks@|@svimjibuksur@
@swindle@|@falsa, svíkja@
@swine@|@svín@
@swing@|@sveiggja, vagga, veittra@
@swish@|@skróva, súsa, teska@
@switch@|@greinar, rís@
@Switzerland@|@Sveits@
@swoon@|@dána, falla í óvit, svíma@
@sword@|@svørð@
@syllable@|@stavilsi@
@synchronous@|@samtíðar-@
@system@|@kervi@
@table@|@borð, talva@
@table-cloth@|@borðdúkur@
@tablet@|@talva@
@tabulation@|@talva@
@tact@|@siður, stev, takt@
@tail@|@hali@
@tailor@|@skraddari@
@tails@|@velajakki@
@take@|@taka ímóti, taka við@
@take action@|@gera@
@take along@|@hava við@
@take away@|@taka av@
@take care@|@leggja seg eftir, syrgja fyri@
@take in@|@halda, taka ímóti, taka við@
@take into account@|@virða@
@take note@|@sanna@
@take off@|@leggja frá sær@
@take over@|@keypa@
@taken aback@|@hamskiftur@
@tale@|@frásøgn, søga@
@talented@|@gávuríkur@
@talk@|@rala, tosa@
@tall@|@høgur@
@tallow@|@tálg@
@tame@|@temja@
@tan@|@barka, garva@
@tangle@|@fløkja, ruðuleiki@
@tap@|@krani, tøppur@
@tape-recorder@|@bandspælari@
@tar@|@tjøra@
@tardy@|@seinur@
@target@|@stevnumið@
@tart@|@lagkaka, súrur@
@task@|@fyrisetningur, verkevni@
@taskmaster@|@fúti@
@taste@|@smakka@
@tasty@|@smakkgóður@
@tavern@|@drykkjustova@
@tax@|@avgjald, skattur@
@tea@|@te@
@teach@|@læra, undirvísa@
@teacher@|@kennari, lærari, lærarinna@
@teak tree@|@tekk@
@team@|@toymi@
@tear@|@royta, skræða, tár@
@tear off@|@skræða leysan@
@teat@|@boppa, bróst, kvinnubróst@
@telegram@|@fjarrit@
@telegraph@|@fjarritil, telegrafur@
@telephone@|@ringja, telefon@
@television@|@sjónvarp@
@tell@|@greiða frá, siga, siga frá@
@tell a lie@|@lúgva@
@temper@|@herða, hýrur@
@tempest@|@ódn@
@temple@|@tinning@
@tempt@|@freista@
@ten@|@tíggju@
@tendency@|@helling, hugrák, lyndi, lyndi, rák@
@tender@|@bera fram, søtur@
@tendon@|@sin, spong, strongur@
@tent@|@tjald@
@terminate@|@enda, ending@
@terrace@|@hátún, hjalli@
@terrain@|@lendi@
@terrible@|@ræðuligur@
@test@|@próvtøka, roynd@
@textbook@|@læribók@
@than@|@enn@
@thank@|@takka@
@thanks@|@takk, tøkk@
@that@|@at, handa, hasin, ið@
@that is@|@tað er@
@that kind of@|@slíkur, tílíkur@
@that much@|@so mikið, so nógvir@
@that one@|@handa, hasin@
@that way@|@hagar@
@thaw@|@tiðna, toya@
@the@|@alt, helst, tess@
@the ... the@|@alt ... alt, helst ... helst, tess ... tess@
@the Arctic@|@Norðuríshav@
@the day after tomorrow@|@í ovurmorgin@
@the day before yesterday@|@fyrradagin@
@theatre@|@leikhús@
@theatre play@|@sjónleikur@
@theatrical@|@keiputur, sjónleikar-@
@thee@|@teg, tygum, tykkum@
@their@|@sín@
@theme@|@evni@
@then@|@so, tá@
@theory@|@ástøði@
@there@|@hagar, her er, hetta er, hetta var@
@therefore@|@tessvegna, tí@
@thesis@|@viðvera@
@they@|@ein, tey, tú, vit@
@thick@|@tættur, tjúkkur@
@thigh@|@lær@
@thin@|@klænur, rak@
@think@|@hugsa@
@think to oneself@|@hugleiða@
@third@|@triðingur@
@this@|@henda, hesin@
@this evening@|@í kvøld@
@this morning@|@í morgun@
@this way@|@higar@
@thisle@|@tistil@
@thither@|@hagar@
@thorn@|@tornur@
@thought@|@hugsan, tanki@
@thousand@|@túsund@
@thread@|@tráður@
@threaten@|@hótta@
@three@|@tríggir, tríggjar, trý@
@thresh@|@treskja@
@threshold@|@gátt@
@throat@|@barki, hálsur, vælindi@
@throne@|@tróna@
@through@|@á, ígjøgnum, liðugur, til reiðar@
@throw@|@kasta@
@throw away@|@forkoma@
@throw up@|@spýggja@
@thrush@|@trøstur@
@thrust@|@fíra, trýsta@
@thumb@|@tummil@
@thunder@|@tora@
@Thursday@|@hósdagur@
@thus@|@so, soleiðis, tískil@
@tibia@|@langleggur@
@ticket@|@seðil@
@ticket-window@|@lemmur@
@tickle@|@kitla@
@tide@|@flóð og fjøra, sjóvarfall, streymur@
@tidy@|@á rað, stíla fyri@
@tie@|@held, sambindari, slips@
@tiger@|@tikari@
@tight@|@strangur, trongur@
@till@|@peningakassi, til@
@tilt@|@benda, boyggja, hella@
@timber@|@træ, viður@
@time@|@ferð, reis, tíð, tími@
@time-table@|@ferðaætlan@
@tin@|@blikkpláta, pláta, tin@
@tin plate@|@blikkpláta, pláta@
@tinkle@|@glint@
@tiny@|@pinkulítil@
@tip@|@oddur, tindur@
@tired@|@givin, móður@
@tired out@|@deyðgivin@
@title@|@heiti@
@titmouse@|@igða@
@to@|@til@
@to some extent@|@eitt sindur@
@to some place@|@onkun vegin@
@to tell the truth@|@satt at siga@
